file_id,class_id,source_dataset,source_group_id,merged_group_id,split
fsd50k_explosion_bfd38bb5,explosion,fsd50k,freesound_uploader_Omar Alvarado,freesound_uploader_Omar Alvarado,foreground_bank_train
fsd50k_explosion_c7535059,explosion,fsd50k,freesound_uploader_parnellij,freesound_uploader_parnellij,foreground_bank_train
fsd50k_explosion_cbf03c36,explosion,fsd50k,freesound_uploader_YleArkisto,freesound_uploader_YleArkisto,foreground_bank_train
fsd50k_explosion_cc809249,explosion,fsd50k,freesound_uploader_CGEffex,freesound_uploader_CGEffex,foreground_bank_train
fsd50k_explosion_d271c686,explosion,fsd50k,freesound_uploader_Quaker540,freesound_uploader_Quaker540,foreground_bank_train
fsd50k_explosion_d8195358,explosion,fsd50k,freesound_uploader_Omar Alvarado,freesound_uploader_Omar Alvarado,foreground_bank_train
fsd50k_explosion_d8aa447b,explosion,fsd50k,freesound_uploader_steveygos93,freesound_uploader_steveygos93,foreground_bank_train
fsd50k_explosion_db5526a1,explosion,fsd50k,freesound_uploader_cydon,freesound_uploader_cydon,foreground_bank_train
fsd50k_explosion_ea68b988,explosion,fsd50k,freesound_uploader_RSilveira_88,freesound_uploader_RSilveira_88,foreground_bank_train
fsd50k_explosion_ea9e2c32,explosion,fsd50k,freesound_uploader_Benboncan,freesound_uploader_Benboncan,foreground_bank_train
fsd50k_explosion_ef787e43,explosion,fsd50k,freesound_uploader_cydon,freesound_uploader_cydon,foreground_bank_train
fsd50k_explosion_f2a9007f,explosion,fsd50k,freesound_uploader_ggctuk,freesound_uploader_ggctuk,foreground_bank_train
fsd50k_explosion_f3042fd7,explosion,fsd50k,freesound_uploader_qubodup,freesound_uploader_qubodup,foreground_bank_train
fsd50k_explosion_f4862d09,explosion,fsd50k,freesound_uploader_Klerrp,freesound_uploader_Klerrp,foreground_bank_train
fsd50k_explosion_fb252c39,explosion,fsd50k,freesound_uploader_qubodup,freesound_uploader_qubodup,foreground_bank_train
fsd50k_explosion_fc41cfa6,explosion,fsd50k,freesound_uploader_cydon,freesound_uploader_cydon,foreground_bank_train
fsd50k_explosion_fc9977b4,explosion,fsd50k,freesound_uploader_Zangrutz,freesound_uploader_Zangrutz,foreground_bank_train
fsd50k_explosion_fef926c2,explosion,fsd50k,freesound_uploader_qubodup,freesound_uploader_qubodup,foreground_bank_train
esc50_fireworks_04745e57,fireworks,esc50,freesound_119648,freesound_119648,foreground_bank_train
esc50_fireworks_0b196e12,fireworks,esc50,freesound_160614,freesound_160614,foreground_bank_train
esc50_fireworks_0ee8c78b,fireworks,esc50,freesound_119647,freesound_119647,foreground_bank_train
esc50_fireworks_1b7a55d6,fireworks,esc50,freesound_119647,freesound_119647,foreground_bank_train
esc50_fireworks_1d6a5f08,fireworks,esc50,freesound_165801,freesound_165801,foreground_bank_train
esc50_fireworks_1da86942,fireworks,esc50,freesound_119120,freesound_119120,foreground_bank_train
esc50_fireworks_1dfdaa1f,fireworks,esc50,freesound_117615,freesound_117615,foreground_bank_train
esc50_fireworks_214ffae3,fireworks,esc50,freesound_160614,freesound_160614,foreground_bank_train
esc50_fireworks_272ece9c,fireworks,esc50,freesound_119647,freesound_119647,foreground_bank_train
esc50_fireworks_28df9b3d,fireworks,esc50,freesound_172881,freesound_172881,foreground_bank_train
esc50_fireworks_319fb7db,fireworks,esc50,freesound_172922,freesound_172922,foreground_bank_train
esc50_fireworks_3ac50abf,fireworks,esc50,freesound_115545,freesound_115545,foreground_bank_train
esc50_fireworks_3dbb9798,fireworks,esc50,freesound_119120,freesound_119120,foreground_bank_train
esc50_fireworks_53e46153,fireworks,esc50,freesound_117615,freesound_117615,foreground_bank_train
esc50_fireworks_57496037,fireworks,esc50,freesound_160614,freesound_160614,foreground_bank_train
esc50_fireworks_5f0f6888,fireworks,esc50,freesound_115545,freesound_115545,foreground_bank_train
esc50_fireworks_7565850a,fireworks,esc50,freesound_119648,freesound_119648,foreground_bank_train
esc50_fireworks_767834d6,fireworks,esc50,freesound_117615,freesound_117615,foreground_bank_train
esc50_fireworks_7a3a19a4,fireworks,esc50,freesound_25781,freesound_25781,foreground_bank_train
esc50_fireworks_7fcd04a7,fireworks,esc50,freesound_119647,freesound_119647,foreground_bank_train
esc50_fireworks_810d1ca9,fireworks,esc50,freesound_160563,freesound_160563,foreground_bank_train
esc50_fireworks_83e988d6,fireworks,esc50,freesound_119120,freesound_119120,foreground_bank_train
esc50_fireworks_853c5cea,fireworks,esc50,freesound_160563,freesound_160563,foreground_bank_train
esc50_fireworks_8f377a0e,fireworks,esc50,freesound_115545,freesound_115545,foreground_bank_train
esc50_fireworks_90fcd379,fireworks,esc50,freesound_160614,freesound_160614,foreground_bank_train
esc50_fireworks_9d1b69c0,fireworks,esc50,freesound_160614,freesound_160614,foreground_bank_train
esc50_fireworks_a0745691,fireworks,esc50,freesound_160614,freesound_160614,foreground_bank_train
esc50_fireworks_abb7aaa5,fireworks,esc50,freesound_115546,freesound_115546,foreground_bank_train
esc50_fireworks_aefb7915,fireworks,esc50,freesound_160614,freesound_160614,foreground_bank_train
esc50_fireworks_b8e4b741,fireworks,esc50,freesound_25777,freesound_25777,foreground_bank_train
esc50_fireworks_baad57c9,fireworks,esc50,freesound_119120,freesound_119120,foreground_bank_train
esc50_fireworks_bbc06aa3,fireworks,esc50,freesound_117615,freesound_117615,foreground_bank_train
esc50_fireworks_c02bc79e,fireworks,esc50,freesound_251617,freesound_251617,foreground_bank_train
esc50_fireworks_c205760c,fireworks,esc50,freesound_119648,freesound_119648,foreground_bank_train
esc50_fireworks_c5489d2c,fireworks,esc50,freesound_119648,freesound_119648,foreground_bank_train
esc50_fireworks_d055eb62,fireworks,esc50,freesound_119120,freesound_119120,foreground_bank_train
esc50_fireworks_e5a9aead,fireworks,esc50,freesound_117615,freesound_117615,foreground_bank_train
esc50_fireworks_e6aecd59,fireworks,esc50,freesound_160614,freesound_160614,foreground_bank_train
fsd50k_fireworks_01947c6f,fireworks,fsd50k,freesound_uploader_SoundCollectah,freesound_uploader_SoundCollectah,foreground_bank_train
fsd50k_fireworks_02044952,fireworks,fsd50k,freesound_uploader_j1987,freesound_uploader_j1987,foreground_bank_train
fsd50k_fireworks_03a52b6f,fireworks,fsd50k,freesound_uploader_inchadney,freesound_uploader_inchadney,foreground_bank_train
fsd50k_fireworks_08f39bde,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_09553f5d,fireworks,fsd50k,freesound_uploader_kingsrow,freesound_uploader_kingsrow,foreground_bank_train
fsd50k_fireworks_0ee0d74e,fireworks,fsd50k,freesound_uploader_delphidebrain,freesound_uploader_delphidebrain,foreground_bank_train
fsd50k_fireworks_0f71a525,fireworks,fsd50k,freesound_uploader_unfa,freesound_uploader_unfa,foreground_bank_train
fsd50k_fireworks_11e00452,fireworks,fsd50k,freesound_uploader_Rudmer_Rotteveel,freesound_uploader_Rudmer_Rotteveel,foreground_bank_train
fsd50k_fireworks_1269da1e,fireworks,fsd50k,freesound_uploader_fridobeck,freesound_uploader_fridobeck,foreground_bank_train
fsd50k_fireworks_13458ede,fireworks,fsd50k,freesound_uploader_bigpickle51,freesound_uploader_bigpickle51,foreground_bank_train
fsd50k_fireworks_14922763,fireworks,fsd50k,freesound_uploader_qubodup,freesound_uploader_qubodup,foreground_bank_train
fsd50k_fireworks_16336691,fireworks,fsd50k,freesound_uploader_delphidebrain,freesound_uploader_delphidebrain,foreground_bank_train
fsd50k_fireworks_1780ae71,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_197604b5,fireworks,fsd50k,freesound_uploader_SoundCollectah,freesound_uploader_SoundCollectah,foreground_bank_train
fsd50k_fireworks_1a65d732,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_1bc039c9,fireworks,fsd50k,freesound_uploader_npavlov,freesound_uploader_npavlov,foreground_bank_train
fsd50k_fireworks_1cb60b51,fireworks,fsd50k,freesound_uploader_LOVEBURD,freesound_uploader_LOVEBURD,foreground_bank_train
fsd50k_fireworks_1f502816,fireworks,fsd50k,freesound_uploader_dobroide,freesound_uploader_dobroide,foreground_bank_train
fsd50k_fireworks_20d724cc,fireworks,fsd50k,freesound_uploader_schafferdavid,freesound_uploader_schafferdavid,foreground_bank_train
fsd50k_fireworks_224f7a77,fireworks,fsd50k,freesound_uploader_dwareing,freesound_uploader_dwareing,foreground_bank_train
fsd50k_fireworks_23184bb4,fireworks,fsd50k,freesound_uploader_Sparrer,freesound_uploader_Sparrer,foreground_bank_train
fsd50k_fireworks_2609b995,fireworks,fsd50k,freesound_uploader_j1987,freesound_uploader_j1987,foreground_bank_train
fsd50k_fireworks_28a628f5,fireworks,fsd50k,freesound_uploader_Tritus,freesound_uploader_Tritus,foreground_bank_train
fsd50k_fireworks_29d7170a,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_2b7ae166,fireworks,fsd50k,freesound_uploader_Volterock,freesound_uploader_Volterock,foreground_bank_train
fsd50k_fireworks_2bd90c74,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_2dc71391,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_2e73845c,fireworks,fsd50k,freesound_uploader_kingsrow,freesound_uploader_kingsrow,foreground_bank_train
fsd50k_fireworks_2ff66be2,fireworks,fsd50k,freesound_uploader_acclivity,freesound_uploader_acclivity,foreground_bank_train
fsd50k_fireworks_33603105,fireworks,fsd50k,freesound_uploader_dcsimon,freesound_uploader_dcsimon,foreground_bank_train
fsd50k_fireworks_34ba8a2e,fireworks,fsd50k,freesound_uploader_Fiditg,freesound_uploader_Fiditg,foreground_bank_train
fsd50k_fireworks_368ac345,fireworks,fsd50k,freesound_uploader_delphidebrain,freesound_uploader_delphidebrain,foreground_bank_train
fsd50k_fireworks_36ac682a,fireworks,fsd50k,freesound_uploader_kingsrow,freesound_uploader_kingsrow,foreground_bank_train
fsd50k_fireworks_3ac51983,fireworks,fsd50k,freesound_uploader_unfa,freesound_uploader_unfa,foreground_bank_train
fsd50k_fireworks_3c47952f,fireworks,fsd50k,freesound_uploader_acclivity,freesound_uploader_acclivity,foreground_bank_train
fsd50k_fireworks_3da6691d,fireworks,fsd50k,freesound_uploader_delphidebrain,freesound_uploader_delphidebrain,foreground_bank_train
fsd50k_fireworks_47a6d96d,fireworks,fsd50k,freesound_uploader_delphidebrain,freesound_uploader_delphidebrain,foreground_bank_train
fsd50k_fireworks_48205dec,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_48daa949,fireworks,fsd50k,freesound_uploader_lliban,freesound_uploader_lliban,foreground_bank_train
fsd50k_fireworks_4ab70b37,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_4dfda424,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_4f1c3691,fireworks,fsd50k,freesound_uploader_kingsrow,freesound_uploader_kingsrow,foreground_bank_train
fsd50k_fireworks_5015affa,fireworks,fsd50k,freesound_uploader_zihengc,freesound_uploader_zihengc,foreground_bank_train
fsd50k_fireworks_5295dcf1,fireworks,fsd50k,freesound_uploader_delphidebrain,freesound_uploader_delphidebrain,foreground_bank_train
fsd50k_fireworks_536e401c,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_5371e71f,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_53724e38,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_54d359d0,fireworks,fsd50k,freesound_uploader_kingsrow,freesound_uploader_kingsrow,foreground_bank_train
fsd50k_fireworks_565db7b8,fireworks,fsd50k,freesound_uploader_Fiditg,freesound_uploader_Fiditg,foreground_bank_train
fsd50k_fireworks_573d2c42,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_57be4252,fireworks,fsd50k,freesound_uploader_delphidebrain,freesound_uploader_delphidebrain,foreground_bank_train
fsd50k_fireworks_5bd94296,fireworks,fsd50k,freesound_uploader_LOVEBURD,freesound_uploader_LOVEBURD,foreground_bank_train
fsd50k_fireworks_5c10868f,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_5c6f925e,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_5c9c18ad,fireworks,fsd50k,freesound_uploader_delphidebrain,freesound_uploader_delphidebrain,foreground_bank_train
fsd50k_fireworks_5cb86aa4,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_5db29738,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_60f2b4d0,fireworks,fsd50k,freesound_uploader_delphidebrain,freesound_uploader_delphidebrain,foreground_bank_train
fsd50k_fireworks_6303db5d,fireworks,fsd50k,freesound_uploader_csengeri,freesound_uploader_csengeri,foreground_bank_train
fsd50k_fireworks_65837826,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_65b5b11f,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_6603da19,fireworks,fsd50k,freesound_uploader_delphidebrain,freesound_uploader_delphidebrain,foreground_bank_train
fsd50k_fireworks_6800c878,fireworks,fsd50k,freesound_uploader_SoundCollectah,freesound_uploader_SoundCollectah,foreground_bank_train
fsd50k_fireworks_683f5f4d,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_72bcb3cc,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_7341fcf2,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_739172df,fireworks,fsd50k,freesound_uploader_SoundCollectah,freesound_uploader_SoundCollectah,foreground_bank_train
fsd50k_fireworks_7467afc7,fireworks,fsd50k,freesound_uploader_panikko,freesound_uploader_panikko,foreground_bank_train
fsd50k_fireworks_75207ba0,fireworks,fsd50k,freesound_uploader_electrovoice664,freesound_uploader_electrovoice664,foreground_bank_train
fsd50k_fireworks_76a6feeb,fireworks,fsd50k,freesound_uploader_JelleGeus,freesound_uploader_JelleGeus,foreground_bank_train
fsd50k_fireworks_7831cf78,fireworks,fsd50k,freesound_uploader_InspectorJ,freesound_uploader_InspectorJ,foreground_bank_train
fsd50k_fireworks_79a2d496,fireworks,fsd50k,freesound_uploader_Fiditg,freesound_uploader_Fiditg,foreground_bank_train
fsd50k_fireworks_79e20679,fireworks,fsd50k,freesound_uploader_delphidebrain,freesound_uploader_delphidebrain,foreground_bank_train
fsd50k_fireworks_7b39efde,fireworks,fsd50k,freesound_uploader_Rudmer_Rotteveel,freesound_uploader_Rudmer_Rotteveel,foreground_bank_train
fsd50k_fireworks_7b3bef64,fireworks,fsd50k,freesound_uploader_delphidebrain,freesound_uploader_delphidebrain,foreground_bank_train
fsd50k_fireworks_7dce3d17,fireworks,fsd50k,freesound_uploader_acclivity,freesound_uploader_acclivity,foreground_bank_train
fsd50k_fireworks_7de32258,fireworks,fsd50k,freesound_uploader_LOVEBURD,freesound_uploader_LOVEBURD,foreground_bank_train
fsd50k_fireworks_7fce4aeb,fireworks,fsd50k,freesound_uploader_delphidebrain,freesound_uploader_delphidebrain,foreground_bank_train
fsd50k_fireworks_7ff9efbe,fireworks,fsd50k,freesound_uploader_Rudmer_Rotteveel,freesound_uploader_Rudmer_Rotteveel,foreground_bank_train
fsd50k_fireworks_82f03158,fireworks,fsd50k,freesound_uploader_contramundum,freesound_uploader_contramundum,foreground_bank_train
fsd50k_fireworks_850c5a8e,fireworks,fsd50k,freesound_uploader_noisyninja,freesound_uploader_noisyninja,foreground_bank_train
fsd50k_fireworks_855982dd,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_871c30d7,fireworks,fsd50k,freesound_uploader_dobroide,freesound_uploader_dobroide,foreground_bank_train
fsd50k_fireworks_874c0076,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_8b1c3250,fireworks,fsd50k,freesound_uploader_schafferdavid,freesound_uploader_schafferdavid,foreground_bank_train
fsd50k_fireworks_8b8c838f,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_8e98e512,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_8ef7c184,fireworks,fsd50k,freesound_uploader_electrovoice664,freesound_uploader_electrovoice664,foreground_bank_train
fsd50k_fireworks_9985cdbf,fireworks,fsd50k,freesound_uploader_Volterock,freesound_uploader_Volterock,foreground_bank_train
fsd50k_fireworks_9b44f207,fireworks,fsd50k,freesound_uploader_MrAuralization,freesound_uploader_MrAuralization,foreground_bank_train
fsd50k_fireworks_9c0a8820,fireworks,fsd50k,freesound_uploader_SoundCollectah,freesound_uploader_SoundCollectah,foreground_bank_train
fsd50k_fireworks_9c204dd0,fireworks,fsd50k,freesound_uploader_kingsrow,freesound_uploader_kingsrow,foreground_bank_train
fsd50k_fireworks_9d8dee97,fireworks,fsd50k,freesound_uploader_schafferdavid,freesound_uploader_schafferdavid,foreground_bank_train
fsd50k_fireworks_9eef1db2,fireworks,fsd50k,freesound_uploader_j1987,freesound_uploader_j1987,foreground_bank_train
fsd50k_fireworks_9fcdeefb,fireworks,fsd50k,freesound_uploader_schafferdavid,freesound_uploader_schafferdavid,foreground_bank_train
fsd50k_fireworks_a0b4e40d,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_a115b8ea,fireworks,fsd50k,freesound_uploader_j1987,freesound_uploader_j1987,foreground_bank_train
fsd50k_fireworks_a69a207f,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_a981ba6c,fireworks,fsd50k,freesound_uploader_dobroide,freesound_uploader_dobroide,foreground_bank_train
fsd50k_fireworks_aa1a6b5f,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_aa755350,fireworks,fsd50k,freesound_uploader_Volterock,freesound_uploader_Volterock,foreground_bank_train
fsd50k_fireworks_aa87ad25,fireworks,fsd50k,freesound_uploader_ermine,freesound_uploader_ermine,foreground_bank_train
fsd50k_fireworks_ae3ed965,fireworks,fsd50k,freesound_uploader_Mr Sensible,freesound_uploader_Mr Sensible,foreground_bank_train
fsd50k_fireworks_ae6b7ca5,fireworks,fsd50k,freesound_uploader_sloppyjoe24,freesound_uploader_sloppyjoe24,foreground_bank_train
fsd50k_fireworks_b05f431b,fireworks,fsd50k,freesound_uploader_unfa,freesound_uploader_unfa,foreground_bank_train
fsd50k_fireworks_b154b770,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_b36d95e7,fireworks,fsd50k,freesound_uploader_zaem,freesound_uploader_zaem,foreground_bank_train
fsd50k_fireworks_b3caed78,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_b549d1c1,fireworks,fsd50k,freesound_uploader_Duesenbert,freesound_uploader_Duesenbert,foreground_bank_train
fsd50k_fireworks_b661af01,fireworks,fsd50k,freesound_uploader_CGEffex,freesound_uploader_CGEffex,foreground_bank_train
fsd50k_fireworks_b73dcb9d,fireworks,fsd50k,freesound_uploader_Stomp,freesound_uploader_Stomp,foreground_bank_train
fsd50k_fireworks_bb25dcfa,fireworks,fsd50k,freesound_uploader_InspectorJ,freesound_uploader_InspectorJ,foreground_bank_train
fsd50k_fireworks_bceb1f31,fireworks,fsd50k,freesound_uploader_delphidebrain,freesound_uploader_delphidebrain,foreground_bank_train
fsd50k_fireworks_bcf2de10,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_bda7d52f,fireworks,fsd50k,freesound_uploader_morganpurkis,freesound_uploader_morganpurkis,foreground_bank_train
fsd50k_fireworks_beb85f52,fireworks,fsd50k,freesound_uploader_kingsrow,freesound_uploader_kingsrow,foreground_bank_train
fsd50k_fireworks_bfc44e0c,fireworks,fsd50k,freesound_uploader_kwahmah_02,freesound_uploader_kwahmah_02,foreground_bank_train
fsd50k_fireworks_bffde590,fireworks,fsd50k,freesound_uploader_Quistard,freesound_uploader_Quistard,foreground_bank_train
fsd50k_fireworks_c0d08237,fireworks,fsd50k,freesound_uploader_kingsrow,freesound_uploader_kingsrow,foreground_bank_train
fsd50k_fireworks_c41e4f94,fireworks,fsd50k,freesound_uploader_Volterock,freesound_uploader_Volterock,foreground_bank_train
fsd50k_fireworks_c59e9f80,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_c6f6eaac,fireworks,fsd50k,freesound_uploader_rfhache,freesound_uploader_rfhache,foreground_bank_train
fsd50k_fireworks_c7edd2d0,fireworks,fsd50k,freesound_uploader_Rudmer_Rotteveel,freesound_uploader_Rudmer_Rotteveel,foreground_bank_train
fsd50k_fireworks_c8d6eccd,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_c8f4503c,fireworks,fsd50k,freesound_uploader_delphidebrain,freesound_uploader_delphidebrain,foreground_bank_train
fsd50k_fireworks_c917e2e1,fireworks,fsd50k,freesound_uploader_toiletrolltube,freesound_uploader_toiletrolltube,foreground_bank_train
fsd50k_fireworks_c935f1c4,fireworks,fsd50k,freesound_uploader_OfItAll,freesound_uploader_OfItAll,foreground_bank_train
fsd50k_fireworks_c944fa02,fireworks,fsd50k,freesound_uploader_delphidebrain,freesound_uploader_delphidebrain,foreground_bank_train
fsd50k_fireworks_c9716978,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_cb1141a7,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_cbc90ef6,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_cd9478d0,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_cdc9172d,fireworks,fsd50k,freesound_uploader_klankbeeld,freesound_uploader_klankbeeld,foreground_bank_train
fsd50k_fireworks_d0089087,fireworks,fsd50k,freesound_uploader_timsc,freesound_uploader_timsc,foreground_bank_train
fsd50k_fireworks_d3663917,fireworks,fsd50k,freesound_uploader_sloppyjoe24,freesound_uploader_sloppyjoe24,foreground_bank_train
fsd50k_fireworks_d75b66d7,fireworks,fsd50k,freesound_uploader_Kolezan,freesound_uploader_Kolezan,foreground_bank_train
fsd50k_fireworks_d9f9c5df,fireworks,fsd50k,freesound_uploader_ibirdfilm,freesound_uploader_ibirdfilm,foreground_bank_train
fsd50k_fireworks_da6a5bc2,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_dab35990,fireworks,fsd50k,freesound_uploader_ermine,freesound_uploader_ermine,foreground_bank_train
fsd50k_fireworks_df11ba47,fireworks,fsd50k,freesound_uploader_nkenez,freesound_uploader_nkenez,foreground_bank_train
fsd50k_fireworks_e07dee42,fireworks,fsd50k,freesound_uploader_schafferdavid,freesound_uploader_schafferdavid,foreground_bank_train
fsd50k_fireworks_e0d7e87d,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_e1806ace,fireworks,fsd50k,freesound_uploader_MrAuralization,freesound_uploader_MrAuralization,foreground_bank_train
fsd50k_fireworks_e1a5b210,fireworks,fsd50k,freesound_uploader_AlienXXX,freesound_uploader_AlienXXX,foreground_bank_train
fsd50k_fireworks_e300fa40,fireworks,fsd50k,freesound_uploader_johnnyguitar01,freesound_uploader_johnnyguitar01,foreground_bank_train
fsd50k_fireworks_e40a0355,fireworks,fsd50k,freesound_uploader_delphidebrain,freesound_uploader_delphidebrain,foreground_bank_train
fsd50k_fireworks_e48242bb,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_e49b541d,fireworks,fsd50k,freesound_uploader_SoundCollectah,freesound_uploader_SoundCollectah,foreground_bank_train
fsd50k_fireworks_e8d68586,fireworks,fsd50k,freesound_uploader_SoundCollectah,freesound_uploader_SoundCollectah,foreground_bank_train
fsd50k_fireworks_e9eb95a0,fireworks,fsd50k,freesound_uploader_Rudmer_Rotteveel,freesound_uploader_Rudmer_Rotteveel,foreground_bank_train
fsd50k_fireworks_ea11ee26,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_ec52af56,fireworks,fsd50k,freesound_uploader_sloppyjoe24,freesound_uploader_sloppyjoe24,foreground_bank_train
fsd50k_fireworks_ecbed2e9,fireworks,fsd50k,freesound_uploader_bmlake,freesound_uploader_bmlake,foreground_bank_train
fsd50k_fireworks_edbcd5ad,fireworks,fsd50k,freesound_uploader_Fiditg,freesound_uploader_Fiditg,foreground_bank_train
fsd50k_fireworks_edfa5e4b,fireworks,fsd50k,freesound_uploader_svenne2000,freesound_uploader_svenne2000,foreground_bank_train
fsd50k_fireworks_f4fc7031,fireworks,fsd50k,freesound_uploader_kingsrow,freesound_uploader_kingsrow,foreground_bank_train
fsd50k_fireworks_f636fe73,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_f8acb182,fireworks,fsd50k,freesound_uploader_delphidebrain,freesound_uploader_delphidebrain,foreground_bank_train
fsd50k_fireworks_fa766ae0,fireworks,fsd50k,freesound_uploader_kingsrow,freesound_uploader_kingsrow,foreground_bank_train
fsd50k_fireworks_fe47982f,fireworks,fsd50k,freesound_uploader_Parasonya,freesound_uploader_Parasonya,foreground_bank_train
fsd50k_fireworks_ff3e1f61,fireworks,fsd50k,freesound_uploader_j1987,freesound_uploader_j1987,foreground_bank_train
esc50_glass_breaking_08fcf5a7,glass_breaking,esc50,freesound_85168,freesound_85168,foreground_bank_train
esc50_glass_breaking_2ff2076e,glass_breaking,esc50,freesound_216280,freesound_216280,foreground_bank_train
esc50_glass_breaking_3863f509,glass_breaking,esc50,freesound_221529,freesound_221529,foreground_bank_train
esc50_glass_breaking_3d4a5201,glass_breaking,esc50,freesound_204115,freesound_204115,foreground_bank_train
esc50_glass_breaking_3ef4dae6,glass_breaking,esc50,freesound_141563,freesound_141563,foreground_bank_train
esc50_glass_breaking_4491d08b,glass_breaking,esc50,freesound_212698,freesound_212698,foreground_bank_train
esc50_glass_breaking_55cc0786,glass_breaking,esc50,freesound_173607,freesound_173607,foreground_bank_train
