file_id,area_type,source_dataset,source_id,source_group_id,path_raw,duration,worst_class,worst_prob,verdict
bg_residential_urbansound8k_02567,residential,urbansound8k,74677-0-0-6.wav,freesound_74677,data/raw/urbansound8k/UrbanSound8K/audio/fold8/74677-0-0-6.wav,4.0,running_footsteps,0.0117,clean
bg_residential_urbansound8k_02568,residential,urbansound8k,74677-0-0-61.wav,freesound_74677,data/raw/urbansound8k/UrbanSound8K/audio/fold8/74677-0-0-61.wav,4.0,running_footsteps,0.0445,clean
bg_residential_urbansound8k_02569,residential,urbansound8k,74677-0-0-64.wav,freesound_74677,data/raw/urbansound8k/UrbanSound8K/audio/fold8/74677-0-0-64.wav,4.0,running_footsteps,0.0217,clean
bg_residential_urbansound8k_02570,residential,urbansound8k,74677-0-0-66.wav,freesound_74677,data/raw/urbansound8k/UrbanSound8K/audio/fold8/74677-0-0-66.wav,4.0,running_footsteps,0.0167,clean
bg_residential_urbansound8k_02571,residential,urbansound8k,74677-0-0-67.wav,freesound_74677,data/raw/urbansound8k/UrbanSound8K/audio/fold8/74677-0-0-67.wav,4.0,running_footsteps,0.019,clean
bg_residential_urbansound8k_02572,residential,urbansound8k,74677-0-0-69.wav,freesound_74677,data/raw/urbansound8k/UrbanSound8K/audio/fold8/74677-0-0-69.wav,4.0,running_footsteps,0.0231,clean
bg_residential_urbansound8k_02573,residential,urbansound8k,74677-0-0-75.wav,freesound_74677,data/raw/urbansound8k/UrbanSound8K/audio/fold8/74677-0-0-75.wav,4.0,running_footsteps,0.0258,clean
bg_residential_urbansound8k_02574,residential,urbansound8k,74677-0-0-92.wav,freesound_74677,data/raw/urbansound8k/UrbanSound8K/audio/fold8/74677-0-0-92.wav,4.0,glass_breaking,0.0329,clean
bg_residential_urbansound8k_02575,residential,urbansound8k,74677-0-0-94.wav,freesound_74677,data/raw/urbansound8k/UrbanSound8K/audio/fold8/74677-0-0-94.wav,4.0,running_footsteps,0.0099,clean
bg_residential_urbansound8k_02576,residential,urbansound8k,74677-0-0-95.wav,freesound_74677,data/raw/urbansound8k/UrbanSound8K/audio/fold8/74677-0-0-95.wav,4.0,running_footsteps,0.0081,clean
bg_residential_urbansound8k_02577,residential,urbansound8k,75743-0-0-0.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-0.wav,4.0,door_slam,0.0061,clean
bg_residential_urbansound8k_02578,residential,urbansound8k,75743-0-0-1.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-1.wav,4.0,running_footsteps,0.0065,clean
bg_residential_urbansound8k_02579,residential,urbansound8k,75743-0-0-10.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-10.wav,4.0,running_footsteps,0.0069,clean
bg_residential_urbansound8k_02580,residential,urbansound8k,75743-0-0-11.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-11.wav,4.0,running_footsteps,0.0035,clean
bg_residential_urbansound8k_02581,residential,urbansound8k,75743-0-0-12.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-12.wav,4.0,glass_breaking,0.0077,clean
bg_residential_urbansound8k_02582,residential,urbansound8k,75743-0-0-13.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-13.wav,4.0,glass_breaking,0.0128,clean
bg_residential_urbansound8k_02583,residential,urbansound8k,75743-0-0-14.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-14.wav,4.0,running_footsteps,0.0067,clean
bg_residential_urbansound8k_02584,residential,urbansound8k,75743-0-0-15.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-15.wav,4.0,door_slam,0.005,clean
bg_residential_urbansound8k_02585,residential,urbansound8k,75743-0-0-16.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-16.wav,4.0,glass_breaking,0.0037,clean
bg_residential_urbansound8k_02586,residential,urbansound8k,75743-0-0-17.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-17.wav,4.0,door_slam,0.005,clean
bg_residential_urbansound8k_02587,residential,urbansound8k,75743-0-0-18.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-18.wav,4.0,door_slam,0.0055,clean
bg_residential_urbansound8k_02588,residential,urbansound8k,75743-0-0-19.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-19.wav,4.0,door_slam,0.0051,clean
bg_residential_urbansound8k_02589,residential,urbansound8k,75743-0-0-2.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-2.wav,4.0,running_footsteps,0.0046,clean
bg_residential_urbansound8k_02590,residential,urbansound8k,75743-0-0-20.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-20.wav,4.0,door_slam,0.0048,clean
bg_residential_urbansound8k_02591,residential,urbansound8k,75743-0-0-21.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-21.wav,4.0,glass_breaking,0.0065,clean
bg_residential_urbansound8k_02592,residential,urbansound8k,75743-0-0-22.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-22.wav,4.0,glass_breaking,0.009,clean
bg_residential_urbansound8k_02593,residential,urbansound8k,75743-0-0-23.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-23.wav,4.0,door_slam,0.0069,clean
bg_residential_urbansound8k_02594,residential,urbansound8k,75743-0-0-3.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-3.wav,4.0,running_footsteps,0.0058,clean
bg_residential_urbansound8k_02595,residential,urbansound8k,75743-0-0-4.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-4.wav,4.0,running_footsteps,0.0064,clean
bg_residential_urbansound8k_02596,residential,urbansound8k,75743-0-0-5.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-5.wav,4.0,door_slam,0.0052,clean
bg_residential_urbansound8k_02597,residential,urbansound8k,75743-0-0-6.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-6.wav,4.0,door_slam,0.0047,clean
bg_residential_urbansound8k_02598,residential,urbansound8k,75743-0-0-7.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-7.wav,4.0,glass_breaking,0.007,clean
bg_residential_urbansound8k_02599,residential,urbansound8k,75743-0-0-8.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-8.wav,4.0,glass_breaking,0.0065,clean
bg_residential_urbansound8k_02600,residential,urbansound8k,75743-0-0-9.wav,freesound_75743,data/raw/urbansound8k/UrbanSound8K/audio/fold9/75743-0-0-9.wav,4.0,door_slam,0.0032,clean
bg_residential_urbansound8k_02609,residential,urbansound8k,79089-0-0-106.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-106.wav,4.0,running_footsteps,0.0061,clean
bg_residential_urbansound8k_02610,residential,urbansound8k,79089-0-0-115.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-115.wav,4.0,door_slam,0.0224,clean
bg_residential_urbansound8k_02611,residential,urbansound8k,79089-0-0-12.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-12.wav,4.0,door_slam,0.0402,clean
bg_residential_urbansound8k_02612,residential,urbansound8k,79089-0-0-122.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-122.wav,4.0,alarm_bell,0.034,clean
bg_residential_urbansound8k_02613,residential,urbansound8k,79089-0-0-123.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-123.wav,4.0,alarm_bell,0.2216,flagged
bg_residential_urbansound8k_02614,residential,urbansound8k,79089-0-0-134.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-134.wav,4.0,door_slam,0.0246,clean
bg_residential_urbansound8k_02615,residential,urbansound8k,79089-0-0-135.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-135.wav,4.0,door_slam,0.0036,clean
bg_residential_urbansound8k_02616,residential,urbansound8k,79089-0-0-136.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-136.wav,4.0,running_footsteps,0.0049,clean
bg_residential_urbansound8k_02617,residential,urbansound8k,79089-0-0-138.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-138.wav,4.0,running_footsteps,0.0151,clean
bg_residential_urbansound8k_02618,residential,urbansound8k,79089-0-0-19.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-19.wav,4.0,door_slam,0.2731,flagged
bg_residential_urbansound8k_02619,residential,urbansound8k,79089-0-0-25.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-25.wav,4.0,door_slam,0.031,clean
bg_residential_urbansound8k_02620,residential,urbansound8k,79089-0-0-28.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-28.wav,4.0,vehicle_crash,0.0909,clean
bg_residential_urbansound8k_02621,residential,urbansound8k,79089-0-0-4.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-4.wav,4.0,door_slam,0.1997,flagged
bg_residential_urbansound8k_02622,residential,urbansound8k,79089-0-0-40.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-40.wav,4.0,running_footsteps,0.0176,clean
bg_residential_urbansound8k_02623,residential,urbansound8k,79089-0-0-41.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-41.wav,4.0,door_slam,0.0186,clean
bg_residential_urbansound8k_02624,residential,urbansound8k,79089-0-0-43.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-43.wav,4.0,door_slam,0.0829,clean
bg_residential_urbansound8k_02625,residential,urbansound8k,79089-0-0-48.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-48.wav,4.0,door_slam,0.0156,clean
bg_residential_urbansound8k_02626,residential,urbansound8k,79089-0-0-51.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-51.wav,4.0,door_slam,0.0903,clean
bg_residential_urbansound8k_02627,residential,urbansound8k,79089-0-0-52.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-52.wav,4.0,running_footsteps,0.0129,clean
bg_residential_urbansound8k_02628,residential,urbansound8k,79089-0-0-56.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-56.wav,4.0,door_slam,0.0854,clean
bg_residential_urbansound8k_02629,residential,urbansound8k,79089-0-0-6.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-6.wav,4.0,door_slam,0.0266,clean
bg_residential_urbansound8k_02630,residential,urbansound8k,79089-0-0-60.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-60.wav,4.0,door_slam,0.0652,clean
bg_residential_urbansound8k_02631,residential,urbansound8k,79089-0-0-63.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-63.wav,4.0,door_slam,0.0371,clean
bg_residential_urbansound8k_02632,residential,urbansound8k,79089-0-0-70.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-70.wav,4.0,door_slam,0.0404,clean
bg_residential_urbansound8k_02633,residential,urbansound8k,79089-0-0-73.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-73.wav,4.0,door_slam,0.0111,clean
bg_residential_urbansound8k_02634,residential,urbansound8k,79089-0-0-75.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-75.wav,4.0,glass_breaking,0.0222,clean
bg_residential_urbansound8k_02635,residential,urbansound8k,79089-0-0-92.wav,freesound_79089,data/raw/urbansound8k/UrbanSound8K/audio/fold9/79089-0-0-92.wav,4.0,vehicle_crash,0.1126,clean
bg_residential_urbansound8k_02659,residential,urbansound8k,83502-0-0-0.wav,freesound_83502,data/raw/urbansound8k/UrbanSound8K/audio/fold10/83502-0-0-0.wav,4.0,running_footsteps,0.0877,clean
bg_residential_urbansound8k_02660,residential,urbansound8k,83502-0-0-1.wav,freesound_83502,data/raw/urbansound8k/UrbanSound8K/audio/fold10/83502-0-0-1.wav,4.0,running_footsteps,0.0793,clean
bg_residential_urbansound8k_02661,residential,urbansound8k,83502-0-0-10.wav,freesound_83502,data/raw/urbansound8k/UrbanSound8K/audio/fold10/83502-0-0-10.wav,4.0,glass_breaking,0.0083,clean
bg_residential_urbansound8k_02662,residential,urbansound8k,83502-0-0-11.wav,freesound_83502,data/raw/urbansound8k/UrbanSound8K/audio/fold10/83502-0-0-11.wav,4.0,running_footsteps,0.0193,clean
bg_residential_urbansound8k_02663,residential,urbansound8k,83502-0-0-12.wav,freesound_83502,data/raw/urbansound8k/UrbanSound8K/audio/fold10/83502-0-0-12.wav,4.0,running_footsteps,0.0253,clean
bg_residential_urbansound8k_02664,residential,urbansound8k,83502-0-0-13.wav,freesound_83502,data/raw/urbansound8k/UrbanSound8K/audio/fold10/83502-0-0-13.wav,4.0,running_footsteps,0.0608,clean
bg_residential_urbansound8k_02665,residential,urbansound8k,83502-0-0-2.wav,freesound_83502,data/raw/urbansound8k/UrbanSound8K/audio/fold10/83502-0-0-2.wav,4.0,running_footsteps,0.039,clean
bg_residential_urbansound8k_02666,residential,urbansound8k,83502-0-0-3.wav,freesound_83502,data/raw/urbansound8k/UrbanSound8K/audio/fold10/83502-0-0-3.wav,4.0,running_footsteps,0.0206,clean
bg_residential_urbansound8k_02667,residential,urbansound8k,83502-0-0-4.wav,freesound_83502,data/raw/urbansound8k/UrbanSound8K/audio/fold10/83502-0-0-4.wav,4.0,running_footsteps,0.0115,clean
bg_residential_urbansound8k_02668,residential,urbansound8k,83502-0-0-5.wav,freesound_83502,data/raw/urbansound8k/UrbanSound8K/audio/fold10/83502-0-0-5.wav,4.0,running_footsteps,0.0127,clean
bg_residential_urbansound8k_02669,residential,urbansound8k,83502-0-0-6.wav,freesound_83502,data/raw/urbansound8k/UrbanSound8K/audio/fold10/83502-0-0-6.wav,4.0,running_footsteps,0.0191,clean
bg_residential_urbansound8k_02670,residential,urbansound8k,83502-0-0-7.wav,freesound_83502,data/raw/urbansound8k/UrbanSound8K/audio/fold10/83502-0-0-7.wav,4.0,running_footsteps,0.0094,clean
bg_residential_urbansound8k_02671,residential,urbansound8k,83502-0-0-8.wav,freesound_83502,data/raw/urbansound8k/UrbanSound8K/audio/fold10/83502-0-0-8.wav,4.0,running_footsteps,0.0164,clean
bg_residential_urbansound8k_02672,residential,urbansound8k,83502-0-0-9.wav,freesound_83502,data/raw/urbansound8k/UrbanSound8K/audio/fold10/83502-0-0-9.wav,4.0,running_footsteps,0.0221,clean
bg_school_tau2019_00000,school,tau2019,airport-lisbon-1000-40000-a,tau_airport-lisbon-1000,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lisbon-1000-40000-a.wav,10.0,running_footsteps,0.0625,clean
bg_school_tau2019_00001,school,tau2019,airport-prague-1015-40019-a,tau_airport-prague-1015,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-prague-1015-40019-a.wav,10.0,running_footsteps,0.2936,flagged
bg_school_tau2019_00002,school,tau2019,airport-prague-1023-40027-a,tau_airport-prague-1023,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-prague-1023-40027-a.wav,10.0,running_footsteps,0.0234,clean
bg_school_tau2019_00003,school,tau2019,airport-prague-1023-40038-a,tau_airport-prague-1023,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-prague-1023-40038-a.wav,10.0,door_slam,0.0146,clean
bg_school_tau2019_00004,school,tau2019,airport-prague-1034-40041-a,tau_airport-prague-1034,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-prague-1034-40041-a.wav,10.0,running_footsteps,0.0306,clean
bg_school_tau2019_00005,school,tau2019,airport-prague-1015-40047-a,tau_airport-prague-1015,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-prague-1015-40047-a.wav,10.0,running_footsteps,0.0581,clean
bg_school_tau2019_00006,school,tau2019,airport-lyon-1041-40053-a,tau_airport-lyon-1041,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lyon-1041-40053-a.wav,10.0,running_footsteps,0.0177,clean
bg_school_tau2019_00007,school,tau2019,airport-lisbon-1000-40073-a,tau_airport-lisbon-1000,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lisbon-1000-40073-a.wav,10.0,running_footsteps,0.0301,clean
bg_school_tau2019_00008,school,tau2019,airport-milan-1061-40085-a,tau_airport-milan-1061,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-milan-1061-40085-a.wav,10.0,running_footsteps,0.203,flagged
bg_school_tau2019_00009,school,tau2019,airport-prague-1069-40101-a,tau_airport-prague-1069,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-prague-1069-40101-a.wav,10.0,running_footsteps,0.0196,clean
bg_school_tau2019_00010,school,tau2019,airport-milan-1061-40118-a,tau_airport-milan-1061,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-milan-1061-40118-a.wav,10.0,running_footsteps,0.0464,clean
bg_school_tau2019_00011,school,tau2019,airport-milan-1089-40147-a,tau_airport-milan-1089,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-milan-1089-40147-a.wav,10.0,running_footsteps,0.1412,clean
bg_school_tau2019_00012,school,tau2019,airport-prague-1034-40148-a,tau_airport-prague-1034,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-prague-1034-40148-a.wav,10.0,running_footsteps,0.0558,clean
bg_school_tau2019_00013,school,tau2019,airport-prague-1069-40151-a,tau_airport-prague-1069,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-prague-1069-40151-a.wav,10.0,running_footsteps,0.0434,clean
bg_school_tau2019_00014,school,tau2019,airport-lyon-1041-40156-a,tau_airport-lyon-1041,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lyon-1041-40156-a.wav,10.0,glass_breaking,0.0371,clean
bg_school_tau2019_00015,school,tau2019,airport-lyon-1095-40158-a,tau_airport-lyon-1095,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lyon-1095-40158-a.wav,10.0,running_footsteps,0.0364,clean
bg_school_tau2019_00016,school,tau2019,airport-lyon-1101-40173-a,tau_airport-lyon-1101,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lyon-1101-40173-a.wav,10.0,running_footsteps,0.0289,clean
bg_school_tau2019_00017,school,tau2019,airport-lyon-1041-40175-a,tau_airport-lyon-1041,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lyon-1041-40175-a.wav,10.0,running_footsteps,0.0163,clean
bg_school_tau2019_00018,school,tau2019,airport-milan-1061-40179-a,tau_airport-milan-1061,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-milan-1061-40179-a.wav,10.0,running_footsteps,0.129,clean
bg_school_tau2019_00019,school,tau2019,airport-milan-1108-40195-a,tau_airport-milan-1108,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-milan-1108-40195-a.wav,10.0,running_footsteps,0.0423,clean
bg_school_tau2019_00020,school,tau2019,airport-milan-1061-40199-a,tau_airport-milan-1061,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-milan-1061-40199-a.wav,10.0,running_footsteps,0.1319,clean
bg_school_tau2019_00021,school,tau2019,airport-lisbon-1114-40213-a,tau_airport-lisbon-1114,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lisbon-1114-40213-a.wav,10.0,running_footsteps,0.0255,clean
bg_school_tau2019_00022,school,tau2019,airport-milan-1061-40214-a,tau_airport-milan-1061,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-milan-1061-40214-a.wav,10.0,running_footsteps,0.059,clean
bg_school_tau2019_00023,school,tau2019,airport-lisbon-1114-40219-a,tau_airport-lisbon-1114,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lisbon-1114-40219-a.wav,10.0,running_footsteps,0.0237,clean
bg_school_tau2019_00024,school,tau2019,airport-lisbon-1000-40242-a,tau_airport-lisbon-1000,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lisbon-1000-40242-a.wav,10.0,running_footsteps,0.0362,clean
bg_school_tau2019_00025,school,tau2019,airport-lisbon-1122-40244-a,tau_airport-lisbon-1122,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lisbon-1122-40244-a.wav,10.0,running_footsteps,0.014,clean
bg_school_tau2019_00026,school,tau2019,airport-lyon-1095-40245-a,tau_airport-lyon-1095,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lyon-1095-40245-a.wav,10.0,running_footsteps,0.0433,clean
bg_school_tau2019_00027,school,tau2019,airport-prague-1069-40257-a,tau_airport-prague-1069,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-prague-1069-40257-a.wav,10.0,running_footsteps,0.0131,clean
bg_school_tau2019_00028,school,tau2019,airport-prague-1034-40262-a,tau_airport-prague-1034,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-prague-1034-40262-a.wav,10.0,door_slam,0.0429,clean
bg_school_tau2019_00029,school,tau2019,airport-prague-1015-40266-a,tau_airport-prague-1015,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-prague-1015-40266-a.wav,10.0,running_footsteps,0.0141,clean
bg_school_tau2019_00030,school,tau2019,airport-prague-1034-40269-a,tau_airport-prague-1034,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-prague-1034-40269-a.wav,10.0,running_footsteps,0.017,clean
bg_school_tau2019_00031,school,tau2019,airport-lisbon-1000-40280-a,tau_airport-lisbon-1000,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lisbon-1000-40280-a.wav,10.0,running_footsteps,0.206,flagged
bg_school_tau2019_00032,school,tau2019,airport-milan-1089-40303-a,tau_airport-milan-1089,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-milan-1089-40303-a.wav,10.0,running_footsteps,0.0202,clean
bg_school_tau2019_00033,school,tau2019,airport-lisbon-1122-40326-a,tau_airport-lisbon-1122,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lisbon-1122-40326-a.wav,10.0,glass_breaking,0.0308,clean
bg_school_tau2019_00034,school,tau2019,airport-lisbon-1000-40329-a,tau_airport-lisbon-1000,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lisbon-1000-40329-a.wav,10.0,running_footsteps,0.0425,clean
bg_school_tau2019_00035,school,tau2019,airport-milan-1089-40331-a,tau_airport-milan-1089,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-milan-1089-40331-a.wav,10.0,running_footsteps,0.1265,clean
bg_school_tau2019_00036,school,tau2019,airport-lisbon-1122-40334-a,tau_airport-lisbon-1122,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lisbon-1122-40334-a.wav,10.0,gunshot,0.0436,clean
bg_school_tau2019_00037,school,tau2019,airport-lisbon-1000-40342-a,tau_airport-lisbon-1000,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lisbon-1000-40342-a.wav,10.0,siren,0.0337,clean
bg_school_tau2019_00038,school,tau2019,airport-lisbon-1122-40344-a,tau_airport-lisbon-1122,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lisbon-1122-40344-a.wav,10.0,running_footsteps,0.0478,clean
bg_school_tau2019_00039,school,tau2019,airport-lyon-1041-40360-a,tau_airport-lyon-1041,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lyon-1041-40360-a.wav,10.0,door_slam,0.0501,clean
bg_school_tau2019_00040,school,tau2019,airport-milan-1089-40377-a,tau_airport-milan-1089,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-milan-1089-40377-a.wav,10.0,running_footsteps,0.0491,clean
bg_school_tau2019_00041,school,tau2019,airport-lyon-1101-40386-a,tau_airport-lyon-1101,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lyon-1101-40386-a.wav,10.0,door_slam,0.0635,clean
bg_school_tau2019_00042,school,tau2019,airport-lyon-1041-40393-a,tau_airport-lyon-1041,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lyon-1041-40393-a.wav,10.0,door_slam,0.0536,clean
bg_school_tau2019_00043,school,tau2019,airport-milan-1089-40410-a,tau_airport-milan-1089,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-milan-1089-40410-a.wav,10.0,running_footsteps,0.2386,flagged
bg_school_tau2019_00044,school,tau2019,airport-lisbon-1114-40411-a,tau_airport-lisbon-1114,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lisbon-1114-40411-a.wav,10.0,running_footsteps,0.1449,clean
bg_school_tau2019_00045,school,tau2019,airport-prague-1015-40417-a,tau_airport-prague-1015,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-prague-1015-40417-a.wav,10.0,running_footsteps,0.1458,clean
bg_school_tau2019_00046,school,tau2019,airport-prague-1023-40436-a,tau_airport-prague-1023,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-prague-1023-40436-a.wav,10.0,running_footsteps,0.0536,clean
bg_school_tau2019_00047,school,tau2019,airport-prague-1015-40439-a,tau_airport-prague-1015,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-prague-1015-40439-a.wav,10.0,running_footsteps,0.0231,clean
bg_school_tau2019_00048,school,tau2019,airport-milan-1061-40460-a,tau_airport-milan-1061,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-milan-1061-40460-a.wav,10.0,running_footsteps,0.4094,flagged
bg_school_tau2019_00049,school,tau2019,airport-lisbon-1000-40463-a,tau_airport-lisbon-1000,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lisbon-1000-40463-a.wav,10.0,running_footsteps,0.0213,clean
bg_school_tau2019_00050,school,tau2019,airport-lisbon-1114-40495-a,tau_airport-lisbon-1114,data/raw/tau2019_partial/TAU-urban-acoustic-scenes-2019-development/audio/airport-lisbon-1114-40495-a.wav,10.0,running_footsteps,0.1308,clean
