file_id,area_type,source_group_id,occurrence,so_lat,dai_sec,kieu,giay_lap
bgc_school_tau_airport-barcelona-2_bg_school_tau2019_00682,school,tau_airport-barcelona-2,bg_school_tau2019_00682,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-2_bg_school_tau2019_00683,school,tau_airport-barcelona-2,bg_school_tau2019_00683,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-2_bg_school_tau2019_00685,school,tau_airport-barcelona-2,bg_school_tau2019_00685,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-2_bg_school_tau2019_00686,school,tau_airport-barcelona-2,bg_school_tau2019_00686,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-2_bg_school_tau2019_00687,school,tau_airport-barcelona-2,bg_school_tau2019_00687,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-203_bg_school_tau2019_01175,school,tau_airport-barcelona-203,bg_school_tau2019_01175,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-203_bg_school_tau2019_01176,school,tau_airport-barcelona-203,bg_school_tau2019_01176,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-203_bg_school_tau2019_01177,school,tau_airport-barcelona-203,bg_school_tau2019_01177,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-203_bg_school_tau2019_01178,school,tau_airport-barcelona-203,bg_school_tau2019_01178,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-203_bg_school_tau2019_01180,school,tau_airport-barcelona-203,bg_school_tau2019_01180,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-203_bg_school_tau2019_01182,school,tau_airport-barcelona-203,bg_school_tau2019_01182,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-203_bg_school_tau2019_01183,school,tau_airport-barcelona-203,bg_school_tau2019_01183,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-203_bg_school_tau2019_01184,school,tau_airport-barcelona-203,bg_school_tau2019_01184,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-203_bg_school_tau2019_01186,school,tau_airport-barcelona-203,bg_school_tau2019_01186,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-203_bg_school_tau2019_01187,school,tau_airport-barcelona-203,bg_school_tau2019_01187,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-203_bg_school_tau2019_01190,school,tau_airport-barcelona-203,bg_school_tau2019_01190,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01191,school,tau_airport-helsinki-204,bg_school_tau2019_01191,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01192,school,tau_airport-helsinki-204,bg_school_tau2019_01192,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01193,school,tau_airport-helsinki-204,bg_school_tau2019_01193,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01194,school,tau_airport-helsinki-204,bg_school_tau2019_01194,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01196,school,tau_airport-helsinki-204,bg_school_tau2019_01196,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01197,school,tau_airport-helsinki-204,bg_school_tau2019_01197,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01198,school,tau_airport-helsinki-204,bg_school_tau2019_01198,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01199,school,tau_airport-helsinki-204,bg_school_tau2019_01199,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01200,school,tau_airport-helsinki-204,bg_school_tau2019_01200,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01201,school,tau_airport-helsinki-204,bg_school_tau2019_01201,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01202,school,tau_airport-helsinki-204,bg_school_tau2019_01202,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01203,school,tau_airport-helsinki-204,bg_school_tau2019_01203,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01204,school,tau_airport-helsinki-204,bg_school_tau2019_01204,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01206,school,tau_airport-helsinki-204,bg_school_tau2019_01206,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01208,school,tau_airport-helsinki-204,bg_school_tau2019_01208,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01209,school,tau_airport-helsinki-204,bg_school_tau2019_01209,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01210,school,tau_airport-helsinki-204,bg_school_tau2019_01210,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01211,school,tau_airport-helsinki-204,bg_school_tau2019_01211,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01212,school,tau_airport-helsinki-204,bg_school_tau2019_01212,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01214,school,tau_airport-helsinki-204,bg_school_tau2019_01214,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01215,school,tau_airport-helsinki-204,bg_school_tau2019_01215,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01216,school,tau_airport-helsinki-204,bg_school_tau2019_01216,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01217,school,tau_airport-helsinki-204,bg_school_tau2019_01217,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01218,school,tau_airport-helsinki-204,bg_school_tau2019_01218,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01219,school,tau_airport-helsinki-204,bg_school_tau2019_01219,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01220,school,tau_airport-helsinki-204,bg_school_tau2019_01220,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01221,school,tau_airport-helsinki-204,bg_school_tau2019_01221,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01222,school,tau_airport-helsinki-204,bg_school_tau2019_01222,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01223,school,tau_airport-helsinki-204,bg_school_tau2019_01223,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01224,school,tau_airport-helsinki-204,bg_school_tau2019_01224,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01225,school,tau_airport-helsinki-204,bg_school_tau2019_01225,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01226,school,tau_airport-helsinki-204,bg_school_tau2019_01226,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01227,school,tau_airport-helsinki-204,bg_school_tau2019_01227,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01228,school,tau_airport-helsinki-204,bg_school_tau2019_01228,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01229,school,tau_airport-helsinki-204,bg_school_tau2019_01229,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-204_bg_school_tau2019_01230,school,tau_airport-helsinki-204,bg_school_tau2019_01230,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00688,school,tau_airport-helsinki-3,bg_school_tau2019_00688,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00689,school,tau_airport-helsinki-3,bg_school_tau2019_00689,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00690,school,tau_airport-helsinki-3,bg_school_tau2019_00690,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00691,school,tau_airport-helsinki-3,bg_school_tau2019_00691,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00692,school,tau_airport-helsinki-3,bg_school_tau2019_00692,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00693,school,tau_airport-helsinki-3,bg_school_tau2019_00693,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00694,school,tau_airport-helsinki-3,bg_school_tau2019_00694,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00695,school,tau_airport-helsinki-3,bg_school_tau2019_00695,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00696,school,tau_airport-helsinki-3,bg_school_tau2019_00696,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00697,school,tau_airport-helsinki-3,bg_school_tau2019_00697,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00698,school,tau_airport-helsinki-3,bg_school_tau2019_00698,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00699,school,tau_airport-helsinki-3,bg_school_tau2019_00699,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00700,school,tau_airport-helsinki-3,bg_school_tau2019_00700,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00701,school,tau_airport-helsinki-3,bg_school_tau2019_00701,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00702,school,tau_airport-helsinki-3,bg_school_tau2019_00702,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00703,school,tau_airport-helsinki-3,bg_school_tau2019_00703,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00704,school,tau_airport-helsinki-3,bg_school_tau2019_00704,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00705,school,tau_airport-helsinki-3,bg_school_tau2019_00705,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00706,school,tau_airport-helsinki-3,bg_school_tau2019_00706,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00707,school,tau_airport-helsinki-3,bg_school_tau2019_00707,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00708,school,tau_airport-helsinki-3,bg_school_tau2019_00708,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00710,school,tau_airport-helsinki-3,bg_school_tau2019_00710,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00711,school,tau_airport-helsinki-3,bg_school_tau2019_00711,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00712,school,tau_airport-helsinki-3,bg_school_tau2019_00712,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00713,school,tau_airport-helsinki-3,bg_school_tau2019_00713,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00714,school,tau_airport-helsinki-3,bg_school_tau2019_00714,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00715,school,tau_airport-helsinki-3,bg_school_tau2019_00715,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00716,school,tau_airport-helsinki-3,bg_school_tau2019_00716,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00717,school,tau_airport-helsinki-3,bg_school_tau2019_00717,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00718,school,tau_airport-helsinki-3,bg_school_tau2019_00718,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00719,school,tau_airport-helsinki-3,bg_school_tau2019_00719,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00720,school,tau_airport-helsinki-3,bg_school_tau2019_00720,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00721,school,tau_airport-helsinki-3,bg_school_tau2019_00721,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00722,school,tau_airport-helsinki-3,bg_school_tau2019_00722,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00723,school,tau_airport-helsinki-3,bg_school_tau2019_00723,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00724,school,tau_airport-helsinki-3,bg_school_tau2019_00724,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00725,school,tau_airport-helsinki-3,bg_school_tau2019_00725,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00726,school,tau_airport-helsinki-3,bg_school_tau2019_00726,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00727,school,tau_airport-helsinki-3,bg_school_tau2019_00727,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00728,school,tau_airport-helsinki-3,bg_school_tau2019_00728,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00729,school,tau_airport-helsinki-3,bg_school_tau2019_00729,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00730,school,tau_airport-helsinki-3,bg_school_tau2019_00730,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00731,school,tau_airport-helsinki-3,bg_school_tau2019_00731,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00732,school,tau_airport-helsinki-3,bg_school_tau2019_00732,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00733,school,tau_airport-helsinki-3,bg_school_tau2019_00733,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00734,school,tau_airport-helsinki-3,bg_school_tau2019_00734,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00735,school,tau_airport-helsinki-3,bg_school_tau2019_00735,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00736,school,tau_airport-helsinki-3,bg_school_tau2019_00736,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00737,school,tau_airport-helsinki-3,bg_school_tau2019_00737,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00738,school,tau_airport-helsinki-3,bg_school_tau2019_00738,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00739,school,tau_airport-helsinki-3,bg_school_tau2019_00739,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00740,school,tau_airport-helsinki-3,bg_school_tau2019_00740,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00741,school,tau_airport-helsinki-3,bg_school_tau2019_00741,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00742,school,tau_airport-helsinki-3,bg_school_tau2019_00742,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00743,school,tau_airport-helsinki-3,bg_school_tau2019_00743,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-3_bg_school_tau2019_00744,school,tau_airport-helsinki-3,bg_school_tau2019_00744,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00745,school,tau_airport-helsinki-4,bg_school_tau2019_00745,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00746,school,tau_airport-helsinki-4,bg_school_tau2019_00746,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00747,school,tau_airport-helsinki-4,bg_school_tau2019_00747,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00748,school,tau_airport-helsinki-4,bg_school_tau2019_00748,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00749,school,tau_airport-helsinki-4,bg_school_tau2019_00749,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00750,school,tau_airport-helsinki-4,bg_school_tau2019_00750,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00752,school,tau_airport-helsinki-4,bg_school_tau2019_00752,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00753,school,tau_airport-helsinki-4,bg_school_tau2019_00753,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00754,school,tau_airport-helsinki-4,bg_school_tau2019_00754,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00755,school,tau_airport-helsinki-4,bg_school_tau2019_00755,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00756,school,tau_airport-helsinki-4,bg_school_tau2019_00756,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00757,school,tau_airport-helsinki-4,bg_school_tau2019_00757,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00759,school,tau_airport-helsinki-4,bg_school_tau2019_00759,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00760,school,tau_airport-helsinki-4,bg_school_tau2019_00760,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00761,school,tau_airport-helsinki-4,bg_school_tau2019_00761,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00762,school,tau_airport-helsinki-4,bg_school_tau2019_00762,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00763,school,tau_airport-helsinki-4,bg_school_tau2019_00763,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00764,school,tau_airport-helsinki-4,bg_school_tau2019_00764,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00765,school,tau_airport-helsinki-4,bg_school_tau2019_00765,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00766,school,tau_airport-helsinki-4,bg_school_tau2019_00766,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00767,school,tau_airport-helsinki-4,bg_school_tau2019_00767,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00768,school,tau_airport-helsinki-4,bg_school_tau2019_00768,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00770,school,tau_airport-helsinki-4,bg_school_tau2019_00770,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00771,school,tau_airport-helsinki-4,bg_school_tau2019_00771,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00772,school,tau_airport-helsinki-4,bg_school_tau2019_00772,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00773,school,tau_airport-helsinki-4,bg_school_tau2019_00773,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00774,school,tau_airport-helsinki-4,bg_school_tau2019_00774,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00775,school,tau_airport-helsinki-4,bg_school_tau2019_00775,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00776,school,tau_airport-helsinki-4,bg_school_tau2019_00776,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00777,school,tau_airport-helsinki-4,bg_school_tau2019_00777,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00778,school,tau_airport-helsinki-4,bg_school_tau2019_00778,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00779,school,tau_airport-helsinki-4,bg_school_tau2019_00779,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00780,school,tau_airport-helsinki-4,bg_school_tau2019_00780,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00781,school,tau_airport-helsinki-4,bg_school_tau2019_00781,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00782,school,tau_airport-helsinki-4,bg_school_tau2019_00782,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00783,school,tau_airport-helsinki-4,bg_school_tau2019_00783,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00784,school,tau_airport-helsinki-4,bg_school_tau2019_00784,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00785,school,tau_airport-helsinki-4,bg_school_tau2019_00785,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00786,school,tau_airport-helsinki-4,bg_school_tau2019_00786,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00787,school,tau_airport-helsinki-4,bg_school_tau2019_00787,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00788,school,tau_airport-helsinki-4,bg_school_tau2019_00788,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00789,school,tau_airport-helsinki-4,bg_school_tau2019_00789,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00790,school,tau_airport-helsinki-4,bg_school_tau2019_00790,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00791,school,tau_airport-helsinki-4,bg_school_tau2019_00791,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00792,school,tau_airport-helsinki-4,bg_school_tau2019_00792,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00793,school,tau_airport-helsinki-4,bg_school_tau2019_00793,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00794,school,tau_airport-helsinki-4,bg_school_tau2019_00794,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00795,school,tau_airport-helsinki-4,bg_school_tau2019_00795,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-helsinki-4_bg_school_tau2019_00796,school,tau_airport-helsinki-4,bg_school_tau2019_00796,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00000,school,tau_airport-lisbon-1000,bg_school_tau2019_00000,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00007,school,tau_airport-lisbon-1000,bg_school_tau2019_00007,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00024,school,tau_airport-lisbon-1000,bg_school_tau2019_00024,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00034,school,tau_airport-lisbon-1000,bg_school_tau2019_00034,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00037,school,tau_airport-lisbon-1000,bg_school_tau2019_00037,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00049,school,tau_airport-lisbon-1000,bg_school_tau2019_00049,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00055,school,tau_airport-lisbon-1000,bg_school_tau2019_00055,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00068,school,tau_airport-lisbon-1000,bg_school_tau2019_00068,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00069,school,tau_airport-lisbon-1000,bg_school_tau2019_00069,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00087,school,tau_airport-lisbon-1000,bg_school_tau2019_00087,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00120,school,tau_airport-lisbon-1000,bg_school_tau2019_00120,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00131,school,tau_airport-lisbon-1000,bg_school_tau2019_00131,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00133,school,tau_airport-lisbon-1000,bg_school_tau2019_00133,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00141,school,tau_airport-lisbon-1000,bg_school_tau2019_00141,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00160,school,tau_airport-lisbon-1000,bg_school_tau2019_00160,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00166,school,tau_airport-lisbon-1000,bg_school_tau2019_00166,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00168,school,tau_airport-lisbon-1000,bg_school_tau2019_00168,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00172,school,tau_airport-lisbon-1000,bg_school_tau2019_00172,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00201,school,tau_airport-lisbon-1000,bg_school_tau2019_00201,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00216,school,tau_airport-lisbon-1000,bg_school_tau2019_00216,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00223,school,tau_airport-lisbon-1000,bg_school_tau2019_00223,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00231,school,tau_airport-lisbon-1000,bg_school_tau2019_00231,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-lisbon-1000_bg_school_tau2019_00232,school,tau_airport-lisbon-1000,bg_school_tau2019_00232,1,10.0,lien_tuc,0.0
