file_id,class_id,source_dataset,onset,offset,duration_bank,provenance,path_bank
fsd50k_applause_cheering_e3064d65,applause_cheering,fsd50k,0.22,7.453,7.233,auto_accept,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_e3064d65.wav
fsd50k_applause_cheering_e3763711,applause_cheering,fsd50k,1.819,11.615,9.796,auto_accept,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_e3763711.wav
fsd50k_applause_cheering_eea8a3ec,applause_cheering,fsd50k,0.539,6.223,5.684,auto_accept,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_eea8a3ec.wav
fsd50k_applause_cheering_f16830c8,applause_cheering,fsd50k,1.179,9.052,7.873,auto_accept,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_f16830c8.wav
fsd50k_applause_cheering_f31ab0b5,applause_cheering,fsd50k,1.179,18.331,17.152,auto_accept,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_f31ab0b5.wav
fsd50k_applause_cheering_f4d6320b,applause_cheering,fsd50k,3.1,14.818,11.718,auto_accept,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_f4d6320b.wav
fsd50k_applause_cheering_fd7e82ff,applause_cheering,fsd50k,4.06,9.059,4.999,auto_accept,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_fd7e82ff.wav
fsd50k_door_slam_0661ba9a,door_slam,fsd50k,0.218,1.374,1.156,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_0661ba9a.wav
fsd50k_door_slam_083320cf,door_slam,fsd50k,0.0,1.059,1.059,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_083320cf.wav
fsd50k_door_slam_0cb23856,door_slam,fsd50k,1.815,2.973,1.158,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_0cb23856.wav
fsd50k_door_slam_1f94756e,door_slam,fsd50k,0.0,0.738,0.738,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_1f94756e.wav
fsd50k_door_slam_253eca3d,door_slam,fsd50k,2.135,3.293,1.158,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_253eca3d.wav
fsd50k_door_slam_26145e25,door_slam,fsd50k,5.657,7.136,1.479,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_26145e25.wav
fsd50k_door_slam_2d8413c5,door_slam,fsd50k,0.0,0.49,0.49,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_2d8413c5.wav
fsd50k_door_slam_356fd180,door_slam,fsd50k,0.22,1.378,1.158,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_356fd180.wav
fsd50k_door_slam_35914a2e,door_slam,fsd50k,0.22,1.379,1.159,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_35914a2e.wav
fsd50k_door_slam_3922c569,door_slam,fsd50k,0.0,1.27,1.27,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_3922c569.wav
fsd50k_door_slam_40f73441,door_slam,fsd50k,1.179,2.338,1.159,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_40f73441.wav
fsd50k_door_slam_44988a2f,door_slam,fsd50k,2.459,3.618,1.159,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_44988a2f.wav
fsd50k_door_slam_461a1fc3,door_slam,fsd50k,2.455,3.933,1.478,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_461a1fc3.wav
fsd50k_door_slam_481ea788,door_slam,fsd50k,0.0,1.059,1.059,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_481ea788.wav
fsd50k_door_slam_52b3f878,door_slam,fsd50k,0.218,1.374,1.156,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_52b3f878.wav
fsd50k_door_slam_57e4cd75,door_slam,fsd50k,0.0,0.734,0.734,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_57e4cd75.wav
fsd50k_door_slam_5f09e193,door_slam,fsd50k,0.0,0.995,0.995,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_5f09e193.wav
fsd50k_door_slam_617d7f72,door_slam,fsd50k,0.0,1.373,1.373,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_617d7f72.wav
fsd50k_door_slam_64576922,door_slam,fsd50k,0.0,0.928,0.928,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_64576922.wav
fsd50k_door_slam_6946bab0,door_slam,fsd50k,0.0,1.496,1.496,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_6946bab0.wav
fsd50k_door_slam_6bb99db1,door_slam,fsd50k,0.0,1.376,1.376,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_6bb99db1.wav
fsd50k_door_slam_6c0cc806,door_slam,fsd50k,0.0,1.203,1.203,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_6c0cc806.wav
fsd50k_door_slam_6d3a2366,door_slam,fsd50k,0.0,1.376,1.376,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_6d3a2366.wav
fsd50k_door_slam_6dccf42e,door_slam,fsd50k,0.22,1.379,1.159,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_6dccf42e.wav
fsd50k_door_slam_70cf7f38,door_slam,fsd50k,0.0,1.247,1.247,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_70cf7f38.wav
fsd50k_door_slam_7123dec7,door_slam,fsd50k,0.0,1.055,1.055,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_7123dec7.wav
fsd50k_door_slam_78f606a5,door_slam,fsd50k,0.539,1.697,1.158,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_78f606a5.wav
fsd50k_door_slam_7aca341b,door_slam,fsd50k,2.135,3.612,1.477,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_7aca341b.wav
fsd50k_door_slam_7fe46e78,door_slam,fsd50k,0.0,1.055,1.055,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_7fe46e78.wav
fsd50k_door_slam_8467845f,door_slam,fsd50k,2.454,3.612,1.158,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_8467845f.wav
fsd50k_door_slam_84bdd0aa,door_slam,fsd50k,0.218,1.5,1.282,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_84bdd0aa.wav
fsd50k_door_slam_85a7ed1a,door_slam,fsd50k,0.539,1.697,1.158,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_85a7ed1a.wav
fsd50k_door_slam_8e799573,door_slam,fsd50k,0.22,1.38,1.16,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_8e799573.wav
fsd50k_door_slam_8fbf8993,door_slam,fsd50k,0.0,1.444,1.444,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_8fbf8993.wav
fsd50k_door_slam_92878f93,door_slam,fsd50k,0.0,1.057,1.057,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_92878f93.wav
fsd50k_door_slam_96a31e45,door_slam,fsd50k,0.219,1.697,1.478,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_96a31e45.wav
fsd50k_door_slam_9cfa1417,door_slam,fsd50k,0.0,1.06,1.06,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_9cfa1417.wav
fsd50k_door_slam_9d764d7a,door_slam,fsd50k,0.0,0.734,0.734,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_9d764d7a.wav
fsd50k_door_slam_a3e33185,door_slam,fsd50k,0.538,1.694,1.156,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_a3e33185.wav
fsd50k_door_slam_a9fc76d5,door_slam,fsd50k,0.0,1.055,1.055,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_a9fc76d5.wav
fsd50k_door_slam_ae914302,door_slam,fsd50k,0.0,0.508,0.508,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_ae914302.wav
fsd50k_door_slam_af7e2665,door_slam,fsd50k,4.377,5.537,1.16,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_af7e2665.wav
fsd50k_door_slam_b0dc66c9,door_slam,fsd50k,0.86,2.339,1.479,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_b0dc66c9.wav
fsd50k_door_slam_b30eac7f,door_slam,fsd50k,0.0,1.057,1.057,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_b30eac7f.wav
fsd50k_door_slam_b6229eba,door_slam,fsd50k,0.0,1.057,1.057,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_b6229eba.wav
fsd50k_door_slam_b7538b23,door_slam,fsd50k,0.0,1.02,1.02,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_b7538b23.wav
fsd50k_door_slam_c915b6a4,door_slam,fsd50k,0.0,0.731,0.731,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_c915b6a4.wav
fsd50k_door_slam_cb188509,door_slam,fsd50k,0.0,1.103,1.103,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_cb188509.wav
fsd50k_door_slam_d0989e56,door_slam,fsd50k,0.0,1.1,1.1,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_d0989e56.wav
fsd50k_door_slam_d858cd3b,door_slam,fsd50k,0.219,1.378,1.159,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_d858cd3b.wav
fsd50k_door_slam_db30e39f,door_slam,fsd50k,0.0,1.058,1.058,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_db30e39f.wav
fsd50k_door_slam_db5fddcb,door_slam,fsd50k,0.0,0.506,0.506,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_db5fddcb.wav
fsd50k_door_slam_e300611e,door_slam,fsd50k,0.0,1.24,1.24,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_e300611e.wav
fsd50k_door_slam_e3950ff2,door_slam,fsd50k,0.0,1.056,1.056,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_e3950ff2.wav
fsd50k_door_slam_f1b19f13,door_slam,fsd50k,0.0,1.057,1.057,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_f1b19f13.wav
fsd50k_door_slam_f50d4a80,door_slam,fsd50k,1.817,2.926,1.109,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_f50d4a80.wav
fsd50k_door_slam_f685d85d,door_slam,fsd50k,0.0,1.374,1.374,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_f685d85d.wav
fsd50k_door_slam_fa405ba3,door_slam,fsd50k,0.0,0.739,0.739,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_fa405ba3.wav
fsd50k_door_slam_fa6c08fe,door_slam,fsd50k,1.179,2.658,1.479,auto_accept,data/banks/foreground/door_slam/fsd50k_door_slam_fa6c08fe.wav
fsd50k_explosion_01f164d0,explosion,fsd50k,0.0,2.338,2.338,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_01f164d0.wav
fsd50k_explosion_0516aca8,explosion,fsd50k,0.0,2.66,2.66,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_0516aca8.wav
fsd50k_explosion_0649f349,explosion,fsd50k,0.0,0.739,0.739,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_0649f349.wav
fsd50k_explosion_092afa93,explosion,fsd50k,0.0,1.378,1.378,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_092afa93.wav
fsd50k_explosion_0d232f96,explosion,fsd50k,0.0,1.695,1.695,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_0d232f96.wav
fsd50k_explosion_13d3c969,explosion,fsd50k,0.0,1.378,1.378,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_13d3c969.wav
fsd50k_explosion_229abb57,explosion,fsd50k,2.459,4.578,2.119,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_229abb57.wav
fsd50k_explosion_2c47bc16,explosion,fsd50k,0.0,4.254,4.254,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_2c47bc16.wav
fsd50k_explosion_3a6e08d6,explosion,fsd50k,0.0,1.7,1.7,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_3a6e08d6.wav
fsd50k_explosion_422de6f6,explosion,fsd50k,1.177,2.336,1.159,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_422de6f6.wav
fsd50k_explosion_4b08710f,explosion,fsd50k,0.0,1.376,1.376,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_4b08710f.wav
fsd50k_explosion_4d9d0e4e,explosion,fsd50k,0.0,3.298,3.298,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_4d9d0e4e.wav
fsd50k_explosion_51c20a2d,explosion,fsd50k,15.257,16.737,1.48,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_51c20a2d.wav
fsd50k_explosion_65eab0fc,explosion,fsd50k,0.0,1.059,1.059,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_65eab0fc.wav
fsd50k_explosion_6cab6f55,explosion,fsd50k,0.0,3.3,3.3,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_6cab6f55.wav
fsd50k_explosion_6da3f802,explosion,fsd50k,2.778,4.257,1.479,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_6da3f802.wav
fsd50k_explosion_7803697b,explosion,fsd50k,0.0,0.598,0.598,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_7803697b.wav
fsd50k_explosion_83343688,explosion,fsd50k,0.0,1.06,1.06,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_83343688.wav
fsd50k_explosion_8444f03f,explosion,fsd50k,0.0,1.379,1.379,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_8444f03f.wav
fsd50k_explosion_a122e2f5,explosion,fsd50k,0.0,1.057,1.057,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_a122e2f5.wav
fsd50k_explosion_a1c30530,explosion,fsd50k,0.0,1.38,1.38,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_a1c30530.wav
fsd50k_explosion_aaec3c21,explosion,fsd50k,7.256,8.415,1.159,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_aaec3c21.wav
fsd50k_explosion_ae3d3bea,explosion,fsd50k,0.0,1.06,1.06,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_ae3d3bea.wav
fsd50k_explosion_b01ad101,explosion,fsd50k,0.0,0.74,0.74,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_b01ad101.wav
fsd50k_explosion_beb1f389,explosion,fsd50k,0.0,0.736,0.736,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_beb1f389.wav
fsd50k_explosion_bfd38bb5,explosion,fsd50k,0.0,1.057,1.057,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_bfd38bb5.wav
fsd50k_explosion_c7535059,explosion,fsd50k,1.18,2.34,1.16,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_c7535059.wav
fsd50k_explosion_cbf03c36,explosion,fsd50k,0.86,2.019,1.159,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_cbf03c36.wav
fsd50k_explosion_d271c686,explosion,fsd50k,0.0,1.379,1.379,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_d271c686.wav
fsd50k_explosion_d8aa447b,explosion,fsd50k,0.0,1.377,1.377,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_d8aa447b.wav
fsd50k_explosion_ea9e2c32,explosion,fsd50k,0.0,1.38,1.38,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_ea9e2c32.wav
fsd50k_explosion_ef787e43,explosion,fsd50k,0.0,0.739,0.739,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_ef787e43.wav
fsd50k_explosion_f2a9007f,explosion,fsd50k,0.0,1.379,1.379,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_f2a9007f.wav
fsd50k_explosion_f4862d09,explosion,fsd50k,0.0,2.656,2.656,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_f4862d09.wav
fsd50k_explosion_fc41cfa6,explosion,fsd50k,0.0,0.739,0.739,auto_accept,data/banks/foreground/explosion/fsd50k_explosion_fc41cfa6.wav
esc50_fireworks_04745e57,fireworks,esc50,0.219,5.0,4.781,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_04745e57.wav
esc50_fireworks_0b196e12,fireworks,esc50,0.539,3.932,3.393,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_0b196e12.wav
esc50_fireworks_0ee8c78b,fireworks,esc50,1.177,2.336,1.159,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_0ee8c78b.wav
esc50_fireworks_1b7a55d6,fireworks,esc50,2.136,4.571,2.435,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_1b7a55d6.wav
esc50_fireworks_1d6a5f08,fireworks,esc50,0.219,5.0,4.781,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_1d6a5f08.wav
esc50_fireworks_1da86942,fireworks,esc50,2.455,4.252,1.797,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_1da86942.wav
esc50_fireworks_1dfdaa1f,fireworks,esc50,0.0,2.655,2.655,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_1dfdaa1f.wav
esc50_fireworks_272ece9c,fireworks,esc50,1.177,2.655,1.478,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_272ece9c.wav
esc50_fireworks_28df9b3d,fireworks,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_28df9b3d.wav
esc50_fireworks_319fb7db,fireworks,esc50,3.413,5.0,1.587,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_319fb7db.wav
esc50_fireworks_53e46153,fireworks,esc50,0.0,1.058,1.058,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_53e46153.wav
esc50_fireworks_57496037,fireworks,esc50,0.858,2.336,1.478,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_57496037.wav
esc50_fireworks_5f0f6888,fireworks,esc50,0.0,1.058,1.058,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_5f0f6888.wav
esc50_fireworks_7565850a,fireworks,esc50,0.0,1.058,1.058,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_7565850a.wav
esc50_fireworks_767834d6,fireworks,esc50,1.497,5.0,3.503,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_767834d6.wav
esc50_fireworks_7a3a19a4,fireworks,esc50,0.219,1.697,1.478,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_7a3a19a4.wav
esc50_fireworks_7fcd04a7,fireworks,esc50,2.136,3.613,1.477,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_7fcd04a7.wav
esc50_fireworks_810d1ca9,fireworks,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_810d1ca9.wav
esc50_fireworks_83e988d6,fireworks,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_83e988d6.wav
esc50_fireworks_853c5cea,fireworks,esc50,0.539,3.613,3.074,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_853c5cea.wav
esc50_fireworks_8f377a0e,fireworks,esc50,0.0,1.377,1.377,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_8f377a0e.wav
esc50_fireworks_9d1b69c0,fireworks,esc50,2.774,5.0,2.226,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_9d1b69c0.wav
esc50_fireworks_a0745691,fireworks,esc50,3.094,5.0,1.906,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_a0745691.wav
esc50_fireworks_abb7aaa5,fireworks,esc50,0.0,1.697,1.697,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_abb7aaa5.wav
esc50_fireworks_aefb7915,fireworks,esc50,1.816,4.571,2.755,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_aefb7915.wav
esc50_fireworks_b8e4b741,fireworks,esc50,2.136,4.571,2.435,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_b8e4b741.wav
esc50_fireworks_baad57c9,fireworks,esc50,0.0,1.697,1.697,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_baad57c9.wav
esc50_fireworks_c02bc79e,fireworks,esc50,2.455,3.932,1.477,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_c02bc79e.wav
esc50_fireworks_c205760c,fireworks,esc50,1.816,5.0,3.184,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_c205760c.wav
esc50_fireworks_c5489d2c,fireworks,esc50,0.858,2.974,2.116,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_c5489d2c.wav
esc50_fireworks_d055eb62,fireworks,esc50,0.0,1.058,1.058,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_d055eb62.wav
esc50_fireworks_e5a9aead,fireworks,esc50,3.094,4.252,1.158,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_e5a9aead.wav
esc50_fireworks_e6aecd59,fireworks,esc50,0.219,2.016,1.797,auto_accept,data/banks/foreground/fireworks/esc50_fireworks_e6aecd59.wav
fsd50k_fireworks_01947c6f,fireworks,fsd50k,0.0,0.739,0.739,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_01947c6f.wav
fsd50k_fireworks_03a52b6f,fireworks,fsd50k,1.179,8.735,7.556,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_03a52b6f.wav
fsd50k_fireworks_09553f5d,fireworks,fsd50k,13.34,14.82,1.48,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_09553f5d.wav
fsd50k_fireworks_0ee0d74e,fireworks,fsd50k,0.0,2.979,2.979,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_0ee0d74e.wav
fsd50k_fireworks_0f71a525,fireworks,fsd50k,5.978,7.778,1.8,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_0f71a525.wav
fsd50k_fireworks_11e00452,fireworks,fsd50k,4.378,6.816,2.438,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_11e00452.wav
fsd50k_fireworks_1269da1e,fireworks,fsd50k,0.54,24.183,23.643,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_1269da1e.wav
fsd50k_fireworks_13458ede,fireworks,fsd50k,1.177,2.335,1.158,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_13458ede.wav
fsd50k_fireworks_14922763,fireworks,fsd50k,2.459,3.938,1.479,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_14922763.wav
fsd50k_fireworks_16336691,fireworks,fsd50k,0.0,5.215,5.215,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_16336691.wav
fsd50k_fireworks_1780ae71,fireworks,fsd50k,0.0,1.057,1.057,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_1780ae71.wav
fsd50k_fireworks_197604b5,fireworks,fsd50k,0.0,10.014,10.014,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_197604b5.wav
fsd50k_fireworks_1a65d732,fireworks,fsd50k,0.0,1.059,1.059,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_1a65d732.wav
fsd50k_fireworks_1bc039c9,fireworks,fsd50k,2.14,14.498,12.358,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_1bc039c9.wav
fsd50k_fireworks_1cb60b51,fireworks,fsd50k,0.539,2.017,1.478,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_1cb60b51.wav
fsd50k_fireworks_1f502816,fireworks,fsd50k,5.02,6.82,1.8,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_1f502816.wav
fsd50k_fireworks_20d724cc,fireworks,fsd50k,3.098,10.013,6.915,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_20d724cc.wav
fsd50k_fireworks_224f7a77,fireworks,fsd50k,1.499,3.299,1.8,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_224f7a77.wav
fsd50k_fireworks_23184bb4,fireworks,fsd50k,2.778,3.938,1.16,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_23184bb4.wav
fsd50k_fireworks_28a628f5,fireworks,fsd50k,3.738,9.055,5.317,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_28a628f5.wav
fsd50k_fireworks_29d7170a,fireworks,fsd50k,0.0,1.057,1.057,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_29d7170a.wav
fsd50k_fireworks_2dc71391,fireworks,fsd50k,0.0,1.059,1.059,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_2dc71391.wav
fsd50k_fireworks_2ff66be2,fireworks,fsd50k,2.137,3.616,1.479,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_2ff66be2.wav
fsd50k_fireworks_33603105,fireworks,fsd50k,9.82,13.86,4.04,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_33603105.wav
fsd50k_fireworks_368ac345,fireworks,fsd50k,1.818,5.535,3.717,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_368ac345.wav
fsd50k_fireworks_36ac682a,fireworks,fsd50k,0.539,1.698,1.159,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_36ac682a.wav
fsd50k_fireworks_3c47952f,fireworks,fsd50k,1.179,2.659,1.48,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_3c47952f.wav
fsd50k_fireworks_3da6691d,fireworks,fsd50k,4.058,5.537,1.479,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_3da6691d.wav
fsd50k_fireworks_47a6d96d,fireworks,fsd50k,2.778,6.816,4.038,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_47a6d96d.wav
fsd50k_fireworks_48205dec,fireworks,fsd50k,0.0,1.056,1.056,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_48205dec.wav
fsd50k_fireworks_48daa949,fireworks,fsd50k,0.0,8.417,8.417,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_48daa949.wav
fsd50k_fireworks_4ab70b37,fireworks,fsd50k,0.0,1.058,1.058,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_4ab70b37.wav
fsd50k_fireworks_4dfda424,fireworks,fsd50k,0.0,1.057,1.057,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_4dfda424.wav
fsd50k_fireworks_4f1c3691,fireworks,fsd50k,3.735,5.532,1.797,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_4f1c3691.wav
fsd50k_fireworks_5015affa,fireworks,fsd50k,0.54,2.339,1.799,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_5015affa.wav
fsd50k_fireworks_5295dcf1,fireworks,fsd50k,0.0,2.979,2.979,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_5295dcf1.wav
fsd50k_fireworks_536e401c,fireworks,fsd50k,0.0,1.058,1.058,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_536e401c.wav
fsd50k_fireworks_5371e71f,fireworks,fsd50k,1.498,2.656,1.158,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_5371e71f.wav
fsd50k_fireworks_53724e38,fireworks,fsd50k,0.0,0.739,0.739,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_53724e38.wav
fsd50k_fireworks_54d359d0,fireworks,fsd50k,3.1,4.259,1.159,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_54d359d0.wav
fsd50k_fireworks_565db7b8,fireworks,fsd50k,0.0,1.06,1.06,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_565db7b8.wav
fsd50k_fireworks_573d2c42,fireworks,fsd50k,0.0,0.739,0.739,auto_accept,data/banks/foreground/fireworks/fsd50k_fireworks_573d2c42.wav
