rir_id,space_type,source,rt60_sec,duration_sec,path_bank
rir_large_room_RWCP_type2_rir_cirline_jr1_imp050_0170,large_room,openslr28_real,1.576,1.249,data/banks/rir/large_room/rir_large_room_RWCP_type2_rir_cirline_jr1_imp050_0170.wav
rir_large_room_RWCP_type2_rir_cirline_jr1_imp070_0171,large_room,openslr28_real,2.08,1.249,data/banks/rir/large_room/rir_large_room_RWCP_type2_rir_cirline_jr1_imp070_0171.wav
rir_medium_room_RWCP_type2_rir_cirline_jr1_imp090_0172,medium_room,openslr28_real,1.079,1.249,data/banks/rir/medium_room/rir_medium_room_RWCP_type2_rir_cirline_jr1_imp090_0172.wav
rir_large_room_RWCP_type2_rir_cirline_jr1_imp110_0173,large_room,openslr28_real,2.974,1.249,data/banks/rir/large_room/rir_large_room_RWCP_type2_rir_cirline_jr1_imp110_0173.wav
rir_large_room_RWCP_type2_rir_cirline_jr1_imp130_0174,large_room,openslr28_real,3.261,1.249,data/banks/rir/large_room/rir_large_room_RWCP_type2_rir_cirline_jr1_imp130_0174.wav
rir_medium_room_RWCP_type2_rir_cirline_ofc_imp050_0175,medium_room,openslr28_real,0.729,1.561,data/banks/rir/medium_room/rir_medium_room_RWCP_type2_rir_cirline_ofc_imp050_0175.wav
rir_medium_room_RWCP_type2_rir_cirline_ofc_imp070_0176,medium_room,openslr28_real,0.715,1.561,data/banks/rir/medium_room/rir_medium_room_RWCP_type2_rir_cirline_ofc_imp070_0176.wav
rir_medium_room_RWCP_type2_rir_cirline_ofc_imp090_0177,medium_room,openslr28_real,0.687,1.561,data/banks/rir/medium_room/rir_medium_room_RWCP_type2_rir_cirline_ofc_imp090_0177.wav
rir_medium_room_RWCP_type2_rir_cirline_ofc_imp110_0178,medium_room,openslr28_real,0.757,1.561,data/banks/rir/medium_room/rir_medium_room_RWCP_type2_rir_cirline_ofc_imp110_0178.wav
rir_medium_room_RWCP_type2_rir_cirline_ofc_imp130_0179,medium_room,openslr28_real,0.848,1.561,data/banks/rir/medium_room/rir_medium_room_RWCP_type2_rir_cirline_ofc_imp130_0179.wav
rir_medium_room_RWCP_type3_rir_cirline_ofc_imp_rev_0180,medium_room,openslr28_real,0.918,1.546,data/banks/rir/medium_room/rir_medium_room_RWCP_type3_rir_cirline_ofc_imp_rev_0180.wav
rir_large_room_RWCP_type4_rir_000l_0181,large_room,openslr28_real,4.012,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_000l_0181.wav
rir_large_room_RWCP_type4_rir_000r_0182,large_room,openslr28_real,3.75,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_000r_0182.wav
rir_large_room_RWCP_type4_rir_m10l_0183,large_room,openslr28_real,3.941,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_m10l_0183.wav
rir_large_room_RWCP_type4_rir_m10r_0184,large_room,openslr28_real,4.294,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_m10r_0184.wav
rir_large_room_RWCP_type4_rir_m20l_0185,large_room,openslr28_real,3.979,1.364,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_m20l_0185.wav
rir_large_room_RWCP_type4_rir_m20r_0186,large_room,openslr28_real,3.74,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_m20r_0186.wav
rir_large_room_RWCP_type4_rir_m30l_0187,large_room,openslr28_real,4.207,1.364,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_m30l_0187.wav
rir_large_room_RWCP_type4_rir_m30r_0188,large_room,openslr28_real,3.988,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_m30r_0188.wav
rir_large_room_RWCP_type4_rir_m40l_0189,large_room,openslr28_real,4.147,1.364,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_m40l_0189.wav
rir_large_room_RWCP_type4_rir_m40r_0190,large_room,openslr28_real,3.941,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_m40r_0190.wav
rir_large_room_RWCP_type4_rir_m50l_0191,large_room,openslr28_real,4.142,1.364,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_m50l_0191.wav
rir_large_room_RWCP_type4_rir_m50r_0192,large_room,openslr28_real,4.045,1.364,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_m50r_0192.wav
rir_large_room_RWCP_type4_rir_m60l_0193,large_room,openslr28_real,4.079,1.364,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_m60l_0193.wav
rir_large_room_RWCP_type4_rir_m60r_0194,large_room,openslr28_real,4.238,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_m60r_0194.wav
rir_large_room_RWCP_type4_rir_m70l_0195,large_room,openslr28_real,4.067,1.364,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_m70l_0195.wav
rir_large_room_RWCP_type4_rir_m70r_0196,large_room,openslr28_real,3.904,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_m70r_0196.wav
rir_large_room_RWCP_type4_rir_m80l_0197,large_room,openslr28_real,4.042,1.364,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_m80l_0197.wav
rir_large_room_RWCP_type4_rir_m80r_0198,large_room,openslr28_real,3.553,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_m80r_0198.wav
rir_large_room_RWCP_type4_rir_m90l_0199,large_room,openslr28_real,3.851,1.364,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_m90l_0199.wav
rir_large_room_RWCP_type4_rir_m90r_0200,large_room,openslr28_real,3.421,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_m90r_0200.wav
rir_large_room_RWCP_type4_rir_p10l_0201,large_room,openslr28_real,4.355,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_p10l_0201.wav
rir_large_room_RWCP_type4_rir_p10r_0202,large_room,openslr28_real,3.804,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_p10r_0202.wav
rir_large_room_RWCP_type4_rir_p20l_0203,large_room,openslr28_real,4.242,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_p20l_0203.wav
rir_large_room_RWCP_type4_rir_p20r_0204,large_room,openslr28_real,3.836,1.364,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_p20r_0204.wav
rir_large_room_RWCP_type4_rir_p30l_0205,large_room,openslr28_real,4.268,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_p30l_0205.wav
rir_large_room_RWCP_type4_rir_p30r_0206,large_room,openslr28_real,3.939,1.364,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_p30r_0206.wav
rir_large_room_RWCP_type4_rir_p40l_0207,large_room,openslr28_real,4.036,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_p40l_0207.wav
rir_large_room_RWCP_type4_rir_p40r_0208,large_room,openslr28_real,3.892,1.364,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_p40r_0208.wav
rir_large_room_RWCP_type4_rir_p50l_0209,large_room,openslr28_real,4.161,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_p50l_0209.wav
rir_large_room_RWCP_type4_rir_p50r_0210,large_room,openslr28_real,3.924,1.364,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_p50r_0210.wav
rir_large_room_RWCP_type4_rir_p60l_0211,large_room,openslr28_real,4.366,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_p60l_0211.wav
rir_large_room_RWCP_type4_rir_p60r_0212,large_room,openslr28_real,4.187,1.364,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_p60r_0212.wav
rir_large_room_RWCP_type4_rir_p70l_0213,large_room,openslr28_real,3.748,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_p70l_0213.wav
rir_large_room_RWCP_type4_rir_p70r_0214,large_room,openslr28_real,4.002,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_p70r_0214.wav
rir_large_room_RWCP_type4_rir_p80l_0215,large_room,openslr28_real,3.631,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_p80l_0215.wav
rir_large_room_RWCP_type4_rir_p80r_0216,large_room,openslr28_real,4.015,1.364,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_p80r_0216.wav
rir_large_room_RWCP_type4_rir_p90l_0217,large_room,openslr28_real,3.317,1.365,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_p90l_0217.wav
rir_large_room_RWCP_type4_rir_p90r_0218,large_room,openslr28_real,4.042,1.364,data/banks/rir/large_room/rir_large_room_RWCP_type4_rir_p90r_0218.wav
rir_large_room_Room001-00009_0219,large_room,openslr28_sim,2.414,1.995,data/banks/rir/large_room/rir_large_room_Room001-00009_0219.wav
rir_large_room_Room004-00032_0220,large_room,openslr28_sim,1.761,1.996,data/banks/rir/large_room/rir_large_room_Room004-00032_0220.wav
rir_medium_room_Room005-00017_0221,medium_room,openslr28_sim,1.139,1.998,data/banks/rir/medium_room/rir_medium_room_Room005-00017_0221.wav
rir_medium_room_Room005-00068_0222,medium_room,openslr28_sim,0.693,2.0,data/banks/rir/medium_room/rir_medium_room_Room005-00068_0222.wav
rir_large_room_Room006-00058_0223,large_room,openslr28_sim,2.503,1.991,data/banks/rir/large_room/rir_large_room_Room006-00058_0223.wav
rir_medium_room_Room009-00034_0224,medium_room,openslr28_sim,1.15,1.996,data/banks/rir/medium_room/rir_medium_room_Room009-00034_0224.wav
rir_large_room_Room010-00007_0225,large_room,openslr28_sim,1.385,1.998,data/banks/rir/large_room/rir_large_room_Room010-00007_0225.wav
rir_large_room_Room010-00026_0226,large_room,openslr28_sim,2.206,1.99,data/banks/rir/large_room/rir_large_room_Room010-00026_0226.wav
rir_large_room_Room012-00090_0227,large_room,openslr28_sim,1.993,1.991,data/banks/rir/large_room/rir_large_room_Room012-00090_0227.wav
rir_large_room_Room014-00012_0228,large_room,openslr28_sim,2.633,1.994,data/banks/rir/large_room/rir_large_room_Room014-00012_0228.wav
rir_large_room_Room018-00050_0229,large_room,openslr28_sim,3.398,1.99,data/banks/rir/large_room/rir_large_room_Room018-00050_0229.wav
rir_large_room_Room018-00085_0230,large_room,openslr28_sim,1.687,1.997,data/banks/rir/large_room/rir_large_room_Room018-00085_0230.wav
rir_large_room_Room019-00065_0231,large_room,openslr28_sim,1.658,1.992,data/banks/rir/large_room/rir_large_room_Room019-00065_0231.wav
rir_medium_room_Room021-00043_0232,medium_room,openslr28_sim,0.689,1.998,data/banks/rir/medium_room/rir_medium_room_Room021-00043_0232.wav
rir_large_room_Room022-00069_0233,large_room,openslr28_sim,2.8,1.991,data/banks/rir/large_room/rir_large_room_Room022-00069_0233.wav
rir_large_room_Room029-00076_0234,large_room,openslr28_sim,2.829,1.992,data/banks/rir/large_room/rir_large_room_Room029-00076_0234.wav
rir_large_room_Room033-00092_0235,large_room,openslr28_sim,2.045,1.991,data/banks/rir/large_room/rir_large_room_Room033-00092_0235.wav
rir_large_room_Room033-00099_0236,large_room,openslr28_sim,1.779,1.994,data/banks/rir/large_room/rir_large_room_Room033-00099_0236.wav
rir_large_room_Room034-00065_0237,large_room,openslr28_sim,1.918,1.993,data/banks/rir/large_room/rir_large_room_Room034-00065_0237.wav
rir_small_room_Room034-00095_0238,small_room,openslr28_sim,0.375,2.0,data/banks/rir/small_room/rir_small_room_Room034-00095_0238.wav
rir_large_room_Room036-00093_0239,large_room,openslr28_sim,1.82,1.992,data/banks/rir/large_room/rir_large_room_Room036-00093_0239.wav
rir_large_room_Room037-00038_0240,large_room,openslr28_sim,2.109,1.998,data/banks/rir/large_room/rir_large_room_Room037-00038_0240.wav
rir_large_room_Room038-00038_0241,large_room,openslr28_sim,1.817,1.992,data/banks/rir/large_room/rir_large_room_Room038-00038_0241.wav
rir_large_room_Room038-00091_0242,large_room,openslr28_sim,1.679,1.994,data/banks/rir/large_room/rir_large_room_Room038-00091_0242.wav
rir_large_room_Room040-00009_0243,large_room,openslr28_sim,2.07,1.993,data/banks/rir/large_room/rir_large_room_Room040-00009_0243.wav
rir_large_room_Room040-00095_0244,large_room,openslr28_sim,2.191,1.991,data/banks/rir/large_room/rir_large_room_Room040-00095_0244.wav
rir_large_room_Room041-00038_0245,large_room,openslr28_sim,2.16,1.991,data/banks/rir/large_room/rir_large_room_Room041-00038_0245.wav
rir_large_room_Room043-00055_0246,large_room,openslr28_sim,1.335,1.996,data/banks/rir/large_room/rir_large_room_Room043-00055_0246.wav
rir_large_room_Room043-00086_0247,large_room,openslr28_sim,2.164,1.994,data/banks/rir/large_room/rir_large_room_Room043-00086_0247.wav
rir_large_room_Room044-00073_0248,large_room,openslr28_sim,2.195,1.994,data/banks/rir/large_room/rir_large_room_Room044-00073_0248.wav
rir_large_room_Room045-00077_0249,large_room,openslr28_sim,1.919,1.996,data/banks/rir/large_room/rir_large_room_Room045-00077_0249.wav
rir_medium_room_Room046-00013_0250,medium_room,openslr28_sim,0.537,1.998,data/banks/rir/medium_room/rir_medium_room_Room046-00013_0250.wav
rir_large_room_Room048-00023_0251,large_room,openslr28_sim,2.136,1.99,data/banks/rir/large_room/rir_large_room_Room048-00023_0251.wav
rir_large_room_Room049-00069_0252,large_room,openslr28_sim,1.629,2.0,data/banks/rir/large_room/rir_large_room_Room049-00069_0252.wav
rir_large_room_Room049-00074_0253,large_room,openslr28_sim,2.16,1.994,data/banks/rir/large_room/rir_large_room_Room049-00074_0253.wav
rir_large_room_Room050-00019_0254,large_room,openslr28_sim,1.514,1.998,data/banks/rir/large_room/rir_large_room_Room050-00019_0254.wav
rir_medium_room_Room051-00036_0255,medium_room,openslr28_sim,0.754,1.999,data/banks/rir/medium_room/rir_medium_room_Room051-00036_0255.wav
rir_large_room_Room052-00022_0256,large_room,openslr28_sim,2.052,1.996,data/banks/rir/large_room/rir_large_room_Room052-00022_0256.wav
rir_large_room_Room053-00021_0257,large_room,openslr28_sim,2.398,1.992,data/banks/rir/large_room/rir_large_room_Room053-00021_0257.wav
rir_large_room_Room053-00023_0258,large_room,openslr28_sim,2.358,1.993,data/banks/rir/large_room/rir_large_room_Room053-00023_0258.wav
rir_large_room_Room053-00066_0259,large_room,openslr28_sim,2.486,1.992,data/banks/rir/large_room/rir_large_room_Room053-00066_0259.wav
rir_medium_room_Room055-00001_0260,medium_room,openslr28_sim,0.718,1.999,data/banks/rir/medium_room/rir_medium_room_Room055-00001_0260.wav
rir_large_room_Room055-00071_0261,large_room,openslr28_sim,1.765,1.995,data/banks/rir/large_room/rir_large_room_Room055-00071_0261.wav
rir_medium_room_Room058-00098_0262,medium_room,openslr28_sim,1.163,1.998,data/banks/rir/medium_room/rir_medium_room_Room058-00098_0262.wav
rir_large_room_Room060-00094_0263,large_room,openslr28_sim,2.159,1.993,data/banks/rir/large_room/rir_large_room_Room060-00094_0263.wav
rir_large_room_Room063-00037_0264,large_room,openslr28_sim,2.047,1.996,data/banks/rir/large_room/rir_large_room_Room063-00037_0264.wav
rir_large_room_Room064-00055_0265,large_room,openslr28_sim,2.061,1.995,data/banks/rir/large_room/rir_large_room_Room064-00055_0265.wav
rir_large_room_Room064-00097_0266,large_room,openslr28_sim,1.937,1.996,data/banks/rir/large_room/rir_large_room_Room064-00097_0266.wav
rir_large_room_Room066-00051_0267,large_room,openslr28_sim,1.577,1.995,data/banks/rir/large_room/rir_large_room_Room066-00051_0267.wav
rir_large_room_Room067-00081_0268,large_room,openslr28_sim,2.186,1.993,data/banks/rir/large_room/rir_large_room_Room067-00081_0268.wav
rir_medium_room_Room068-00062_0269,medium_room,openslr28_sim,1.023,1.998,data/banks/rir/medium_room/rir_medium_room_Room068-00062_0269.wav
rir_large_room_Room069-00049_0270,large_room,openslr28_sim,2.244,1.994,data/banks/rir/large_room/rir_large_room_Room069-00049_0270.wav
rir_medium_room_Room070-00029_0271,medium_room,openslr28_sim,0.647,2.0,data/banks/rir/medium_room/rir_medium_room_Room070-00029_0271.wav
rir_large_room_Room076-00002_0272,large_room,openslr28_sim,2.207,1.994,data/banks/rir/large_room/rir_large_room_Room076-00002_0272.wav
rir_medium_room_Room076-00022_0273,medium_room,openslr28_sim,0.783,1.998,data/banks/rir/medium_room/rir_medium_room_Room076-00022_0273.wav
rir_large_room_Room079-00051_0274,large_room,openslr28_sim,2.163,1.995,data/banks/rir/large_room/rir_large_room_Room079-00051_0274.wav
rir_large_room_Room079-00097_0275,large_room,openslr28_sim,1.908,1.998,data/banks/rir/large_room/rir_large_room_Room079-00097_0275.wav
rir_large_room_Room083-00034_0276,large_room,openslr28_sim,1.65,1.994,data/banks/rir/large_room/rir_large_room_Room083-00034_0276.wav
rir_medium_room_Room083-00100_0277,medium_room,openslr28_sim,0.588,2.0,data/banks/rir/medium_room/rir_medium_room_Room083-00100_0277.wav
rir_medium_room_Room085-00031_0278,medium_room,openslr28_sim,0.757,1.997,data/banks/rir/medium_room/rir_medium_room_Room085-00031_0278.wav
rir_large_room_Room091-00004_0279,large_room,openslr28_sim,1.891,1.991,data/banks/rir/large_room/rir_large_room_Room091-00004_0279.wav
rir_large_room_Room091-00083_0280,large_room,openslr28_sim,1.954,1.991,data/banks/rir/large_room/rir_large_room_Room091-00083_0280.wav
rir_large_room_Room092-00041_0281,large_room,openslr28_sim,2.275,1.991,data/banks/rir/large_room/rir_large_room_Room092-00041_0281.wav
rir_large_room_Room094-00050_0282,large_room,openslr28_sim,2.166,1.991,data/banks/rir/large_room/rir_large_room_Room094-00050_0282.wav
rir_large_room_Room097-00040_0283,large_room,openslr28_sim,2.281,1.995,data/banks/rir/large_room/rir_large_room_Room097-00040_0283.wav
rir_large_room_Room098-00045_0284,large_room,openslr28_sim,1.219,1.997,data/banks/rir/large_room/rir_large_room_Room098-00045_0284.wav
rir_large_room_Room098-00099_0285,large_room,openslr28_sim,2.266,1.992,data/banks/rir/large_room/rir_large_room_Room098-00099_0285.wav
rir_large_room_Room099-00074_0286,large_room,openslr28_sim,2.215,1.993,data/banks/rir/large_room/rir_large_room_Room099-00074_0286.wav
rir_large_room_Room099-00084_0287,large_room,openslr28_sim,2.26,1.991,data/banks/rir/large_room/rir_large_room_Room099-00084_0287.wav
rir_large_room_Room099-00093_0288,large_room,openslr28_sim,1.782,1.999,data/banks/rir/large_room/rir_large_room_Room099-00093_0288.wav
rir_large_room_Room100-00008_0289,large_room,openslr28_sim,2.107,1.996,data/banks/rir/large_room/rir_large_room_Room100-00008_0289.wav
rir_large_room_Room100-00049_0290,large_room,openslr28_sim,2.334,1.992,data/banks/rir/large_room/rir_large_room_Room100-00049_0290.wav
rir_large_room_Room100-00052_0291,large_room,openslr28_sim,2.451,1.992,data/banks/rir/large_room/rir_large_room_Room100-00052_0291.wav
rir_medium_room_Room102-00035_0292,medium_room,openslr28_sim,0.655,2.0,data/banks/rir/medium_room/rir_medium_room_Room102-00035_0292.wav
rir_large_room_Room102-00039_0293,large_room,openslr28_sim,1.243,1.993,data/banks/rir/large_room/rir_large_room_Room102-00039_0293.wav
rir_large_room_Room103-00087_0294,large_room,openslr28_sim,1.622,1.993,data/banks/rir/large_room/rir_large_room_Room103-00087_0294.wav
rir_small_room_Room110-00002_0295,small_room,openslr28_sim,0.34,2.0,data/banks/rir/small_room/rir_small_room_Room110-00002_0295.wav
rir_large_room_Room110-00018_0296,large_room,openslr28_sim,1.903,1.995,data/banks/rir/large_room/rir_large_room_Room110-00018_0296.wav
rir_small_room_Room110-00027_0297,small_room,openslr28_sim,0.373,2.0,data/banks/rir/small_room/rir_small_room_Room110-00027_0297.wav
rir_medium_room_Room111-00005_0298,medium_room,openslr28_sim,0.576,2.0,data/banks/rir/medium_room/rir_medium_room_Room111-00005_0298.wav
rir_large_room_Room120-00061_0299,large_room,openslr28_sim,1.974,1.991,data/banks/rir/large_room/rir_large_room_Room120-00061_0299.wav
rir_large_room_Room121-00085_0300,large_room,openslr28_sim,1.983,1.991,data/banks/rir/large_room/rir_large_room_Room121-00085_0300.wav
rir_large_room_Room130-00032_0301,large_room,openslr28_sim,2.473,1.993,data/banks/rir/large_room/rir_large_room_Room130-00032_0301.wav
rir_large_room_Room130-00057_0302,large_room,openslr28_sim,2.86,1.992,data/banks/rir/large_room/rir_large_room_Room130-00057_0302.wav
rir_medium_room_Room131-00001_0303,medium_room,openslr28_sim,0.626,2.0,data/banks/rir/medium_room/rir_medium_room_Room131-00001_0303.wav
rir_large_room_Room133-00046_0304,large_room,openslr28_sim,2.286,1.991,data/banks/rir/large_room/rir_large_room_Room133-00046_0304.wav
rir_large_room_Room134-00032_0305,large_room,openslr28_sim,1.504,1.994,data/banks/rir/large_room/rir_large_room_Room134-00032_0305.wav
rir_large_room_Room139-00090_0306,large_room,openslr28_sim,2.638,1.994,data/banks/rir/large_room/rir_large_room_Room139-00090_0306.wav
rir_large_room_Room140-00052_0307,large_room,openslr28_sim,1.807,1.994,data/banks/rir/large_room/rir_large_room_Room140-00052_0307.wav
rir_large_room_Room140-00095_0308,large_room,openslr28_sim,1.464,1.996,data/banks/rir/large_room/rir_large_room_Room140-00095_0308.wav
rir_large_room_Room143-00020_0309,large_room,openslr28_sim,2.031,1.997,data/banks/rir/large_room/rir_large_room_Room143-00020_0309.wav
rir_large_room_Room143-00032_0310,large_room,openslr28_sim,2.299,1.992,data/banks/rir/large_room/rir_large_room_Room143-00032_0310.wav
rir_large_room_Room147-00083_0311,large_room,openslr28_sim,1.439,1.993,data/banks/rir/large_room/rir_large_room_Room147-00083_0311.wav
rir_large_room_Room148-00048_0312,large_room,openslr28_sim,2.324,1.991,data/banks/rir/large_room/rir_large_room_Room148-00048_0312.wav
rir_large_room_Room150-00067_0313,large_room,openslr28_sim,3.244,1.994,data/banks/rir/large_room/rir_large_room_Room150-00067_0313.wav
rir_large_room_Room153-00083_0314,large_room,openslr28_sim,1.997,1.994,data/banks/rir/large_room/rir_large_room_Room153-00083_0314.wav
rir_large_room_Room157-00070_0315,large_room,openslr28_sim,2.162,1.991,data/banks/rir/large_room/rir_large_room_Room157-00070_0315.wav
rir_large_room_Room161-00075_0316,large_room,openslr28_sim,1.937,1.994,data/banks/rir/large_room/rir_large_room_Room161-00075_0316.wav
rir_medium_room_Room162-00074_0317,medium_room,openslr28_sim,1.114,1.997,data/banks/rir/medium_room/rir_medium_room_Room162-00074_0317.wav
rir_large_room_Room163-00040_0318,large_room,openslr28_sim,1.731,1.996,data/banks/rir/large_room/rir_large_room_Room163-00040_0318.wav
rir_large_room_Room164-00065_0319,large_room,openslr28_sim,2.15,1.995,data/banks/rir/large_room/rir_large_room_Room164-00065_0319.wav
rir_large_room_Room168-00036_0320,large_room,openslr28_sim,2.132,1.996,data/banks/rir/large_room/rir_large_room_Room168-00036_0320.wav
rir_large_room_Room177-00020_0321,large_room,openslr28_sim,1.501,1.997,data/banks/rir/large_room/rir_large_room_Room177-00020_0321.wav
rir_medium_room_Room177-00069_0322,medium_room,openslr28_sim,0.68,2.0,data/banks/rir/medium_room/rir_medium_room_Room177-00069_0322.wav
rir_large_room_Room181-00039_0323,large_room,openslr28_sim,2.184,1.996,data/banks/rir/large_room/rir_large_room_Room181-00039_0323.wav
rir_large_room_Room182-00046_0324,large_room,openslr28_sim,1.398,1.994,data/banks/rir/large_room/rir_large_room_Room182-00046_0324.wav
rir_small_room_Room182-00091_0325,small_room,openslr28_sim,0.201,2.0,data/banks/rir/small_room/rir_small_room_Room182-00091_0325.wav
rir_large_room_Room183-00004_0326,large_room,openslr28_sim,1.607,1.997,data/banks/rir/large_room/rir_large_room_Room183-00004_0326.wav
rir_large_room_Room183-00042_0327,large_room,openslr28_sim,1.609,1.996,data/banks/rir/large_room/rir_large_room_Room183-00042_0327.wav
rir_medium_room_Room184-00029_0328,medium_room,openslr28_sim,0.635,2.0,data/banks/rir/medium_room/rir_medium_room_Room184-00029_0328.wav
rir_large_room_Room184-00068_0329,large_room,openslr28_sim,2.102,1.994,data/banks/rir/large_room/rir_large_room_Room184-00068_0329.wav
rir_large_room_Room184-00092_0330,large_room,openslr28_sim,1.776,1.998,data/banks/rir/large_room/rir_large_room_Room184-00092_0330.wav
rir_medium_room_Room185-00050_0331,medium_room,openslr28_sim,1.157,1.999,data/banks/rir/medium_room/rir_medium_room_Room185-00050_0331.wav
rir_large_room_Room188-00049_0332,large_room,openslr28_sim,1.522,1.995,data/banks/rir/large_room/rir_large_room_Room188-00049_0332.wav
rir_large_room_Room189-00021_0333,large_room,openslr28_sim,1.422,1.997,data/banks/rir/large_room/rir_large_room_Room189-00021_0333.wav
rir_medium_room_Room190-00038_0334,medium_room,openslr28_sim,0.53,1.999,data/banks/rir/medium_room/rir_medium_room_Room190-00038_0334.wav
rir_large_room_Room195-00001_0335,large_room,openslr28_sim,1.275,1.996,data/banks/rir/large_room/rir_large_room_Room195-00001_0335.wav
rir_large_room_Room196-00024_0336,large_room,openslr28_sim,1.647,1.994,data/banks/rir/large_room/rir_large_room_Room196-00024_0336.wav
rir_large_room_Room198-00033_0337,large_room,openslr28_sim,2.08,1.992,data/banks/rir/large_room/rir_large_room_Room198-00033_0337.wav
rir_large_room_Room199-00002_0338,large_room,openslr28_sim,1.801,1.993,data/banks/rir/large_room/rir_large_room_Room199-00002_0338.wav
rir_small_room_Room001-00007_0339,small_room,openslr28_sim,0.456,0.998,data/banks/rir/small_room/rir_small_room_Room001-00007_0339.wav
rir_medium_room_Room001-00069_0340,medium_room,openslr28_sim,0.932,0.995,data/banks/rir/medium_room/rir_medium_room_Room001-00069_0340.wav
rir_medium_room_Room004-00095_0341,medium_room,openslr28_sim,0.674,0.993,data/banks/rir/medium_room/rir_medium_room_Room004-00095_0341.wav
rir_medium_room_Room005-00020_0342,medium_room,openslr28_sim,1.175,0.996,data/banks/rir/medium_room/rir_medium_room_Room005-00020_0342.wav
rir_small_room_Room007-00001_0343,small_room,openslr28_sim,0.209,1.0,data/banks/rir/small_room/rir_small_room_Room007-00001_0343.wav
rir_small_room_Room008-00093_0344,small_room,openslr28_sim,0.323,0.998,data/banks/rir/small_room/rir_small_room_Room008-00093_0344.wav
rir_small_room_Room010-00078_0345,small_room,openslr28_sim,0.482,0.992,data/banks/rir/small_room/rir_small_room_Room010-00078_0345.wav
rir_medium_room_Room014-00011_0346,medium_room,openslr28_sim,0.811,0.996,data/banks/rir/medium_room/rir_medium_room_Room014-00011_0346.wav
rir_small_room_Room015-00054_0347,small_room,openslr28_sim,0.364,1.0,data/banks/rir/small_room/rir_small_room_Room015-00054_0347.wav
rir_medium_room_Room024-00037_0348,medium_room,openslr28_sim,1.111,0.996,data/banks/rir/medium_room/rir_medium_room_Room024-00037_0348.wav
rir_medium_room_Room025-00039_0349,medium_room,openslr28_sim,0.515,0.996,data/banks/rir/medium_room/rir_medium_room_Room025-00039_0349.wav
rir_medium_room_Room029-00020_0350,medium_room,openslr28_sim,0.788,0.995,data/banks/rir/medium_room/rir_medium_room_Room029-00020_0350.wav
rir_medium_room_Room029-00082_0351,medium_room,openslr28_sim,0.863,0.995,data/banks/rir/medium_room/rir_medium_room_Room029-00082_0351.wav
rir_medium_room_Room031-00010_0352,medium_room,openslr28_sim,0.961,0.994,data/banks/rir/medium_room/rir_medium_room_Room031-00010_0352.wav
rir_medium_room_Room032-00032_0353,medium_room,openslr28_sim,0.675,0.996,data/banks/rir/medium_room/rir_medium_room_Room032-00032_0353.wav
rir_small_room_Room033-00033_0354,small_room,openslr28_sim,0.399,1.0,data/banks/rir/small_room/rir_small_room_Room033-00033_0354.wav
rir_medium_room_Room035-00005_0355,medium_room,openslr28_sim,0.904,0.995,data/banks/rir/medium_room/rir_medium_room_Room035-00005_0355.wav
