file_id,class_id,path,dur,eff,lead,trail,rms_db,peak,loi
fsd50k_applause_cheering_966dc69e,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_966dc69e.wav,2.12,2.12,0.0,0.0,-26.58,0.4314,
fsd50k_applause_cheering_9857f8a3,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_9857f8a3.wav,10.653,10.653,0.0,0.0,-23.87,0.3601,
fsd50k_applause_cheering_9a148e25,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_9a148e25.wav,7.5911,7.552,0.0,0.0391,-24.41,0.6855,
fsd50k_applause_cheering_9b37ee40,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_9b37ee40.wav,3.718,3.718,0.0,0.0,-25.46,0.7695,
fsd50k_applause_cheering_9c60fef2,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_9c60fef2.wav,16.514,16.514,0.0,0.0,-24.37,0.8912,
fsd50k_applause_cheering_9d96225d,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_9d96225d.wav,3.7169,3.7169,0.0,0.0,-30.05,0.8913,
fsd50k_applause_cheering_a1bde5ad,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_a1bde5ad.wav,2.118,2.118,0.0,0.0,-29.19,0.8912,
fsd50k_applause_cheering_a34396d6,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_a34396d6.wav,0.737,0.737,0.0,0.0,-22.55,0.2356,
fsd50k_applause_cheering_a4d84dd2,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_a4d84dd2.wav,11.3911,11.3911,0.0,0.0,-24.83,0.7631,
fsd50k_applause_cheering_a87f1954,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_a87f1954.wav,3.399,3.399,0.0,0.0,-23.43,0.8913,
fsd50k_applause_cheering_aa659a6d,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_aa659a6d.wav,15.557,15.557,0.0,0.0,-28.21,0.8913,
fsd50k_applause_cheering_aa93d0b2,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_aa93d0b2.wav,3.7189,3.7189,0.0,0.0,-24.36,0.6652,
fsd50k_applause_cheering_aa974667,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_aa974667.wav,4.356,4.356,0.0,0.0,-28.4,0.5904,
fsd50k_applause_cheering_abcb7bec,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_abcb7bec.wav,13.636,13.636,0.0,0.0,-27.31,0.8913,
fsd50k_applause_cheering_ae0056b4,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_ae0056b4.wav,7.236,7.236,0.0,0.0,-24.07,0.7879,
fsd50k_applause_cheering_aef16fc3,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_aef16fc3.wav,11.716,11.716,0.0,0.0,-26.04,0.6184,
fsd50k_applause_cheering_afc7e27a,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_afc7e27a.wav,4.356,4.356,0.0,0.0,-24.99,0.8478,
fsd50k_applause_cheering_b02c8825,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_b02c8825.wav,11.712,11.712,0.0,0.0,-24.46,0.6726,
fsd50k_applause_cheering_b35efad9,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_b35efad9.wav,3.718,3.718,0.0,0.0,-25.85,0.8127,
fsd50k_applause_cheering_b40355ee,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_b40355ee.wav,2.438,2.438,0.0,0.0,-25.09,0.6692,
fsd50k_applause_cheering_b45bfd03,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_b45bfd03.wav,4.998,4.998,0.0,0.0,-23.68,0.5587,
fsd50k_applause_cheering_b47774bd,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_b47774bd.wav,14.595,14.595,0.0,0.0,-26.48,0.8913,
fsd50k_applause_cheering_b640fc13,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_b640fc13.wav,6.279,6.279,0.0,0.0,-23.7,0.388,
fsd50k_applause_cheering_b70e0585,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_b70e0585.wav,1.479,1.479,0.0,0.0,-23.01,0.7979,
fsd50k_applause_cheering_bc3b1cb4,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_bc3b1cb4.wav,2.439,2.439,0.0,0.0,-23.75,0.6761,
fsd50k_applause_cheering_bc5ee92b,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_bc5ee92b.wav,2.7589,2.7589,0.0,0.0,-24.84,0.8912,
fsd50k_applause_cheering_bcfc25bd,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_bcfc25bd.wav,7.879,7.879,0.0,0.0,-26.37,0.2593,
fsd50k_applause_cheering_c32ed528,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_c32ed528.wav,4.675,4.675,0.0,0.0,-25.34,0.8908,
fsd50k_applause_cheering_c65c322e,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_c65c322e.wav,12.999,12.999,0.0,0.0,-23.54,0.3686,
fsd50k_applause_cheering_c6b392b6,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_c6b392b6.wav,1.159,1.159,0.0,0.0,-31.23,0.8913,
fsd50k_applause_cheering_c730d7f1,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_c730d7f1.wav,8.8371,8.8371,0.0,0.0,-21.83,0.7181,
fsd50k_applause_cheering_c87e5f31,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_c87e5f31.wav,11.719,11.719,0.0,0.0,-27.79,0.8912,
fsd50k_applause_cheering_d0a5af4d,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_d0a5af4d.wav,3.717,3.717,0.0,0.0,-21.64,0.399,
fsd50k_applause_cheering_d12fbe93,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_d12fbe93.wav,3.075,3.075,0.0,0.0,-27.15,0.6874,
fsd50k_applause_cheering_d1564033,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_d1564033.wav,24.5161,24.5161,0.0,0.0,-24.57,0.5435,
fsd50k_applause_cheering_d300ea48,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_d300ea48.wav,1.797,1.797,0.0,0.0,-22.79,0.8913,
fsd50k_applause_cheering_d46a46a9,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_d46a46a9.wav,20.356,20.356,0.0,0.0,-24.73,0.8913,
fsd50k_applause_cheering_d4a6721a,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_d4a6721a.wav,5.32,5.32,0.0,0.0,-23.74,0.8912,
fsd50k_applause_cheering_d8c7c4b4,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_d8c7c4b4.wav,6.278,6.278,0.0,0.0,-25.59,0.578,
fsd50k_applause_cheering_d8dc9711,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_d8dc9711.wav,5.539,5.539,0.0,0.0,-25.84,0.8912,
fsd50k_applause_cheering_d90c9345,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_d90c9345.wav,8.832,8.832,0.0,0.0,-24.75,0.524,
fsd50k_applause_cheering_dbf89a9c,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_dbf89a9c.wav,1.158,1.158,0.0,0.0,-29.36,0.2098,
fsd50k_applause_cheering_de33dfe6,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_de33dfe6.wav,14.499,14.499,0.0,0.0,-24.04,0.3748,
fsd50k_applause_cheering_df99888c,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_df99888c.wav,9.476,9.476,0.0,0.0,-25.49,0.4876,
fsd50k_applause_cheering_e13f197f,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_e13f197f.wav,1.4789,1.4789,0.0,0.0,-28.8,0.8849,
fsd50k_applause_cheering_e15b27e8,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_e15b27e8.wav,3.396,3.396,0.0,0.0,-24.69,0.6998,
fsd50k_applause_cheering_e2b5c76f,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_e2b5c76f.wav,4.899,4.899,0.0,0.0,-24.57,0.8912,
fsd50k_applause_cheering_e2dbd51b,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_e2dbd51b.wav,5.3121,5.3121,0.0,0.0,-24.27,0.5977,
fsd50k_applause_cheering_e3064d65,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_e3064d65.wav,7.2329,7.2009,0.032,0.0,-24.69,0.4671,
fsd50k_applause_cheering_e3763711,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_e3763711.wav,9.796,9.796,0.0,0.0,-24.49,0.6954,
fsd50k_applause_cheering_e9759a04,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_e9759a04.wav,6.278,6.278,0.0,0.0,-28.33,0.4855,
fsd50k_applause_cheering_eea8a3ec,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_eea8a3ec.wav,5.6841,5.6841,0.0,0.0,-24.02,0.3441,
fsd50k_applause_cheering_f16830c8,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_f16830c8.wav,7.873,7.873,0.0,0.0,-26.78,0.8912,
fsd50k_applause_cheering_f31ab0b5,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_f31ab0b5.wav,17.152,17.152,0.0,0.0,-24.64,0.6174,
fsd50k_applause_cheering_f4d6320b,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_f4d6320b.wav,11.718,11.718,0.0,0.0,-27.53,0.8141,
fsd50k_applause_cheering_f764db34,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_f764db34.wav,3.08,3.08,0.0,0.0,-24.17,0.8913,
fsd50k_applause_cheering_f87a9898,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_f87a9898.wav,2.977,2.977,0.0,0.0,-23.14,0.3856,
fsd50k_applause_cheering_fd7e82ff,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_fd7e82ff.wav,4.999,4.999,0.0,0.0,-25.32,0.684,
fsd50k_applause_cheering_fde1b8d3,applause_cheering,data/banks/foreground/applause_cheering/fsd50k_applause_cheering_fde1b8d3.wav,1.48,1.48,0.0,0.0,-22.98,0.2034,
fsd50k_door_slam_007f2c5b,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_007f2c5b.wav,1.159,0.615,0.544,0.0,-20.5,0.4219,
fsd50k_door_slam_0296ab18,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_0296ab18.wav,0.8184,0.8184,0.0,0.0,-21.91,0.8913,
fsd50k_door_slam_0538ff75,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_0538ff75.wav,0.7044,0.704,0.0,0.0004,-22.19,0.8309,
fsd50k_door_slam_05c43189,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_05c43189.wav,0.4677,0.4677,0.0,0.0,-23.31,0.5551,
fsd50k_door_slam_0661ba9a,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_0661ba9a.wav,1.156,1.092,0.064,0.0,-23.48,0.8528,
fsd50k_door_slam_067d6269,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_067d6269.wav,0.5316,0.48,0.032,0.0196,-23.15,0.7769,
fsd50k_door_slam_078e0a7d,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_078e0a7d.wav,1.1591,0.416,0.576,0.1671,-21.97,0.8019,
fsd50k_door_slam_083320cf,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_083320cf.wav,1.059,1.059,0.0,0.0,-24.14,0.4301,
fsd50k_door_slam_0cb23856,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_0cb23856.wav,1.158,1.158,0.0,0.0,-25.22,0.8912,
fsd50k_door_slam_0dabf3bc,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_0dabf3bc.wav,0.738,0.61,0.128,0.0,-20.54,0.252,
fsd50k_door_slam_11b45099,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_11b45099.wav,0.739,0.608,0.0,0.131,-25.48,0.8912,
fsd50k_door_slam_12304f58,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_12304f58.wav,0.6556,0.512,0.0,0.1436,-26.59,0.8913,
fsd50k_door_slam_153ee304,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_153ee304.wav,1.053,0.704,0.064,0.285,-20.77,0.673,
fsd50k_door_slam_1a9890c1,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_1a9890c1.wav,0.839,0.839,0.0,0.0,-15.79,0.8912,
fsd50k_door_slam_1ed145d4,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_1ed145d4.wav,0.8113,0.704,0.032,0.0752,-21.52,0.6312,
fsd50k_door_slam_1f94756e,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_1f94756e.wav,0.738,0.736,0.0,0.002,-23.9,0.8913,
fsd50k_door_slam_225e40ad,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_225e40ad.wav,1.477,1.477,0.0,0.0,-24.59,0.8912,
fsd50k_door_slam_253eca3d,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_253eca3d.wav,1.1579,0.6779,0.48,0.0,-25.35,0.8913,
fsd50k_door_slam_25a04a34,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_25a04a34.wav,1.0463,1.0463,0.0,0.0,-27.98,0.8913,
fsd50k_door_slam_26061e18,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_26061e18.wav,0.738,0.738,0.0,0.0,-22.41,0.6865,
fsd50k_door_slam_26145e25,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_26145e25.wav,1.479,1.408,0.064,0.007,-30.14,0.8913,
fsd50k_door_slam_27b21f1c,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_27b21f1c.wav,0.839,0.839,0.0,0.0,-25.87,0.3416,
fsd50k_door_slam_27f77354,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_27f77354.wav,1.0566,0.768,0.256,0.0326,-20.76,0.6414,
fsd50k_door_slam_2cff4391,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_2cff4391.wav,1.1581,0.736,0.192,0.2301,-28.16,0.8913,
fsd50k_door_slam_2d8413c5,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_2d8413c5.wav,0.4896,0.4896,0.0,0.0,-22.83,0.8444,
fsd50k_door_slam_3201310e,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_3201310e.wav,1.1571,0.7091,0.448,0.0,-20.48,0.7968,
fsd50k_door_slam_356fd180,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_356fd180.wav,1.158,0.608,0.48,0.07,-22.79,0.4192,
fsd50k_door_slam_357ede8c,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_357ede8c.wav,1.2533,0.704,0.096,0.4533,-20.96,0.8913,
fsd50k_door_slam_35914a2e,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_35914a2e.wav,1.159,1.159,0.0,0.0,-23.01,0.6131,
fsd50k_door_slam_35ee109c,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_35ee109c.wav,1.1599,0.8719,0.288,0.0,-23.43,0.6855,
fsd50k_door_slam_36328495,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_36328495.wav,0.4864,0.448,0.0,0.0384,-38.73,0.0555,
fsd50k_door_slam_365d7796,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_365d7796.wav,0.7225,0.608,0.0,0.1145,-21.85,0.6287,
fsd50k_door_slam_38f6b608,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_38f6b608.wav,1.1334,0.704,0.16,0.2694,-24.14,0.663,
fsd50k_door_slam_3922c569,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_3922c569.wav,1.2698,1.216,0.032,0.0218,-25.46,0.8913,
fsd50k_door_slam_394a76b5,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_394a76b5.wav,1.059,1.059,0.0,0.0,-29.7,0.8912,
fsd50k_door_slam_3a8f2549,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_3a8f2549.wav,0.8534,0.736,0.064,0.0534,-22.93,0.8251,
fsd50k_door_slam_40f73441,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_40f73441.wav,1.1589,0.9029,0.256,0.0,-22.75,0.7462,
fsd50k_door_slam_41131ee2,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_41131ee2.wav,1.158,0.998,0.16,0.0,-22.3,0.8309,
fsd50k_door_slam_44988a2f,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_44988a2f.wav,1.159,1.159,0.0,0.0,-20.13,0.4462,
fsd50k_door_slam_461a1fc3,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_461a1fc3.wav,1.478,1.446,0.032,0.0,-26.39,0.8912,
fsd50k_door_slam_4627373d,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_4627373d.wav,0.7681,0.448,0.256,0.0641,-15.64,0.8389,
fsd50k_door_slam_48108482,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_48108482.wav,0.838,0.838,0.0,0.0,-23.51,0.8913,
fsd50k_door_slam_481ea788,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_481ea788.wav,1.059,1.056,0.0,0.003,-21.49,0.7995,
fsd50k_door_slam_487b43d0,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_487b43d0.wav,1.159,1.159,0.0,0.0,-33.74,0.326,
fsd50k_door_slam_489a863a,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_489a863a.wav,1.476,1.476,0.0,0.0,-25.8,0.7955,
fsd50k_door_slam_4b3bc73b,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_4b3bc73b.wav,0.736,0.736,0.0,0.0,-19.35,0.5471,
fsd50k_door_slam_4cc9da40,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_4cc9da40.wav,0.739,0.739,0.0,0.0,-17.99,0.5764,
fsd50k_door_slam_4e08af2a,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_4e08af2a.wav,1.159,1.159,0.0,0.0,-22.37,0.8913,
fsd50k_door_slam_50d0667d,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_50d0667d.wav,0.519,0.519,0.0,0.0,-23.46,0.2702,
fsd50k_door_slam_52b3f878,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_52b3f878.wav,1.156,0.74,0.416,0.0,-22.49,0.6122,
fsd50k_door_slam_53760c89,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_53760c89.wav,0.5191,0.5191,0.0,0.0,-27.75,0.174,
fsd50k_door_slam_57e4cd75,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_57e4cd75.wav,0.734,0.734,0.0,0.0,-20.23,0.8912,
fsd50k_door_slam_5c872487,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_5c872487.wav,0.737,0.737,0.0,0.0,-19.87,0.6904,
fsd50k_door_slam_5e45d3af,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_5e45d3af.wav,0.8389,0.8389,0.0,0.0,-23.95,0.378,
fsd50k_door_slam_5f09e193,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_5f09e193.wav,0.9948,0.896,0.032,0.0668,-20.88,0.8912,
fsd50k_door_slam_617d7f72,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_617d7f72.wav,1.373,1.344,0.0,0.029,-24.56,0.7581,
fsd50k_door_slam_62e5d19d,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_62e5d19d.wav,0.736,0.576,0.16,0.0,-17.76,0.4818,
fsd50k_door_slam_64576922,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_64576922.wav,0.9282,0.8,0.0,0.1282,-24.87,0.8139,
fsd50k_door_slam_67016da9,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_67016da9.wav,1.057,0.769,0.288,0.0,-21.89,0.2931,
fsd50k_door_slam_67fb65d6,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_67fb65d6.wav,0.5337,0.5337,0.0,0.0,-20.71,0.42,
fsd50k_door_slam_6946bab0,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_6946bab0.wav,1.4963,1.312,0.0,0.1843,-30.12,0.8912,
fsd50k_door_slam_6bb99db1,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_6bb99db1.wav,1.376,1.344,0.032,0.0,-21.66,0.8913,
fsd50k_door_slam_6c0cc806,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_6c0cc806.wav,1.2027,1.184,0.0,0.0187,-21.29,0.5816,
fsd50k_door_slam_6d3a2366,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_6d3a2366.wav,1.376,1.376,0.0,0.0,-25.72,0.4568,
fsd50k_door_slam_6dccf42e,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_6dccf42e.wav,1.159,0.768,0.192,0.199,-27.22,0.8912,
fsd50k_door_slam_70cf7f38,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_70cf7f38.wav,1.247,1.247,0.0,0.0,-24.78,0.8041,
fsd50k_door_slam_7123dec7,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_7123dec7.wav,1.055,1.055,0.0,0.0,-24.54,0.444,
fsd50k_door_slam_713cb396,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_713cb396.wav,0.738,0.608,0.0,0.13,-22.84,0.8912,
fsd50k_door_slam_71fb07f4,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_71fb07f4.wav,0.4554,0.4554,0.0,0.0,-20.93,0.5977,
fsd50k_door_slam_75c51ae5,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_75c51ae5.wav,0.7052,0.704,0.0,0.0012,-24.82,0.5213,
fsd50k_door_slam_78f606a5,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_78f606a5.wav,1.1581,0.7421,0.416,0.0,-23.4,0.519,
fsd50k_door_slam_7aca341b,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_7aca341b.wav,1.4769,1.4769,0.0,0.0,-22.36,0.8913,
fsd50k_door_slam_7b491ad1,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_7b491ad1.wav,0.5223,0.512,0.0,0.0103,-25.26,0.8913,
fsd50k_door_slam_7ec63f4e,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_7ec63f4e.wav,1.055,1.023,0.032,0.0,-24.93,0.7892,
fsd50k_door_slam_7f43d4d1,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_7f43d4d1.wav,0.735,0.735,0.0,0.0,-23.11,0.8387,
fsd50k_door_slam_7fe46e78,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_7fe46e78.wav,1.055,1.023,0.032,0.0,-23.77,0.4962,
fsd50k_door_slam_809260b5,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_809260b5.wav,1.0593,0.896,0.0,0.1633,-22.12,0.7718,
fsd50k_door_slam_81f090ee,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_81f090ee.wav,1.059,1.059,0.0,0.0,-24.73,0.584,
fsd50k_door_slam_82955d7b,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_82955d7b.wav,0.417,0.417,0.0,0.0,-20.72,0.606,
fsd50k_door_slam_83a597f5,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_83a597f5.wav,1.159,1.159,0.0,0.0,-27.2,0.6663,
fsd50k_door_slam_83a8fc5d,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_83a8fc5d.wav,1.2197,0.704,0.256,0.2597,-25.64,0.7145,
fsd50k_door_slam_8467845f,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_8467845f.wav,1.1579,1.1579,0.0,0.0,-19.29,0.8912,
fsd50k_door_slam_84816f6a,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_84816f6a.wav,1.1033,0.992,0.0,0.1113,-21.09,0.5054,
fsd50k_door_slam_84bdd0aa,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_84bdd0aa.wav,1.282,1.12,0.0,0.162,-20.88,0.5279,
fsd50k_door_slam_855b6270,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_855b6270.wav,0.74,0.74,0.0,0.0,-18.53,0.6719,
fsd50k_door_slam_85a7ed1a,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_85a7ed1a.wav,1.1581,0.96,0.0,0.1981,-20.84,0.7039,
fsd50k_door_slam_8e799573,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_8e799573.wav,1.16,0.992,0.0,0.168,-23.36,0.7086,
fsd50k_door_slam_8fbf8993,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_8fbf8993.wav,1.4436,0.8,0.064,0.5796,-23.42,0.8912,
fsd50k_door_slam_92878f93,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_92878f93.wav,1.057,1.057,0.0,0.0,-23.7,0.8824,
fsd50k_door_slam_93a32130,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_93a32130.wav,0.4747,0.4747,0.0,0.0,-27.05,0.8912,
fsd50k_door_slam_94b6f1c3,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_94b6f1c3.wav,1.0241,0.448,0.384,0.1921,-24.84,0.6318,
fsd50k_door_slam_96a31e45,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_96a31e45.wav,1.478,1.478,0.0,0.0,-26.65,0.8913,
fsd50k_door_slam_98392fda,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_98392fda.wav,0.5091,0.5091,0.0,0.0,-24.52,0.8912,
fsd50k_door_slam_9cfa1417,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_9cfa1417.wav,1.06,1.06,0.0,0.0,-20.56,0.8912,
fsd50k_door_slam_9d764d7a,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_9d764d7a.wav,0.734,0.608,0.064,0.062,-22.93,0.659,
fsd50k_door_slam_a3e33185,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_a3e33185.wav,1.1561,0.64,0.384,0.1321,-25.13,0.8913,
fsd50k_door_slam_a4bc57d2,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_a4bc57d2.wav,0.738,0.738,0.0,0.0,-25.25,0.8912,
fsd50k_door_slam_a8900a67,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_a8900a67.wav,0.839,0.839,0.0,0.0,-25.54,0.2724,
fsd50k_door_slam_a9bbb038,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_a9bbb038.wav,0.839,0.839,0.0,0.0,-23.46,0.8912,
fsd50k_door_slam_a9fc76d5,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_a9fc76d5.wav,1.055,0.831,0.224,0.0,-22.77,0.6307,
fsd50k_door_slam_ae564da3,door_slam,data/banks/foreground/door_slam/fsd50k_door_slam_ae564da3.wav,0.737,0.737,0.0,0.0,-22.92,0.8831,
