file_id,class_id,p_target,p_confusable,top_confusable,decision,priority,onset,offset,path_norm
fsd50k_door_slam_5e45d3af,door_slam,0.085,0.003,object_drop_dishes,review,normal,4.103,4.842,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_5e45d3af.wav
fsd50k_door_slam_5f09e193,door_slam,0.4742,0.0019,object_drop_dishes,auto_accept,,0.0,0.995,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_5f09e193.wav
fsd50k_door_slam_617d7f72,door_slam,0.5397,0.0015,object_drop_dishes,auto_accept,,0.0,1.323,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_617d7f72.wav
fsd50k_door_slam_62e5d19d,door_slam,0.1427,0.0644,object_drop_dishes,review,normal,0.0,0.686,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_62e5d19d.wav
fsd50k_door_slam_64576922,door_slam,0.7408,0.0019,object_drop_dishes,auto_accept,,0.0,0.928,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_64576922.wav
fsd50k_door_slam_67016da9,door_slam,0.1266,0.1066,object_drop_dishes,review,normal,0.0,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_67016da9.wav
fsd50k_door_slam_67fb65d6,door_slam,0.1441,0.2359,object_drop_dishes,review,high,0.0,0.534,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_67fb65d6.wav
fsd50k_door_slam_6946bab0,door_slam,0.48,0.0018,object_drop_dishes,auto_accept,,0.0,1.496,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_6946bab0.wav
fsd50k_door_slam_6bb99db1,door_slam,0.4301,0.0072,object_drop_dishes,auto_accept,,0.0,1.326,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_6bb99db1.wav
fsd50k_door_slam_6c0cc806,door_slam,0.3652,0.056,object_drop_dishes,auto_accept,,0.0,1.203,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_6c0cc806.wav
fsd50k_door_slam_6d3a2366,door_slam,0.6809,0.0169,object_drop_dishes,auto_accept,,0.0,1.326,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_6d3a2366.wav
fsd50k_door_slam_6dccf42e,door_slam,0.5101,0.0064,object_drop_dishes,auto_accept,,0.27,1.329,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_6dccf42e.wav
fsd50k_door_slam_70cf7f38,door_slam,0.4747,0.0129,object_drop_dishes,auto_accept,,0.0,1.247,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_70cf7f38.wav
fsd50k_door_slam_7123dec7,door_slam,0.5821,0.001,object_drop_dishes,auto_accept,,0.0,1.005,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_7123dec7.wav
fsd50k_door_slam_713cb396,door_slam,0.0789,0.0266,object_drop_dishes,review,normal,0.0,0.688,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_713cb396.wav
fsd50k_door_slam_71fb07f4,door_slam,0.0516,0.0284,object_drop_dishes,review,normal,0.0,0.455,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_71fb07f4.wav
fsd50k_door_slam_75c51ae5,door_slam,0.1838,0.0189,object_drop_dishes,review,normal,0.0,0.705,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_75c51ae5.wav
fsd50k_door_slam_78f606a5,door_slam,0.5375,0.0099,object_drop_dishes,auto_accept,,0.589,1.647,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_78f606a5.wav
fsd50k_door_slam_7aca341b,door_slam,0.7547,0.0507,object_drop_dishes,auto_accept,,2.185,3.562,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_7aca341b.wav
fsd50k_door_slam_7b491ad1,door_slam,0.1645,0.0254,object_drop_dishes,review,normal,0.0,0.522,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_7b491ad1.wav
fsd50k_door_slam_7ec63f4e,door_slam,0.1083,0.0014,object_drop_dishes,review,normal,0.0,1.005,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_7ec63f4e.wav
fsd50k_door_slam_7f43d4d1,door_slam,0.2371,0.0766,object_drop_dishes,review,normal,0.0,0.685,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_7f43d4d1.wav
fsd50k_door_slam_7fe46e78,door_slam,0.6198,0.0033,object_drop_dishes,auto_accept,,0.0,1.005,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_7fe46e78.wav
fsd50k_door_slam_809260b5,door_slam,0.1885,0.0026,object_drop_dishes,review,normal,0.0,1.059,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_809260b5.wav
fsd50k_door_slam_81f090ee,door_slam,0.1731,0.0109,object_drop_dishes,review,normal,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_81f090ee.wav
fsd50k_door_slam_82955d7b,door_slam,0.1549,0.0376,object_drop_dishes,review,normal,0.0,0.367,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_82955d7b.wav
fsd50k_door_slam_83a597f5,door_slam,0.2071,0.0162,object_drop_dishes,review,normal,3.466,4.525,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_83a597f5.wav
fsd50k_door_slam_83a8fc5d,door_slam,0.2404,0.0011,object_drop_dishes,review,normal,0.27,1.44,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_83a8fc5d.wav
fsd50k_door_slam_8467845f,door_slam,0.3452,0.0068,object_drop_dishes,auto_accept,,2.504,3.562,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_8467845f.wav
fsd50k_door_slam_84816f6a,door_slam,0.063,0.0135,object_drop_dishes,review,normal,0.268,1.321,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_84816f6a.wav
fsd50k_door_slam_84bdd0aa,door_slam,0.4492,0.0177,object_drop_dishes,auto_accept,,0.268,1.5,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_84bdd0aa.wav
fsd50k_door_slam_855b6270,door_slam,0.0612,0.0052,object_drop_dishes,review,normal,0.0,0.69,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_855b6270.wav
fsd50k_door_slam_85a7ed1a,door_slam,0.7667,0.0032,object_drop_dishes,auto_accept,,0.589,1.647,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_85a7ed1a.wav
fsd50k_door_slam_8e799573,door_slam,0.8643,0.0027,object_drop_dishes,auto_accept,,0.27,1.33,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_8e799573.wav
fsd50k_door_slam_8fbf8993,door_slam,0.7523,0.0018,object_drop_dishes,auto_accept,,0.0,1.444,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_8fbf8993.wav
fsd50k_door_slam_92878f93,door_slam,0.615,0.0002,object_drop_dishes,auto_accept,,0.0,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_92878f93.wav
fsd50k_door_slam_93a32130,door_slam,0.0794,0.0028,object_drop_dishes,review,normal,0.0,0.475,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_93a32130.wav
fsd50k_door_slam_94b6f1c3,door_slam,0.2286,0.0044,object_drop_dishes,review,normal,0.0,1.024,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_94b6f1c3.wav
fsd50k_door_slam_96a31e45,door_slam,0.4739,0.0004,object_drop_dishes,auto_accept,,0.269,1.647,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_96a31e45.wav
fsd50k_door_slam_98392fda,door_slam,0.2008,0.017,object_drop_dishes,review,normal,0.0,0.509,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_98392fda.wav
fsd50k_door_slam_9cfa1417,door_slam,0.3,0.1063,object_drop_dishes,auto_accept,,0.0,1.01,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_9cfa1417.wav
fsd50k_door_slam_9d764d7a,door_slam,0.4217,0.005,object_drop_dishes,auto_accept,,0.0,0.684,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_9d764d7a.wav
fsd50k_door_slam_a3e33185,door_slam,0.3685,0.0078,object_drop_dishes,auto_accept,,0.588,1.644,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_a3e33185.wav
fsd50k_door_slam_a4bc57d2,door_slam,0.0833,0.0038,object_drop_dishes,review,normal,0.0,0.688,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_a4bc57d2.wav
fsd50k_door_slam_a8900a67,door_slam,0.0554,0.0014,object_drop_dishes,review,normal,2.505,3.244,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_a8900a67.wav
fsd50k_door_slam_a9bbb038,door_slam,0.269,0.0038,object_drop_dishes,review,normal,0.27,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_a9bbb038.wav
fsd50k_door_slam_a9fc76d5,door_slam,0.8322,0.0013,object_drop_dishes,auto_accept,,0.0,1.005,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_a9fc76d5.wav
fsd50k_door_slam_ae564da3,door_slam,0.1597,0.0579,object_drop_dishes,review,normal,0.0,0.687,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_ae564da3.wav
fsd50k_door_slam_ae914302,door_slam,0.3375,0.0106,object_drop_dishes,auto_accept,,0.0,0.508,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_ae914302.wav
fsd50k_door_slam_af7e2665,door_slam,0.4431,0.0029,object_drop_dishes,auto_accept,,4.427,5.487,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_af7e2665.wav
fsd50k_door_slam_b0dc66c9,door_slam,0.517,0.0006,object_drop_dishes,auto_accept,,0.91,2.289,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_b0dc66c9.wav
fsd50k_door_slam_b30eac7f,door_slam,0.5741,0.0391,object_drop_dishes,auto_accept,,0.0,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_b30eac7f.wav
fsd50k_door_slam_b6229eba,door_slam,0.3599,0.0058,object_drop_dishes,auto_accept,,0.0,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_b6229eba.wav
fsd50k_door_slam_b7538b23,door_slam,0.7369,0.0063,object_drop_dishes,auto_accept,,0.0,1.02,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_b7538b23.wav
fsd50k_door_slam_bac31e5f,door_slam,0.117,0.0053,object_drop_dishes,review,normal,0.0,0.428,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_bac31e5f.wav
fsd50k_door_slam_bbf20f12,door_slam,0.231,0.025,object_drop_dishes,review,normal,0.0,1.004,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_bbf20f12.wav
fsd50k_door_slam_bc113e45,door_slam,0.2746,0.0041,object_drop_dishes,review,normal,0.0,1.101,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_bc113e45.wav
fsd50k_door_slam_bd68659a,door_slam,0.1855,0.0036,object_drop_dishes,review,normal,0.0,1.233,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_bd68659a.wav
fsd50k_door_slam_bf20914c,door_slam,0.1101,0.0007,object_drop_dishes,review,normal,0.908,1.965,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_bf20914c.wav
fsd50k_door_slam_c043101d,door_slam,0.1831,0.0246,object_drop_dishes,review,normal,0.269,0.688,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_c043101d.wav
fsd50k_door_slam_c139fc17,door_slam,0.2563,0.0386,object_drop_dishes,review,normal,0.269,1.776,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_c139fc17.wav
fsd50k_door_slam_c59d1731,door_slam,0.2022,0.0492,object_drop_dishes,review,normal,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_c59d1731.wav
fsd50k_door_slam_c62137e7,door_slam,0.2942,0.0981,object_drop_dishes,review,normal,0.0,0.684,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_c62137e7.wav
fsd50k_door_slam_c915b6a4,door_slam,0.5189,0.0297,object_drop_dishes,auto_accept,,0.0,0.681,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_c915b6a4.wav
fsd50k_door_slam_c940c64e,door_slam,0.1385,0.0817,object_drop_dishes,review,normal,0.0,0.742,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_c940c64e.wav
fsd50k_door_slam_cac0590b,door_slam,0.0571,0.078,object_drop_dishes,review,high,0.0,0.685,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_cac0590b.wav
fsd50k_door_slam_cb188509,door_slam,0.3197,0.0176,object_drop_dishes,auto_accept,,0.0,1.103,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_cb188509.wav
fsd50k_door_slam_ced26757,door_slam,0.262,0.0036,object_drop_dishes,review,normal,0.0,1.2,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_ced26757.wav
fsd50k_door_slam_d0576e6d,door_slam,0.2184,0.0088,object_drop_dishes,review,normal,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_d0576e6d.wav
fsd50k_door_slam_d0989e56,door_slam,0.6687,0.0029,object_drop_dishes,auto_accept,,0.0,1.1,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_d0989e56.wav
fsd50k_door_slam_d54dd4e5,door_slam,0.0719,0.004,object_drop_dishes,review,normal,0.0,1.091,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_d54dd4e5.wav
fsd50k_door_slam_d858cd3b,door_slam,0.5304,0.0212,object_drop_dishes,auto_accept,,0.269,1.328,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_d858cd3b.wav
fsd50k_door_slam_d87823f9,door_slam,0.0852,0.23,object_drop_dishes,review,high,0.0,0.686,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_d87823f9.wav
fsd50k_door_slam_db30e39f,door_slam,0.6188,0.0014,object_drop_dishes,auto_accept,,0.0,1.058,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_db30e39f.wav
fsd50k_door_slam_db5fddcb,door_slam,0.5724,0.044,object_drop_dishes,auto_accept,,0.0,0.506,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_db5fddcb.wav
fsd50k_door_slam_dbd678ac,door_slam,0.0674,0.0029,object_drop_dishes,review,normal,0.0,0.689,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_dbd678ac.wav
fsd50k_door_slam_de92e8d5,door_slam,0.1373,0.0043,object_drop_dishes,review,normal,0.0,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_de92e8d5.wav
fsd50k_door_slam_de9930c5,door_slam,0.1,0.0061,object_drop_dishes,review,normal,0.0,1.277,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_de9930c5.wav
fsd50k_door_slam_dec3f61e,door_slam,0.1602,0.0064,object_drop_dishes,review,normal,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_dec3f61e.wav
fsd50k_door_slam_e043be21,door_slam,0.2508,0.026,object_drop_dishes,review,normal,0.0,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_e043be21.wav
fsd50k_door_slam_e18e5c61,door_slam,0.1971,0.0319,object_drop_dishes,review,normal,0.269,1.326,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_e18e5c61.wav
fsd50k_door_slam_e300611e,door_slam,0.6544,0.0005,object_drop_dishes,auto_accept,,0.0,1.24,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_e300611e.wav
fsd50k_door_slam_e3950ff2,door_slam,0.3238,0.0392,object_drop_dishes,auto_accept,,0.0,1.006,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_e3950ff2.wav
fsd50k_door_slam_e44a7390,door_slam,0.2269,0.0135,object_drop_dishes,review,normal,0.0,0.69,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_e44a7390.wav
fsd50k_door_slam_ebda5c49,door_slam,0.0523,0.0417,object_drop_dishes,review,normal,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_ebda5c49.wav
fsd50k_door_slam_edd6889a,door_slam,0.2339,0.0073,object_drop_dishes,review,normal,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_edd6889a.wav
fsd50k_door_slam_efd73a82,door_slam,0.2719,0.03,object_drop_dishes,review,normal,0.0,1.235,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_efd73a82.wav
fsd50k_door_slam_f0ac98a1,door_slam,0.0992,0.0003,object_drop_dishes,review,normal,2.19,3.25,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_f0ac98a1.wav
fsd50k_door_slam_f1b19f13,door_slam,0.4168,0.0031,object_drop_dishes,auto_accept,,0.0,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_f1b19f13.wav
fsd50k_door_slam_f2479fff,door_slam,0.1271,0.004,object_drop_dishes,review,normal,0.0,1.858,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_f2479fff.wav
fsd50k_door_slam_f50d4a80,door_slam,0.345,0.0027,object_drop_dishes,auto_accept,,1.867,2.926,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_f50d4a80.wav
fsd50k_door_slam_f5948c4c,door_slam,0.1111,0.0025,object_drop_dishes,review,normal,0.0,1.327,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_f5948c4c.wav
fsd50k_door_slam_f685d85d,door_slam,0.7689,0.0005,object_drop_dishes,auto_accept,,0.0,1.324,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_f685d85d.wav
fsd50k_door_slam_fa405ba3,door_slam,0.3052,0.0738,object_drop_dishes,auto_accept,,0.0,0.689,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_fa405ba3.wav
fsd50k_door_slam_fa6c08fe,door_slam,0.3679,0.0014,object_drop_dishes,auto_accept,,1.229,2.608,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_fa6c08fe.wav
fsd50k_door_slam_fc5189b8,door_slam,0.1572,0.1041,object_drop_dishes,review,normal,0.0,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_fc5189b8.wav
fsd50k_door_slam_fe4b6f56,door_slam,0.066,0.0023,object_drop_dishes,review,normal,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_fe4b6f56.wav
fsd50k_door_slam_ff58e43f,door_slam,0.0858,0.1474,object_drop_dishes,review,high,0.0,0.531,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\door_slam\fsd50k_door_slam_ff58e43f.wav
fsd50k_explosion_01f164d0,explosion,0.5084,0.0676,gunshot,auto_accept,,0.0,2.288,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_01f164d0.wav
fsd50k_explosion_03e699d1,explosion,0.151,0.2231,gunshot,review,high,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_03e699d1.wav
fsd50k_explosion_0516aca8,explosion,0.4186,0.1372,gunshot,auto_accept,,0.0,2.61,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_0516aca8.wav
fsd50k_explosion_0649f349,explosion,0.3702,0.3294,gunshot,auto_accept,,0.0,0.689,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_0649f349.wav
fsd50k_explosion_092afa93,explosion,0.4144,0.0807,gunshot,auto_accept,,0.0,1.328,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_092afa93.wav
fsd50k_explosion_09491395,explosion,0.2799,0.1802,gunshot,review,normal,0.0,1.329,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_09491395.wav
fsd50k_explosion_0d232f96,explosion,0.3545,0.0812,gunshot,auto_accept,,0.0,1.645,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_0d232f96.wav
fsd50k_explosion_13d3c969,explosion,0.6793,0.023,gunshot,auto_accept,,0.0,1.328,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_13d3c969.wav
fsd50k_explosion_1dfaa0f2,explosion,0.1044,0.0268,gunshot,review,normal,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_1dfaa0f2.wav
fsd50k_explosion_1fe77bbb,explosion,0.2603,0.105,gunshot,review,normal,0.0,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_1fe77bbb.wav
fsd50k_explosion_229abb57,explosion,0.5984,0.0158,gunshot,auto_accept,,2.509,4.528,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_229abb57.wav
fsd50k_explosion_2c47bc16,explosion,0.4301,0.1551,gunshot,auto_accept,,0.0,4.204,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_2c47bc16.wav
fsd50k_explosion_2e34314f,explosion,0.2478,0.0582,gunshot,review,normal,0.0,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_2e34314f.wav
fsd50k_explosion_3a6e08d6,explosion,0.6577,0.0836,gunshot,auto_accept,,0.0,1.65,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_3a6e08d6.wav
fsd50k_explosion_3c1cc8bc,explosion,0.2051,0.0974,gunshot,review,normal,0.0,1.432,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_3c1cc8bc.wav
fsd50k_explosion_422de6f6,explosion,0.345,0.0202,gunshot,auto_accept,,1.227,2.286,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_422de6f6.wav
fsd50k_explosion_4a78cb96,explosion,0.2398,0.0479,gunshot,review,normal,4.11,6.45,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_4a78cb96.wav
fsd50k_explosion_4b08710f,explosion,0.3978,0.0884,gunshot,auto_accept,,0.0,1.326,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_4b08710f.wav
fsd50k_explosion_4c051381,explosion,0.0803,0.2899,fireworks,review,high,0.0,1.33,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_4c051381.wav
fsd50k_explosion_4d1d9740,explosion,0.2669,0.1176,gunshot,review,normal,0.0,1.006,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_4d1d9740.wav
fsd50k_explosion_4d9d0e4e,explosion,0.4132,0.128,gunshot,auto_accept,,0.0,3.248,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\explosion\fsd50k_explosion_4d9d0e4e.wav
