file_id,path_raw,source_dataset,source_id,source_group_id,claimed_class,label_type_orig,orig_split,orig_onset,orig_offset,duration,sample_rate_orig,channels,license,attribution,redistributable,download_date,checksum_sha256
desed_alarm_bell_c1383453,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/255194_2.wav,desed_soundbank,train/255194_2,freesound_255194,alarm_bell,isolated_event,train,0.0,0.316,0.316,44100,1,CC-BY,michael_kur95 (freesound:255194),yes,2026-09-14,c1383453629d44e85f0ae007fe2cbe79f7ca7b15dbda2b920eedf83100fd504f
desed_alarm_bell_c1e32f27,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/164036_2.wav,desed_soundbank,train/164036_2,freesound_164036,alarm_bell,isolated_event,train,0.0,3.156,3.156,44100,1,CC-BY-NC,DrNI (freesound:164036),labels_only,2026-09-14,c1e32f27dc578542e6256a7616cb759769db5aaf63358e6a12a9302447657184
desed_alarm_bell_c23378b2,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/255194_9.wav,desed_soundbank,train/255194_9,freesound_255194,alarm_bell,isolated_event,train,0.0,0.333,0.333,44100,1,CC-BY,michael_kur95 (freesound:255194),yes,2026-09-14,c23378b223f7e459223e19d78ce66529ed5cf7e47c8868f9c8b246022483938f
desed_alarm_bell_c23d8cc1,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/88021_0.wav,desed_soundbank,train/88021_0,freesound_88021,alarm_bell,isolated_event,train,0.0,2.315,2.315,44100,1,CC-BY-NC,Spleencast (freesound:88021),labels_only,2026-09-14,c23d8cc12a9b4d276ac7a5a17eed5f6e8656ce631b4fc2cabab92fc286ca7797
desed_alarm_bell_c2837498,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/151242_10.wav,desed_soundbank,train/151242_10,freesound_151242,alarm_bell,isolated_event,train,0.0,0.484,0.484,44100,1,CC-BY-NC,Tempouser (freesound:151242),labels_only,2026-09-14,c2837498175f1d7ad6ed33fd9c813f844032f8b264f62582d021726625bf8250
desed_alarm_bell_c3056946,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_16.wav,desed_soundbank,eval/233645_16,freesound_233645,alarm_bell,isolated_event,eval,0.0,0.097,0.097,44100,1,CC-BY-NC,zanox (freesound:233645),labels_only,2026-09-14,c3056946b36aaf1df202b80d2a9915ca6cc4a25d833eacf93b3511f2ddb46f3a
desed_alarm_bell_c375974a,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_2.wav,desed_soundbank,eval/271399_2,freesound_271399,alarm_bell,isolated_event,eval,0.0,1.516,1.516,44100,1,CC-BY,YleArkisto (freesound:271399),yes,2026-09-14,c375974ad08c722552c9acd2f28c2cf73f2e51b68ba7f55afc9a077fc1e88102
desed_alarm_bell_c47ac082,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/268823_15.wav,desed_soundbank,train/268823_15,freesound_268823,alarm_bell,isolated_event,train,0.0,0.311,0.311,44100,1,CC-BY,kwahmah_02 (freesound:268823),yes,2026-09-14,c47ac082314fa0424493cd298c8bdbdef8699f9fd4c724839bef1f1e48df93c9
desed_alarm_bell_c50cab9f,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/151242_4.wav,desed_soundbank,train/151242_4,freesound_151242,alarm_bell,isolated_event,train,0.0,0.360,0.36,44100,1,CC-BY-NC,Tempouser (freesound:151242),labels_only,2026-09-14,c50cab9f5297135920d426feae5ad2bf591c50d0bbd6f72e7db12f0fcd1e4c92
desed_alarm_bell_c7140117,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/196838_0.wav,desed_soundbank,train/196838_0,freesound_196838,alarm_bell,isolated_event,train,0.0,0.304,0.304,44100,1,CC-BY,idepe (freesound:196838),yes,2026-09-14,c7140117aa912aab2dba6bc6585332b65208f1cafe85cadf170c14255519902b
desed_alarm_bell_c7ed22de,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_14.wav,desed_soundbank,eval/233645_14,freesound_233645,alarm_bell,isolated_event,eval,0.0,0.112,0.112,44100,1,CC-BY-NC,zanox (freesound:233645),labels_only,2026-09-14,c7ed22dee5284f76f7dac56840e142184dc429651fda749104a6b7923fd5b70b
desed_alarm_bell_c8b75c1d,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/38229_0.wav,desed_soundbank,train/38229_0,freesound_38229,alarm_bell,isolated_event,train,0.0,2.438,2.438,44100,1,CC0,Charliefarley (freesound:38229),yes,2026-09-14,c8b75c1dd1dc03af8e0b9670608e715388397d8e48f4b7c80786194a26b9227d
desed_alarm_bell_c9541d57,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/268823_3.wav,desed_soundbank,train/268823_3,freesound_268823,alarm_bell,isolated_event,train,0.0,0.311,0.311,44100,1,CC-BY,kwahmah_02 (freesound:268823),yes,2026-09-14,c9541d572da6b2d15731c968b0d067ab4ae42b51bfc381161b1e73e29b365d82
desed_alarm_bell_c9677274,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/249303_0.wav,desed_soundbank,train/249303_0,freesound_249303,alarm_bell,isolated_event,train,0.0,1.985,1.985,44100,1,CC-BY,kwahmah_02 (freesound:249303),yes,2026-09-14,c9677274f0e3eafdfb928655e8db5c545f1f52a4c7d48adfafe6c72b3fa5d686
desed_alarm_bell_cbab91c8,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_0.wav,desed_soundbank,eval/271399_0,freesound_271399,alarm_bell,isolated_event,eval,0.0,2.203,2.203,44100,1,CC-BY,YleArkisto (freesound:271399),yes,2026-09-14,cbab91c829864e41a9653d9577509eedbd80dfcc5697f1c3fbb1d301f8ccea4e
desed_alarm_bell_cc754470,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/424946_0.wav,desed_soundbank,train/424946_0,freesound_424946,alarm_bell,isolated_event,train,0.0,4.100,4.1,44100,1,CC0,blukotek (freesound:424946),yes,2026-09-14,cc754470eb83a352380d02c4e47029b6b00af58600ff7b39de79b5cf705f11d9
desed_alarm_bell_ccdb132e,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_19.wav,desed_soundbank,eval/329896_19,freesound_329896,alarm_bell,isolated_event,eval,0.0,0.616,0.616,44100,1,CC-BY,YleArkisto (freesound:329896),yes,2026-09-14,ccdb132eea1e9c69855ab7b1f8151bbdc46f87fd8594dbb0b088dad559c3561b
desed_alarm_bell_cdf977e0,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/69385.wav,desed_soundbank,train/69385,freesound_69385,alarm_bell,isolated_event,train,0.0,8.117,8.117,44100,1,CC0,guitarguy1985 (freesound:69385),yes,2026-09-14,cdf977e0c5cbaf7b93cd1addf905fa904636614a02d9e239ce2f5161b41671b5
desed_alarm_bell_d02f950a,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/382236_9.wav,desed_soundbank,train/382236_9,freesound_382236,alarm_bell,isolated_event,train,0.0,0.318,0.318,44100,1,CC-BY,sforsman (freesound:382236),yes,2026-09-14,d02f950af97625f22440c1a1e8d70a66e7e2411ab22f353c4e5b7427d4e7eab7
desed_alarm_bell_d09bd9f7,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_2.wav,desed_soundbank,eval/329896_2,freesound_329896,alarm_bell,isolated_event,eval,0.0,0.687,0.687,44100,1,CC-BY,YleArkisto (freesound:329896),yes,2026-09-14,d09bd9f71c6cf33f03997dd0a949120d71fbc5cd71226ee6c3509cab3ec48e23
desed_alarm_bell_d0f17cb8,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/164036_1.wav,desed_soundbank,train/164036_1,freesound_164036,alarm_bell,isolated_event,train,0.0,3.239,3.239,44100,1,CC-BY-NC,DrNI (freesound:164036),labels_only,2026-09-14,d0f17cb8a026b0dee31b3633294717a5df3ae997d301a3a774957ec87f69e153
desed_alarm_bell_d258794f,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/255194_6.wav,desed_soundbank,train/255194_6,freesound_255194,alarm_bell,isolated_event,train,0.0,0.333,0.333,44100,1,CC-BY,michael_kur95 (freesound:255194),yes,2026-09-14,d258794f03637e886cd7edafdeb8c458014d64e2edc5ce8bb315e44947a5da1d
desed_alarm_bell_d42d9967,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_15.wav,desed_soundbank,eval/233645_15,freesound_233645,alarm_bell,isolated_event,eval,0.0,1.119,1.119,44100,1,CC-BY-NC,zanox (freesound:233645),labels_only,2026-09-14,d42d99670d44de8b5e7355e70e23b7801f5f3532db1a3d534ab651344ce71713
desed_alarm_bell_d4ae5400,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/13613_10.wav,desed_soundbank,train/13613_10,freesound_13613,alarm_bell,isolated_event,train,0.0,0.320,0.32,44100,1,CC0,hookhead (freesound:13613),yes,2026-09-14,d4ae5400c7bb8860cf8109917add1ecb50a2d860accc75119ac4621dc5ea7146
desed_alarm_bell_d6c819cd,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/131641_1.wav,desed_soundbank,train/131641_1,freesound_131641,alarm_bell,isolated_event,train,0.0,1.956,1.956,44100,1,CC-BY-NC,lth_stp (freesound:131641),labels_only,2026-09-14,d6c819cd1471eec09c880b6df88209e6bffbcf2d1b335a8730be72372a8cf17e
desed_alarm_bell_d7595079,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/13613_12.wav,desed_soundbank,train/13613_12,freesound_13613,alarm_bell,isolated_event,train,0.0,0.320,0.32,44100,1,CC0,hookhead (freesound:13613),yes,2026-09-14,d759507941e3ed5bc0d58225da663f58b45871abfc25f4a4fc671afdc5bd9403
desed_alarm_bell_d7f40860,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/255194_7.wav,desed_soundbank,train/255194_7,freesound_255194,alarm_bell,isolated_event,train,0.0,0.316,0.316,44100,1,CC-BY,michael_kur95 (freesound:255194),yes,2026-09-14,d7f408609363b385699eb6fd290f54e67637e6ea7035e785f70b38fe149f586b
desed_alarm_bell_d8aabdb7,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/249303_1.wav,desed_soundbank,train/249303_1,freesound_249303,alarm_bell,isolated_event,train,0.0,1.985,1.985,44100,1,CC-BY,kwahmah_02 (freesound:249303),yes,2026-09-14,d8aabdb71e8336eaeebf54d079b103f259fb6c37bc5d8052fa46557132264753
desed_alarm_bell_dd2eafd1,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_0.wav,desed_soundbank,eval/329896_0,freesound_329896,alarm_bell,isolated_event,eval,0.0,0.526,0.526,44100,1,CC-BY,YleArkisto (freesound:329896),yes,2026-09-14,dd2eafd1b0eb0d47350d1097451443001428d1d3efd6166d3219e90c4ee8445d
desed_alarm_bell_ded23e29,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/22627_2.wav,desed_soundbank,eval/22627_2,freesound_22627,alarm_bell,isolated_event,eval,0.0,0.095,0.095,44100,1,CC-BY,tim.kahn (freesound:22627),yes,2026-09-14,ded23e299366d1342d306ab09392e4c6ff9469670eb0bd8c94bc749cfaee4e87
desed_alarm_bell_e2bfb294,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/13613_11.wav,desed_soundbank,train/13613_11,freesound_13613,alarm_bell,isolated_event,train,0.0,0.320,0.32,44100,1,CC0,hookhead (freesound:13613),yes,2026-09-14,e2bfb294e728fb7bcbc0d237c1dc4aa8361a38fda0d599336182b81a557a1b2e
desed_alarm_bell_e3014586,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/264106_2.wav,desed_soundbank,train/264106_2,freesound_264106,alarm_bell,isolated_event,train,0.0,0.112,0.112,44100,1,CC-BY,kwahmah_02 (freesound:264106),yes,2026-09-14,e3014586a91b79939f68ed74c7c61576fd378f662654906f802060ac18dc7a2f
desed_alarm_bell_e3e31aaa,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/418898_4.wav,desed_soundbank,train/418898_4,freesound_418898,alarm_bell,isolated_event,train,0.0,0.316,0.316,44100,1,CC0,Lynx_5969 (freesound:418898),yes,2026-09-14,e3e31aaa72c40638a441278c147b040c0792cce193abb5f0acd06c1810bc8434
desed_alarm_bell_e4b69fbb,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/259537_3.wav,desed_soundbank,train/259537_3,freesound_259537,alarm_bell,isolated_event,train,0.0,0.517,0.517,44100,1,CC0,Tempouser (freesound:259537),yes,2026-09-14,e4b69fbb219cd3f0e40e4b34c1fa01729078f10ac8a66601a9cc9fd953f48da6
desed_alarm_bell_e545d797,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/189332_8.wav,desed_soundbank,train/189332_8,freesound_189332,alarm_bell,isolated_event,train,0.0,0.569,0.569,44100,1,CC0,sangtao (freesound:189332),yes,2026-09-14,e545d7974c40116f1975163e5dfdb69453f3f585eaa9406ee85b4059cc796759
desed_alarm_bell_e557f032,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/255193_8.wav,desed_soundbank,train/255193_8,freesound_255193,alarm_bell,isolated_event,train,0.0,0.242,0.242,44100,1,CC-BY,michael_kur95 (freesound:255193),yes,2026-09-14,e557f03205d3253aa23662605951de4e76368acb08c9dc0a49528f79ff9ff9bf
desed_alarm_bell_e5e328c5,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_2.wav,desed_soundbank,eval/233645_2,freesound_233645,alarm_bell,isolated_event,eval,0.0,1.002,1.002,44100,1,CC-BY-NC,zanox (freesound:233645),labels_only,2026-09-14,e5e328c5014e44b5f1b4e7a159591dc08edea8522eb01b52cf380ffabb6e1dce
desed_alarm_bell_e5fffcb7,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/54277_1.wav,desed_soundbank,train/54277_1,freesound_54277,alarm_bell,isolated_event,train,0.0,4.006,4.006,44100,1,CC0,guitarguy1985 (freesound:54277),yes,2026-09-14,e5fffcb71517a3134d1af2c194a6a20a57c05655a4236a6ac31e932a6f8c05c8
desed_alarm_bell_e639f795,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_8.wav,desed_soundbank,eval/329896_8,freesound_329896,alarm_bell,isolated_event,eval,0.0,0.543,0.543,44100,1,CC-BY,YleArkisto (freesound:329896),yes,2026-09-14,e639f7952a117b639a90a1494b2f5b3635688eebf4219818d4e41d8d8ecb29bc
desed_alarm_bell_e7076506,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_10.wav,desed_soundbank,eval/233645_10,freesound_233645,alarm_bell,isolated_event,eval,0.0,0.995,0.995,44100,1,CC-BY-NC,zanox (freesound:233645),labels_only,2026-09-14,e7076506c98e389a7c8dd6cd1620f870a181dbcc9ec422e3b13442159e06fa68
desed_alarm_bell_e74b45e6,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/20101_2.wav,desed_soundbank,train/20101_2,freesound_20101,alarm_bell,isolated_event,train,0.0,2.142,2.142,44100,1,CC-BY,FreqMan (freesound:20101),yes,2026-09-14,e74b45e66285e1c056e0866973ae90410f6f71e23041c9c6a5194b1ce88d4984
desed_alarm_bell_e8a560a4,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/22627_0.wav,desed_soundbank,eval/22627_0,freesound_22627,alarm_bell,isolated_event,eval,0.0,0.094,0.094,44100,1,CC-BY,tim.kahn (freesound:22627),yes,2026-09-14,e8a560a411124c0477f52ee59370d487b0ad6c90447971a681b6ecc3d78f412a
desed_alarm_bell_e8c622e7,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/72558_3.wav,desed_soundbank,eval/72558_3,freesound_72558,alarm_bell,isolated_event,eval,0.0,0.320,0.32,44100,1,CC-BY-NC,Timbre (freesound:72558),labels_only,2026-09-14,e8c622e7b56a2faba9905810426f99d17823fef92714b5b95a1d87762cb7f2dd
desed_alarm_bell_e9fb2edf,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/382236_3.wav,desed_soundbank,train/382236_3,freesound_382236,alarm_bell,isolated_event,train,0.0,0.317,0.317,44100,1,CC-BY,sforsman (freesound:382236),yes,2026-09-14,e9fb2edf36c74b3bd8525c232f96171c598152ef240eb6136c37e21dca2738d4
desed_alarm_bell_eaf6d8c7,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/382236_6.wav,desed_soundbank,train/382236_6,freesound_382236,alarm_bell,isolated_event,train,0.0,0.318,0.318,44100,1,CC-BY,sforsman (freesound:382236),yes,2026-09-14,eaf6d8c7c1630920e12d2b0f1935cc6f9eb767754fe3093263c409ae3130af00
desed_alarm_bell_ebf46738,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/255193_5.wav,desed_soundbank,train/255193_5,freesound_255193,alarm_bell,isolated_event,train,0.0,0.242,0.242,44100,1,CC-BY,michael_kur95 (freesound:255193),yes,2026-09-14,ebf46738247205af1c56b8da7b1a4c5854bffd0d42c24af9f5e9a5054219b34f
desed_alarm_bell_ec18194e,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_1.wav,desed_soundbank,eval/271399_1,freesound_271399,alarm_bell,isolated_event,eval,0.0,2.155,2.155,44100,1,CC-BY,YleArkisto (freesound:271399),yes,2026-09-14,ec18194eaf7ae9f036cb2da89b88579e83ff64e27bde045b32f8a63b1fc86b96
desed_alarm_bell_ede6dc6b,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/418898_3.wav,desed_soundbank,train/418898_3,freesound_418898,alarm_bell,isolated_event,train,0.0,0.314,0.314,44100,1,CC0,Lynx_5969 (freesound:418898),yes,2026-09-14,ede6dc6b25fa098121b598ac1b48d426e75d7f92c5ae3d66da8ba99cc870d044
desed_alarm_bell_ee047905,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/382236_1.wav,desed_soundbank,train/382236_1,freesound_382236,alarm_bell,isolated_event,train,0.0,0.317,0.317,44100,1,CC-BY,sforsman (freesound:382236),yes,2026-09-14,ee047905e79db76ec0ed3db941bc92a2c04f7fa94f36ba3a433e67c43523a71b
desed_alarm_bell_ee68c35c,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/245445_0.wav,desed_soundbank,train/245445_0,freesound_245445,alarm_bell,isolated_event,train,0.0,1.929,1.929,44100,1,CC0,blukotek (freesound:245445),yes,2026-09-14,ee68c35c18293e8b833710fe82890eab2a881f1599b8550c8dac5645a51bcbfa
desed_alarm_bell_ee8c0dc7,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/151242_8.wav,desed_soundbank,train/151242_8,freesound_151242,alarm_bell,isolated_event,train,0.0,0.483,0.483,44100,1,CC-BY-NC,Tempouser (freesound:151242),labels_only,2026-09-14,ee8c0dc76587c4a5a1b7efa798f82d82c199020f0545e24d7feb8624d4d87d94
desed_alarm_bell_eec10006,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_18.wav,desed_soundbank,eval/329896_18,freesound_329896,alarm_bell,isolated_event,eval,0.0,0.565,0.565,44100,1,CC-BY,YleArkisto (freesound:329896),yes,2026-09-14,eec1000611d477a54922e1bcf059d6f6edafdb0a8ec55e7ceb2e5079660f28a6
desed_alarm_bell_f0c11650,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/38229_1.wav,desed_soundbank,train/38229_1,freesound_38229,alarm_bell,isolated_event,train,0.0,1.736,1.736,44100,1,CC0,Charliefarley (freesound:38229),yes,2026-09-14,f0c116506edf23bf717e72a435fc041847a33176572d4c273049ccd99e313ec3
desed_alarm_bell_f2b3fc34,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_7.wav,desed_soundbank,eval/233645_7,freesound_233645,alarm_bell,isolated_event,eval,0.0,1.001,1.001,44100,1,CC-BY-NC,zanox (freesound:233645),labels_only,2026-09-14,f2b3fc34cbf37ea52c41ab319f0f2588ab6e16454086790f795bbceafef355a7
desed_alarm_bell_f2f7f7b9,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/22627_1.wav,desed_soundbank,eval/22627_1,freesound_22627,alarm_bell,isolated_event,eval,0.0,0.095,0.095,44100,1,CC-BY,tim.kahn (freesound:22627),yes,2026-09-14,f2f7f7b9ca9eeadb22521f0f29a891d39c5057351c64f3e7605ea19d36784a4f
desed_alarm_bell_f4af2a9c,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_14.wav,desed_soundbank,eval/329896_14,freesound_329896,alarm_bell,isolated_event,eval,0.0,0.532,0.532,44100,1,CC-BY,YleArkisto (freesound:329896),yes,2026-09-14,f4af2a9c8d8c78d8fbbb460f0dd679bff649f2e52ae38f6b45066baa95abd3cb
desed_alarm_bell_f6ec9dfc,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/275566.wav,desed_soundbank,train/275566,freesound_275566,alarm_bell,isolated_event,train,0.0,2.248,2.248,44100,1,CC-BY,kwahmah_02 (freesound:275566),yes,2026-09-14,f6ec9dfce7f11cd05ed488e54f545155aac408f1300102bbb612e56bfeb2d1ce
desed_alarm_bell_f72a8416,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/382236_0.wav,desed_soundbank,train/382236_0,freesound_382236,alarm_bell,isolated_event,train,0.0,0.317,0.317,44100,1,CC-BY,sforsman (freesound:382236),yes,2026-09-14,f72a84167dc7a3b21f73bc9efd57f3f445285e83b5b34cd7fc41275ed5060ffe
desed_alarm_bell_f815d53a,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/196368.wav,desed_soundbank,train/196368,freesound_196368,alarm_bell,isolated_event,train,0.0,2.569,2.569,44100,1,CC-BY,maisonsonique (freesound:196368),yes,2026-09-14,f815d53ae0b04edd788eebd10bb90069b9578b1f2c942455af71f6fd9f9ebca3
desed_alarm_bell_f95c30bf,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/255194_8.wav,desed_soundbank,train/255194_8,freesound_255194,alarm_bell,isolated_event,train,0.0,0.333,0.333,44100,1,CC-BY,michael_kur95 (freesound:255194),yes,2026-09-14,f95c30bf038d5a0ed9da51c8bef762ffb8da8ccbf030e726f95224377c36c9f4
desed_alarm_bell_f9bde753,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/72558_7.wav,desed_soundbank,eval/72558_7,freesound_72558,alarm_bell,isolated_event,eval,0.0,0.320,0.32,44100,1,CC-BY-NC,Timbre (freesound:72558),labels_only,2026-09-14,f9bde753026e069b20b0bfdcbbfa9bbe3511fa9a09684894c3eba354307f03e6
desed_alarm_bell_fb89116a,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/13613_8.wav,desed_soundbank,train/13613_8,freesound_13613,alarm_bell,isolated_event,train,0.0,0.320,0.32,44100,1,CC0,hookhead (freesound:13613),yes,2026-09-14,fb89116a95b3f6158a9e92642ca84dddf5f94202b996d3ffd9d23a3e851d1292
desed_alarm_bell_fc13687e,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/79440_1.wav,desed_soundbank,eval/79440_1,freesound_79440,alarm_bell,isolated_event,eval,0.0,4.207,4.207,44100,1,CC0,xyzr_kx (freesound:79440),yes,2026-09-14,fc13687e3350be44c3e8376fd7885d71a47dca8d1bfe6f57d3e409ee6e9b5e3e
desed_alarm_bell_fc42e9a7,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_16.wav,desed_soundbank,eval/329896_16,freesound_329896,alarm_bell,isolated_event,eval,0.0,0.538,0.538,44100,1,CC-BY,YleArkisto (freesound:329896),yes,2026-09-14,fc42e9a74d8c2ac9dd6a4d1afa9ff666cf04d894789b2dae7cb8b2aa026906aa
desed_alarm_bell_fe313670,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/258175_3.wav,desed_soundbank,train/258175_3,freesound_258175,alarm_bell,isolated_event,train,0.0,3.648,3.648,44100,1,CC-BY,kwahmah_02 (freesound:258175),yes,2026-09-14,fe31367071f32417a0dd97951231328fdc56c1eb12d4746039a576ae27616c85
desed_alarm_bell_ffb90bce,data/raw/desed_soundbank/audio/train/soundbank/foreground/Alarm_bell_ringing/411517_1.wav,desed_soundbank,train/411517_1,freesound_411517,alarm_bell,isolated_event,train,0.0,1.546,1.546,44100,1,CC-BY,mcmacca (freesound:411517),yes,2026-09-14,ffb90bcedec98aed7583a77e24732a90e81d90073d55ede55822125af2924145
desed_alarm_bell_ffbbde52,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Alarm_bell_ringing/72558_4.wav,desed_soundbank,eval/72558_4,freesound_72558,alarm_bell,isolated_event,eval,0.0,0.316,0.316,44100,1,CC-BY-NC,Timbre (freesound:72558),labels_only,2026-09-14,ffbbde52d71156dfd8ced17cffc1d3a706914c9a5d80d5924977584638a370fe
desed_object_drop_dishes_0064291e,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Dishes/272022_1.wav,desed_soundbank,eval/272022_1,freesound_272022,object_drop_dishes,isolated_event,eval,0.0,0.194,0.194,44100,1,CC0,aldenroth2 (freesound:272022),yes,2026-09-14,0064291ed0bc0ba822c3f14af5ca410522e80ba3d00848302ea83257caab3fc0
desed_object_drop_dishes_0370956b,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Dishes/365519_0.wav,desed_soundbank,eval/365519_0,freesound_365519,object_drop_dishes,isolated_event,eval,0.0,0.258,0.258,44100,1,CC0,Caitlin_100 (freesound:365519),yes,2026-09-14,0370956b06427d4422761fb8ef3236ae93feca5cf7e211c454ea98d3221a441d
desed_object_drop_dishes_06b460d7,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Dishes/20081_3.wav,desed_soundbank,eval/20081_3,freesound_20081,object_drop_dishes,isolated_event,eval,0.0,0.201,0.201,44100,1,CC-BY,clammyhands (freesound:20081),yes,2026-09-14,06b460d7a53ff424680ff0cb4f0734b7e24f4f14531ab9808435f4848544a53b
desed_object_drop_dishes_0857705b,data/raw/desed_soundbank/audio/train/soundbank/foreground/Dishes/88839_1.wav,desed_soundbank,train/88839_1,freesound_88839,object_drop_dishes,isolated_event,train,0.0,0.371,0.371,44100,1,CC-BY,lsprice (freesound:88839),yes,2026-09-14,0857705b697b5c47661bd91c594bc7b5a07fc98440ccf31de275b5a1759da667
desed_object_drop_dishes_0931f2af,data/raw/desed_soundbank/audio/eval/soundbank/foreground/Dishes/325254_3.wav,desed_soundbank,eval/325254_3,freesound_325254,object_drop_dishes,isolated_event,eval,0.0,0.244,0.244,44100,1,CC0,Adam_N (freesound:325254),yes,2026-09-14,0931f2afe9bd49dc5780c9d55af99aa870ad0b346f11ff8e586fa21045b07966
