priority,file_id,class_id,p_target,p_confusable,top_confusable,onset,offset,path_norm
normal,fsd50k_alarm_bell_8ab24cfd,alarm_bell,0.2051,0.001,siren,0.0,0.69,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_8ab24cfd.wav
normal,fsd50k_alarm_bell_25b09159,alarm_bell,0.204,0.0033,siren,0.269,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_25b09159.wav
normal,desed_alarm_bell_20245f39,alarm_bell,0.201,0.0012,siren,0.0,0.481,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_20245f39.wav
normal,fsd50k_alarm_bell_c80b86cb,alarm_bell,0.2008,0.0004,siren,0.59,1.969,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_c80b86cb.wav
normal,fsd50k_alarm_bell_bdef6b9f,alarm_bell,0.1997,0.0002,siren,4.428,6.767,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_bdef6b9f.wav
normal,desed_alarm_bell_53935871,alarm_bell,0.1996,0.0012,siren,0.0,0.485,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_53935871.wav
normal,fsd50k_alarm_bell_87e9f55c,alarm_bell,0.1973,0.0009,siren,0.269,1.647,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_87e9f55c.wav
normal,fsd50k_alarm_bell_4b60b645,alarm_bell,0.1971,0.0005,siren,3.79,5.17,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_4b60b645.wav
normal,desed_alarm_bell_ee8c0dc7,alarm_bell,0.1944,0.0016,siren,0.0,0.483,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_ee8c0dc7.wav
normal,fsd50k_alarm_bell_9c8240f5,alarm_bell,0.1942,0.0027,siren,3.469,7.088,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_9c8240f5.wav
normal,desed_alarm_bell_62ed06e7,alarm_bell,0.1906,0.055,siren,0.0,0.333,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_62ed06e7.wav
normal,desed_alarm_bell_91cde4de,alarm_bell,0.1902,0.0035,siren,0.0,0.313,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_91cde4de.wav
normal,desed_alarm_bell_d4ae5400,alarm_bell,0.1875,0.1242,siren,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_d4ae5400.wav
normal,desed_alarm_bell_e2bfb294,alarm_bell,0.1871,0.1718,siren,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_e2bfb294.wav
normal,esc50_alarm_bell_cf3361dd,alarm_bell,0.1849,0.0002,siren,0.0,5.0,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_cf3361dd.wav
normal,desed_alarm_bell_c2837498,alarm_bell,0.1797,0.0017,siren,0.0,0.484,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_c2837498.wav
normal,desed_alarm_bell_f95c30bf,alarm_bell,0.1781,0.0385,siren,0.0,0.333,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_f95c30bf.wav
normal,desed_alarm_bell_207ac269,alarm_bell,0.1773,0.0012,siren,0.0,0.483,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_207ac269.wav
normal,desed_alarm_bell_56bca464,alarm_bell,0.1753,0.0014,siren,0.0,0.482,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_56bca464.wav
normal,fsd50k_alarm_bell_e01cff34,alarm_bell,0.1742,0.0002,siren,1.87,4.21,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_e01cff34.wav
normal,desed_alarm_bell_c1e32f27,alarm_bell,0.1739,0.0006,siren,0.27,1.328,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_c1e32f27.wav
normal,desed_alarm_bell_c02541d9,alarm_bell,0.1716,0.001,siren,0.0,0.487,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_c02541d9.wav
normal,fsd50k_alarm_bell_4ec55058,alarm_bell,0.171,0.0017,siren,4.107,5.167,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_4ec55058.wav
normal,desed_alarm_bell_7552527e,alarm_bell,0.1701,0.0016,siren,0.0,0.361,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_7552527e.wav
normal,fsd50k_alarm_bell_5efede55,alarm_bell,0.17,0.0002,siren,0.0,1.326,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_5efede55.wav
normal,desed_alarm_bell_60367f06,alarm_bell,0.1695,0.0017,siren,0.0,0.359,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_60367f06.wav
normal,desed_alarm_bell_e8c622e7,alarm_bell,0.1686,0.0801,siren,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_e8c622e7.wav
normal,desed_alarm_bell_bb2f50f9,alarm_bell,0.1673,0.0833,siren,0.0,0.328,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_bb2f50f9.wav
normal,desed_alarm_bell_7010b150,alarm_bell,0.1667,0.1667,siren,0.0,0.321,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_7010b150.wav
normal,fsd50k_alarm_bell_68a153ee,alarm_bell,0.1655,0.0021,siren,13.386,14.445,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_68a153ee.wav
normal,fsd50k_alarm_bell_62573df3,alarm_bell,0.1606,0.0002,siren,1.869,4.527,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_62573df3.wav
normal,fsd50k_alarm_bell_6f986339,alarm_bell,0.1559,0.0559,siren,0.0,1.328,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_6f986339.wav
normal,esc50_alarm_bell_b8b67daf,alarm_bell,0.1516,0.0021,siren,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_b8b67daf.wav
normal,fsd50k_alarm_bell_4b47e194,alarm_bell,0.1497,0.0007,siren,0.269,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_4b47e194.wav
normal,desed_alarm_bell_7866e774,alarm_bell,0.1493,0.0013,siren,3.787,4.846,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_7866e774.wav
normal,fsd50k_alarm_bell_c2ae1cea,alarm_bell,0.1493,0.0003,siren,0.0,1.329,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_c2ae1cea.wav
normal,fsd50k_alarm_bell_628ab2cd,alarm_bell,0.1488,0.0008,siren,0.0,0.69,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_628ab2cd.wav
normal,fsd50k_alarm_bell_50ba73c5,alarm_bell,0.1486,0.0003,siren,3.148,5.806,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_50ba73c5.wav
normal,fsd50k_alarm_bell_593ed111,alarm_bell,0.1483,0.0004,siren,3.15,6.129,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_593ed111.wav
normal,esc50_alarm_bell_218a6463,alarm_bell,0.1481,0.0038,siren,3.463,4.521,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_218a6463.wav
normal,fsd50k_alarm_bell_b9018f3e,alarm_bell,0.1472,0.0008,siren,0.909,1.968,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_b9018f3e.wav
normal,fsd50k_alarm_bell_6dae627b,alarm_bell,0.1463,0.0003,siren,3.148,6.127,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_6dae627b.wav
normal,desed_alarm_bell_10af084e,alarm_bell,0.1436,0.0047,siren,0.0,0.315,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_10af084e.wav
normal,desed_alarm_bell_182ba4c4,alarm_bell,0.1415,0.0373,siren,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_182ba4c4.wav
normal,fsd50k_alarm_bell_93369369,alarm_bell,0.1402,0.0025,siren,6.67,7.73,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_93369369.wav
normal,fsd50k_alarm_bell_207a8986,alarm_bell,0.1342,0.0002,siren,2.83,4.529,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_207a8986.wav
normal,fsd50k_alarm_bell_a9059f83,alarm_bell,0.1331,0.0012,siren,0.0,0.469,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_a9059f83.wav
normal,fsd50k_alarm_bell_dbf15c64,alarm_bell,0.132,0.0011,siren,0.0,1.01,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_dbf15c64.wav
normal,desed_alarm_bell_5789beb0,alarm_bell,0.1313,0.001,siren,0.0,0.486,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_5789beb0.wav
normal,fsd50k_alarm_bell_fcedff7e,alarm_bell,0.1264,0.0008,siren,0.59,1.969,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_fcedff7e.wav
normal,fsd50k_alarm_bell_3b32df10,alarm_bell,0.1261,0.0062,siren,5.388,6.448,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_3b32df10.wav
normal,desed_alarm_bell_097d4455,alarm_bell,0.1218,0.0002,siren,0.269,1.647,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_097d4455.wav
normal,fsd50k_alarm_bell_92880d9f,alarm_bell,0.1215,0.0005,siren,2.19,3.25,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_92880d9f.wav
normal,fsd50k_alarm_bell_142fa174,alarm_bell,0.1196,0.0001,siren,3.467,4.526,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_142fa174.wav
normal,fsd50k_alarm_bell_7fe0e186,alarm_bell,0.1193,0.0002,siren,2.83,3.57,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_7fe0e186.wav
normal,fsd50k_alarm_bell_77dd97c5,alarm_bell,0.1174,0.0004,siren,0.0,0.69,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_77dd97c5.wav
normal,fsd50k_alarm_bell_69890917,alarm_bell,0.116,0.0022,siren,1.23,2.289,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_69890917.wav
normal,fsd50k_alarm_bell_b08bed87,alarm_bell,0.1157,0.0042,siren,0.0,0.69,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_b08bed87.wav
normal,fsd50k_alarm_bell_45d660fc,alarm_bell,0.1155,0.0003,siren,0.0,0.687,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_45d660fc.wav
normal,fsd50k_alarm_bell_33c37548,alarm_bell,0.1147,0.0021,siren,6.029,8.369,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_33c37548.wav
normal,fsd50k_alarm_bell_6fd3f5ed,alarm_bell,0.1144,0.0002,siren,0.0,1.329,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_6fd3f5ed.wav
normal,desed_alarm_bell_355fa571,alarm_bell,0.1137,0.0023,siren,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_355fa571.wav
normal,fsd50k_alarm_bell_646275c6,alarm_bell,0.1126,0.0044,siren,0.0,0.689,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_646275c6.wav
normal,fsd50k_alarm_bell_539f277d,alarm_bell,0.1123,0.0013,siren,3.147,4.526,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_539f277d.wav
normal,fsd50k_alarm_bell_6c9e8e61,alarm_bell,0.1119,0.0018,siren,3.148,4.527,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_6c9e8e61.wav
normal,fsd50k_alarm_bell_715222c4,alarm_bell,0.1117,0.0016,siren,0.0,1.108,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_715222c4.wav
normal,fsd50k_alarm_bell_09d8215b,alarm_bell,0.111,0.0002,siren,5.388,7.407,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_09d8215b.wav
normal,fsd50k_alarm_bell_c0225163,alarm_bell,0.1101,0.0004,siren,3.147,4.845,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_c0225163.wav
normal,desed_alarm_bell_c7140117,alarm_bell,0.1088,0.0043,siren,0.0,0.304,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_c7140117.wav
normal,fsd50k_alarm_bell_3bc6ab9f,alarm_bell,0.1073,0.003,siren,0.0,0.687,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_3bc6ab9f.wav
normal,fsd50k_alarm_bell_1f1c8dd7,alarm_bell,0.1065,0.0006,siren,0.269,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_1f1c8dd7.wav
normal,fsd50k_alarm_bell_4f063a65,alarm_bell,0.1062,0.0005,siren,3.147,6.763,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_4f063a65.wav
normal,fsd50k_alarm_bell_3830cd9d,alarm_bell,0.1052,0.0005,siren,4.746,5.805,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_3830cd9d.wav
normal,fsd50k_alarm_bell_8f792f08,alarm_bell,0.1048,0.0001,siren,1.869,4.209,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_8f792f08.wav
normal,fsd50k_alarm_bell_b939854e,alarm_bell,0.1022,0.0014,siren,0.0,1.33,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_b939854e.wav
normal,desed_alarm_bell_b9bc75ff,alarm_bell,0.0993,0.0004,siren,0.0,0.535,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_b9bc75ff.wav
normal,fsd50k_alarm_bell_6cb9ceb5,alarm_bell,0.0972,0.0006,siren,3.468,5.167,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_6cb9ceb5.wav
normal,fsd50k_alarm_bell_aaefbaf0,alarm_bell,0.0953,0.0021,siren,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_aaefbaf0.wav
normal,fsd50k_alarm_bell_dc26a804,alarm_bell,0.0951,0.0007,siren,6.028,7.408,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_dc26a804.wav
normal,fsd50k_alarm_bell_ba67269d,alarm_bell,0.0949,0.0023,siren,0.589,1.678,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_ba67269d.wav
normal,fsd50k_alarm_bell_1e91d671,alarm_bell,0.0943,0.0021,siren,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_1e91d671.wav
normal,fsd50k_alarm_bell_7f65acc0,alarm_bell,0.0929,0.0024,siren,3.148,5.167,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_7f65acc0.wav
normal,esc50_alarm_bell_9e45012b,alarm_bell,0.0913,0.0016,siren,0.269,2.924,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_9e45012b.wav
normal,desed_alarm_bell_2c424415,alarm_bell,0.0906,0.033,siren,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_2c424415.wav
normal,fsd50k_alarm_bell_baa7c92c,alarm_bell,0.0895,0.0004,siren,0.59,3.248,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_baa7c92c.wav
normal,fsd50k_alarm_bell_847e2c10,alarm_bell,0.0881,0.0009,siren,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_847e2c10.wav
normal,fsd50k_alarm_bell_608c2114,alarm_bell,0.0879,0.0006,siren,2.187,4.204,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_608c2114.wav
normal,fsd50k_alarm_bell_08c32526,alarm_bell,0.0877,0.0003,siren,0.27,1.649,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_08c32526.wav
normal,fsd50k_alarm_bell_da075e44,alarm_bell,0.0875,0.0007,siren,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_da075e44.wav
normal,fsd50k_alarm_bell_10e149f9,alarm_bell,0.0872,0.0008,siren,0.0,1.01,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_10e149f9.wav
normal,fsd50k_alarm_bell_912d6657,alarm_bell,0.0868,0.0004,siren,0.0,0.687,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_912d6657.wav
normal,fsd50k_alarm_bell_b8791fe0,alarm_bell,0.0864,0.0003,siren,0.589,1.327,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_b8791fe0.wav
normal,desed_alarm_bell_5b9e6bd8,alarm_bell,0.0863,0.0045,siren,0.0,0.315,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_5b9e6bd8.wav
normal,fsd50k_alarm_bell_660cebb2,alarm_bell,0.0859,0.0001,siren,1.549,2.609,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_660cebb2.wav
normal,fsd50k_alarm_bell_2f41f01c,alarm_bell,0.0854,0.0005,siren,0.0,1.01,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_2f41f01c.wav
normal,fsd50k_alarm_bell_bcd804b3,alarm_bell,0.084,0.0001,siren,0.588,1.646,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_bcd804b3.wav
normal,fsd50k_alarm_bell_cbd8f5f7,alarm_bell,0.0818,0.0006,siren,1.87,3.57,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_cbd8f5f7.wav
normal,desed_alarm_bell_4c60bea6,alarm_bell,0.081,0.0008,siren,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_4c60bea6.wav
normal,fsd50k_alarm_bell_d9dc3c4a,alarm_bell,0.0806,0.0001,siren,0.59,1.329,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_d9dc3c4a.wav
normal,fsd50k_alarm_bell_9184677b,alarm_bell,0.0804,0.0043,siren,0.0,1.023,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_9184677b.wav
normal,esc50_alarm_bell_2e28b25e,alarm_bell,0.0792,0.0013,siren,2.505,3.563,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_2e28b25e.wav
normal,fsd50k_alarm_bell_713f1932,alarm_bell,0.079,0.0018,siren,0.0,1.104,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_713f1932.wav
normal,fsd50k_alarm_bell_177d6683,alarm_bell,0.0783,0.0006,siren,0.0,1.006,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_177d6683.wav
normal,fsd50k_alarm_bell_346a8e18,alarm_bell,0.0772,0.0006,siren,0.266,0.682,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_346a8e18.wav
normal,fsd50k_alarm_bell_81c84516,alarm_bell,0.077,0.0005,siren,0.0,0.689,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_81c84516.wav
normal,fsd50k_alarm_bell_c7ae4bce,alarm_bell,0.0757,0.0008,siren,3.785,6.122,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_c7ae4bce.wav
normal,fsd50k_alarm_bell_02c1e0e6,alarm_bell,0.0744,0.0029,siren,0.27,1.328,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_02c1e0e6.wav
normal,fsd50k_alarm_bell_663c91a8,alarm_bell,0.0739,0.0003,siren,0.0,1.329,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_663c91a8.wav
normal,fsd50k_alarm_bell_9c7b3ff9,alarm_bell,0.0738,0.0013,siren,0.0,1.005,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_9c7b3ff9.wav
normal,fsd50k_alarm_bell_6934c633,alarm_bell,0.0701,0.0003,siren,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_6934c633.wav
normal,fsd50k_alarm_bell_b471f21d,alarm_bell,0.0691,0.0006,siren,0.589,1.648,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_b471f21d.wav
normal,fsd50k_alarm_bell_fb82065f,alarm_bell,0.0689,0.0008,siren,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_fb82065f.wav
normal,fsd50k_alarm_bell_ffa18004,alarm_bell,0.0688,0.0029,siren,2.503,3.561,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_ffa18004.wav
normal,fsd50k_alarm_bell_949aaf58,alarm_bell,0.0682,0.0007,siren,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_949aaf58.wav
normal,fsd50k_alarm_bell_44a6f795,alarm_bell,0.0681,0.0006,siren,0.588,1.644,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_44a6f795.wav
normal,fsd50k_alarm_bell_8d4de89e,alarm_bell,0.068,0.0009,siren,0.0,1.01,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_8d4de89e.wav
normal,fsd50k_alarm_bell_19fc3d33,alarm_bell,0.0678,0.0004,siren,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_19fc3d33.wav
normal,fsd50k_alarm_bell_b65eba67,alarm_bell,0.0676,0.0007,siren,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_b65eba67.wav
normal,desed_alarm_bell_fb89116a,alarm_bell,0.0658,0.0309,siren,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_fb89116a.wav
normal,fsd50k_alarm_bell_3bdd4c95,alarm_bell,0.0655,0.0006,siren,0.906,1.723,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_3bdd4c95.wav
