file_id,class_id,onset,offset,path_norm,verdict,note,origin
fsd50k_glass_breaking_8fbe097a,glass_breaking,0.908,2.604,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_8fbe097a.wav,,,queue
fsd50k_glass_breaking_905249a0,glass_breaking,0.0,0.687,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_905249a0.wav,,,queue
fsd50k_glass_breaking_923385d5,glass_breaking,0.0,1.0,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_923385d5.wav,,,queue
fsd50k_glass_breaking_98db263c,glass_breaking,0.0,0.647,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_98db263c.wav,,,queue
fsd50k_glass_breaking_99cc9bd8,glass_breaking,0.0,0.829,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_99cc9bd8.wav,,,queue
fsd50k_glass_breaking_a1c17905,glass_breaking,0.0,1.004,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_a1c17905.wav,,,queue
fsd50k_glass_breaking_b295928e,glass_breaking,0.0,0.686,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_b295928e.wav,,,queue
fsd50k_glass_breaking_b3e081ab,glass_breaking,0.269,1.327,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_b3e081ab.wav,,,queue
fsd50k_glass_breaking_b3f1e29f,glass_breaking,0.269,1.328,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_b3f1e29f.wav,,,queue
fsd50k_glass_breaking_b67a6864,glass_breaking,0.0,0.687,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_b67a6864.wav,,,queue
fsd50k_glass_breaking_b96b1711,glass_breaking,0.0,0.408,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_b96b1711.wav,,,queue
fsd50k_glass_breaking_ba3b391a,glass_breaking,0.27,1.33,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_ba3b391a.wav,ok,,sample
fsd50k_glass_breaking_bf126e85,glass_breaking,0.0,1.26,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_bf126e85.wav,,,queue
fsd50k_glass_breaking_c0f9dbaa,glass_breaking,0.0,0.503,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_c0f9dbaa.wav,,,queue
fsd50k_glass_breaking_c1ea5490,glass_breaking,0.0,0.681,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_c1ea5490.wav,,,queue
fsd50k_glass_breaking_c2db8bfd,glass_breaking,0.0,1.01,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_c2db8bfd.wav,,,queue
fsd50k_glass_breaking_c6aa9872,glass_breaking,0.0,1.192,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_c6aa9872.wav,,,queue
fsd50k_glass_breaking_c912d3aa,glass_breaking,0,1.33,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_c912d3aa.wav,ok,,sample
fsd50k_glass_breaking_d028a019,glass_breaking,0.0,1.01,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_d028a019.wav,,,queue
fsd50k_glass_breaking_d02aab80,glass_breaking,0.0,0.883,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_d02aab80.wav,,,queue
fsd50k_glass_breaking_d1736eb3,glass_breaking,0.269,1.494,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_d1736eb3.wav,,,queue
fsd50k_glass_breaking_d4aad51d,glass_breaking,0.0,0.758,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_d4aad51d.wav,,,queue
fsd50k_glass_breaking_d4c1558a,glass_breaking,0,1.328,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_d4c1558a.wav,ok,,sample
fsd50k_glass_breaking_d9332c59,glass_breaking,0.0,1.196,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_d9332c59.wav,,,queue
fsd50k_glass_breaking_dad2386c,glass_breaking,0.0,0.688,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_dad2386c.wav,,,queue
fsd50k_glass_breaking_ded589ca,glass_breaking,0.0,0.629,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_ded589ca.wav,,,queue
fsd50k_glass_breaking_e197d4d6,glass_breaking,0.0,0.357,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_e197d4d6.wav,,,queue
fsd50k_glass_breaking_e214d2d0,glass_breaking,0.0,1.324,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_e214d2d0.wav,,,queue
fsd50k_glass_breaking_e6106d96,glass_breaking,0.0,1.004,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_e6106d96.wav,,,queue
fsd50k_glass_breaking_e844f154,glass_breaking,0.0,0.69,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_e844f154.wav,,,queue
fsd50k_glass_breaking_eab92fe3,glass_breaking,0.59,1.65,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_eab92fe3.wav,,,queue
fsd50k_glass_breaking_edaf2320,glass_breaking,0,1.033,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_edaf2320.wav,ok,,sample
fsd50k_glass_breaking_f18c44f2,glass_breaking,0.269,1.264,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_f18c44f2.wav,,,queue
fsd50k_glass_breaking_f67c46af,glass_breaking,0,1.01,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_f67c46af.wav,ok,,sample
fsd50k_glass_breaking_f93c67ad,glass_breaking,2.826,5.162,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_f93c67ad.wav,ok,,sample
fsd50k_glass_breaking_fb2de83b,glass_breaking,0.0,0.485,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_fb2de83b.wav,,,queue
fsd50k_glass_breaking_fd71c9d0,glass_breaking,0.269,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\glass_breaking\fsd50k_glass_breaking_fd71c9d0.wav,,,queue
fsd50k_gunshot_00473321,gunshot,0.0,0.688,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_00473321.wav,,,queue
fsd50k_gunshot_00fa9f7a,gunshot,0.0,0.687,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_00fa9f7a.wav,,,queue
fsd50k_gunshot_040a211d,gunshot,0.0,0.69,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_040a211d.wav,,,queue
fsd50k_gunshot_05462c09,gunshot,0,1.329,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_05462c09.wav,ok,,sample
fsd50k_gunshot_057174a3,gunshot,10.507,12.207,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_057174a3.wav,,,queue
fsd50k_gunshot_06aa1291,gunshot,0.0,0.509,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_06aa1291.wav,,,queue
fsd50k_gunshot_07494ea6,gunshot,0.0,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_07494ea6.wav,,,queue
fsd50k_gunshot_08b18e64,gunshot,0.0,0.685,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_08b18e64.wav,,,queue
fsd50k_gunshot_099f80d8,gunshot,0.0,0.68,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_099f80d8.wav,,,queue
fsd50k_gunshot_0c6eeca9,gunshot,0.27,1.648,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_0c6eeca9.wav,,,queue
fsd50k_gunshot_10a72796,gunshot,0.91,1.33,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_10a72796.wav,,,queue
fsd50k_gunshot_1530dd4d,gunshot,0.0,1.648,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_1530dd4d.wav,,,queue
fsd50k_gunshot_1788cd96,gunshot,0.0,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_1788cd96.wav,,,queue
fsd50k_gunshot_1c25f0cf,gunshot,0.0,0.688,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_1c25f0cf.wav,,,queue
fsd50k_gunshot_1c90cbd9,gunshot,0.268,1.48,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_1c90cbd9.wav,,,queue
fsd50k_gunshot_1d64c020,gunshot,0.0,1.01,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_1d64c020.wav,,,queue
fsd50k_gunshot_1f092be4,gunshot,0.0,0.538,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_1f092be4.wav,,,queue
fsd50k_gunshot_20aac7be,gunshot,0.0,0.687,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_20aac7be.wav,,,queue
fsd50k_gunshot_21c74b25,gunshot,0.0,3.566,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_21c74b25.wav,,,queue
fsd50k_gunshot_23acaa20,gunshot,0.269,1.327,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_23acaa20.wav,,,queue
fsd50k_gunshot_245d4e46,gunshot,0.0,1.006,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_245d4e46.wav,,,queue
fsd50k_gunshot_259ad471,gunshot,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_259ad471.wav,,,queue
fsd50k_gunshot_299d4a01,gunshot,0.589,1.648,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_299d4a01.wav,,,queue
fsd50k_gunshot_2bef82d3,gunshot,0.27,1.649,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_2bef82d3.wav,,,queue
fsd50k_gunshot_2cf3fec3,gunshot,4.424,5.482,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_2cf3fec3.wav,,,queue
fsd50k_gunshot_2dce5509,gunshot,0.0,0.362,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_2dce5509.wav,,,queue
fsd50k_gunshot_34438f55,gunshot,0,0.424,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_34438f55.wav,ok,,sample
fsd50k_gunshot_39ccba85,gunshot,0.0,0.688,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_39ccba85.wav,,,queue
fsd50k_gunshot_3ad92abe,gunshot,0.0,0.688,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_3ad92abe.wav,,,queue
fsd50k_gunshot_3ba25ff3,gunshot,0.0,1.01,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_3ba25ff3.wav,,,queue
fsd50k_gunshot_41377fbd,gunshot,0.0,0.686,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_41377fbd.wav,,,queue
fsd50k_gunshot_4412cc10,gunshot,0.0,0.681,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_4412cc10.wav,,,queue
fsd50k_gunshot_4814ce35,gunshot,4.11,5.49,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_4814ce35.wav,,,queue
fsd50k_gunshot_48c1d185,gunshot,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_48c1d185.wav,,,queue
fsd50k_gunshot_529f7862,gunshot,0.59,1.969,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_529f7862.wav,,,queue
fsd50k_gunshot_56665d67,gunshot,0.0,0.682,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_56665d67.wav,,,queue
fsd50k_gunshot_58dddbf0,gunshot,0.0,0.686,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_58dddbf0.wav,,,queue
fsd50k_gunshot_5a3be124,gunshot,1.546,2.284,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_5a3be124.wav,,,queue
fsd50k_gunshot_5b0857a8,gunshot,1.55,2.609,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_5b0857a8.wav,,,queue
fsd50k_gunshot_5b5a0e33,gunshot,0.0,0.682,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_5b5a0e33.wav,,,queue
fsd50k_gunshot_5f3ec134,gunshot,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_5f3ec134.wav,,,queue
fsd50k_gunshot_5fa02c21,gunshot,0.0,0.688,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_5fa02c21.wav,,,queue
fsd50k_gunshot_60aba1f5,gunshot,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_60aba1f5.wav,,,queue
fsd50k_gunshot_60c6021a,gunshot,0.0,0.686,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_60c6021a.wav,,,queue
fsd50k_gunshot_6b7b9ee8,gunshot,0.0,0.549,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_6b7b9ee8.wav,,,queue
fsd50k_gunshot_6efc093f,gunshot,8.585,9.964,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_6efc093f.wav,,,queue
fsd50k_gunshot_706beb56,gunshot,0.0,0.681,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_706beb56.wav,,,queue
fsd50k_gunshot_72f3dbb1,gunshot,0.0,0.687,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_72f3dbb1.wav,,,queue
fsd50k_gunshot_74eefb4e,gunshot,0.0,0.538,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_74eefb4e.wav,,,queue
fsd50k_gunshot_770d4c7d,gunshot,0.0,3.242,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_770d4c7d.wav,,,queue
fsd50k_gunshot_7738e8c9,gunshot,0.91,2.609,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_7738e8c9.wav,,,queue
fsd50k_gunshot_78a5376a,gunshot,0.0,1.328,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_78a5376a.wav,,,queue
fsd50k_gunshot_8c8f12cc,gunshot,0.0,0.672,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_8c8f12cc.wav,,,queue
fsd50k_gunshot_8cabd436,gunshot,0.27,1.329,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_8cabd436.wav,,,queue
fsd50k_gunshot_962444c6,gunshot,0.0,0.686,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_962444c6.wav,,,queue
fsd50k_gunshot_96f46e9c,gunshot,0.27,1.328,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_96f46e9c.wav,,,queue
fsd50k_gunshot_97267944,gunshot,0.0,1.524,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_97267944.wav,,,queue
fsd50k_gunshot_a217d21f,gunshot,0.0,0.689,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_a217d21f.wav,,,queue
fsd50k_gunshot_a614a275,gunshot,0,0.842,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_a614a275.wav,ok,,sample
fsd50k_gunshot_a6928570,gunshot,0.0,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_a6928570.wav,,,queue
fsd50k_gunshot_a8903c9a,gunshot,0.0,1.323,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_a8903c9a.wav,,,queue
fsd50k_gunshot_b82986bf,gunshot,0.0,1.01,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_b82986bf.wav,,,queue
fsd50k_gunshot_ba6a8260,gunshot,0.0,0.689,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_ba6a8260.wav,,,queue
fsd50k_gunshot_bdf7dd38,gunshot,0.27,1.329,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_bdf7dd38.wav,,,queue
fsd50k_gunshot_c1c887c6,gunshot,0.0,1.01,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_c1c887c6.wav,,,queue
fsd50k_gunshot_c2c90576,gunshot,0.0,0.688,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_c2c90576.wav,,,queue
fsd50k_gunshot_c3b2af8e,gunshot,0.0,0.686,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_c3b2af8e.wav,,,queue
fsd50k_gunshot_c424933b,gunshot,0.0,0.689,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_c424933b.wav,,,queue
fsd50k_gunshot_c4b4c796,gunshot,0.27,1.33,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_c4b4c796.wav,,,queue
fsd50k_gunshot_c7e625f0,gunshot,0.0,0.69,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_c7e625f0.wav,,,queue
fsd50k_gunshot_cf3ca35f,gunshot,0.0,0.516,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_cf3ca35f.wav,,,queue
fsd50k_gunshot_d17bbe49,gunshot,0.909,2.288,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_d17bbe49.wav,,,queue
fsd50k_gunshot_d199dcec,gunshot,0.0,0.688,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_d199dcec.wav,,,queue
fsd50k_gunshot_d19ed653,gunshot,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_d19ed653.wav,,,queue
fsd50k_gunshot_d729f23e,gunshot,0.0,0.687,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_d729f23e.wav,,,queue
fsd50k_gunshot_d967061e,gunshot,0.908,2.924,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_d967061e.wav,,,queue
fsd50k_gunshot_da3999f4,gunshot,4.425,5.484,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_da3999f4.wav,ok,,sample
fsd50k_gunshot_e069782c,gunshot,0.0,0.686,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_e069782c.wav,,,queue
fsd50k_gunshot_e29ad141,gunshot,0.269,1.325,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_e29ad141.wav,,,queue
fsd50k_gunshot_e56b4f21,gunshot,0.0,0.687,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_e56b4f21.wav,,,queue
fsd50k_gunshot_f61ae707,gunshot,0.0,0.688,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_f61ae707.wav,,,queue
fsd50k_gunshot_faf95891,gunshot,0.0,0.461,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\fsd50k_gunshot_faf95891.wav,,,queue
urbansound8k_gunshot_0096ccb0,gunshot,0.0,0.687,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\urbansound8k_gunshot_0096ccb0.wav,,,queue
urbansound8k_gunshot_0175b772,gunshot,0.0,0.69,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\urbansound8k_gunshot_0175b772.wav,,,queue
urbansound8k_gunshot_01b2844c,gunshot,0.0,0.687,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\urbansound8k_gunshot_01b2844c.wav,,,queue
urbansound8k_gunshot_02afa64a,gunshot,0.0,0.87,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\urbansound8k_gunshot_02afa64a.wav,,,queue
urbansound8k_gunshot_05b7ce51,gunshot,0.0,0.478,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\urbansound8k_gunshot_05b7ce51.wav,,,queue
urbansound8k_gunshot_0859c2ab,gunshot,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\urbansound8k_gunshot_0859c2ab.wav,,,queue
urbansound8k_gunshot_0946a453,gunshot,0.0,0.499,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\urbansound8k_gunshot_0946a453.wav,,,queue
urbansound8k_gunshot_09f5b069,gunshot,0.0,1.015,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\urbansound8k_gunshot_09f5b069.wav,,,queue
urbansound8k_gunshot_0ade5cc6,gunshot,0.0,1.329,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\urbansound8k_gunshot_0ade5cc6.wav,,,queue
urbansound8k_gunshot_1258ae4e,gunshot,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\urbansound8k_gunshot_1258ae4e.wav,,,queue
urbansound8k_gunshot_13f7f9b2,gunshot,0.0,0.37,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\urbansound8k_gunshot_13f7f9b2.wav,,,queue
urbansound8k_gunshot_16faaf2e,gunshot,0.0,0.687,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\urbansound8k_gunshot_16faaf2e.wav,,,queue
urbansound8k_gunshot_173a3cb0,gunshot,0,0.787,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\urbansound8k_gunshot_173a3cb0.wav,ok,,sample
urbansound8k_gunshot_1820f28c,gunshot,0.0,1.006,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\urbansound8k_gunshot_1820f28c.wav,,,queue
urbansound8k_gunshot_188cb4eb,gunshot,0.0,0.687,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\urbansound8k_gunshot_188cb4eb.wav,,,queue
urbansound8k_gunshot_18c9616a,gunshot,0.0,0.682,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\urbansound8k_gunshot_18c9616a.wav,,,queue
urbansound8k_gunshot_19e27924,gunshot,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\urbansound8k_gunshot_19e27924.wav,,,queue
urbansound8k_gunshot_1b968d8b,gunshot,0.0,0.681,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\gunshot\urbansound8k_gunshot_1b968d8b.wav,,,queue
